post_code,year,average_price,volume,sector
2000.0,2008,2743000,2666,NSW
2007.0,2008,800000,420,NSW
2008.0,2008,632000,216,NSW
2009.0,2008,1564000,814,NSW
2010.0,2008,974000,1453,NSW
2011.0,2008,1653000,1294,NSW
2015.0,2008,894000,588,NSW
2016.0,2008,577000,473,NSW
2017.0,2008,796000,775,NSW
2018.0,2008,706000,452,NSW
2019.0,2008,673000,305,NSW
2020.0,2008,642000,484,NSW
2021.0,2008,1194000,556,NSW
2022.0,2008,933000,433,NSW
2023.0,2008,2235000,372,NSW
2024.0,2008,1405000,310,NSW
2025.0,2008,1894000,266,NSW
2026.0,2008,1183000,1052,NSW
2027.0,2008,2891000,436,NSW
2028.0,2008,2455000,130,NSW
2029.0,2008,1353000,331,NSW
2030.0,2008,2253000,385,NSW
2031.0,2008,1715000,911,NSW
2032.0,2008,721000,366,NSW
2033.0,2008,781000,350,NSW
2034.0,2008,988000,535,NSW
2035.0,2008,687000,938,NSW
2036.0,2008,1297000,661,NSW
2037.0,2008,776000,398,NSW
2038.0,2008,868000,270,NSW
2039.0,2008,928000,343,NSW
2040.0,2008,947000,571,NSW
2041.0,2008,1094000,453,NSW
2042.0,2008,555000,702,NSW
2043.0,2008,809000,213,NSW
2044.0,2008,718000,204,NSW
2045.0,2008,1079000,95,NSW
2046.0,2008,739000,608,NSW
2047.0,2008,884000,359,NSW
2048.0,2008,670000,190,NSW
2049.0,2008,689000,279,NSW
2050.0,2008,1037000,376,NSW
2060.0,2008,2377000,531,NSW
2061.0,2008,1215000,295,NSW
2062.0,2008,889000,311,NSW
2063.0,2008,1911000,118,NSW
2064.0,2008,1230000,262,NSW
2065.0,2008,784000,1107,NSW
2066.0,2008,971000,776,NSW
2067.0,2008,836000,781,NSW
2068.0,2008,1153000,381,NSW
2069.0,2008,1097000,245,NSW
2070.0,2008,1355000,269,NSW
2071.0,2008,1552000,302,NSW
2072.0,2008,1080000,160,NSW
2073.0,2008,1293000,448,NSW
2074.0,2008,1091000,424,NSW
2075.0,2008,1005000,380,NSW
2076.0,2008,1131000,546,NSW
2077.0,2008,527000,1217,NSW
2079.0,2008,521000,103,NSW
2080.0,2008,553000,39,NSW
2081.0,2008,509000,108,NSW
2082.0,2008,573000,71,NSW
2083.0,2008,612000,35,NSW
2084.0,2008,1567000,74,NSW
2085.0,2008,754000,228,NSW
2086.0,2008,964000,279,NSW
2087.0,2008,845000,213,NSW
2088.0,2008,1586000,971,NSW
2089.0,2008,810000,505,NSW
2090.0,2008,933000,623,NSW
2092.0,2008,1470000,189,NSW
2093.0,2008,1079000,625,NSW
2094.0,2008,1663000,242,NSW
2095.0,2008,1464000,603,NSW
2096.0,2008,1075000,509,NSW
2097.0,2008,834000,372,NSW
2099.0,2008,1101000,1195,NSW
2100.0,2008,1001000,575,NSW
