post_code,year,average_price,volume,sector
2000.0,2021,8399000,2141,NSW
2007.0,2021,1116000,224,NSW
2008.0,2021,2219000,252,NSW
2009.0,2021,2777000,432,NSW
2010.0,2021,1963000,1132,NSW
2011.0,2021,1869000,879,NSW
2015.0,2021,3127000,625,NSW
2016.0,2021,1780000,302,NSW
2017.0,2021,1451000,911,NSW
2018.0,2021,1709000,666,NSW
2019.0,2021,2692000,519,NSW
2020.0,2021,7186000,509,NSW
2021.0,2021,2817000,505,NSW
2022.0,2021,2245000,496,NSW
2023.0,2021,4090000,357,NSW
2024.0,2021,3095000,326,NSW
2025.0,2021,3899000,269,NSW
2026.0,2021,3375000,1101,NSW
2027.0,2021,9571000,353,NSW
2028.0,2021,4819000,226,NSW
2029.0,2021,3016000,342,NSW
2030.0,2021,4738000,359,NSW
2031.0,2021,2276000,907,NSW
2032.0,2021,3663000,245,NSW
2033.0,2021,1755000,261,NSW
2034.0,2021,3851000,493,NSW
2035.0,2021,1937000,698,NSW
2036.0,2021,1692000,765,NSW
2037.0,2021,2098000,410,NSW
2038.0,2021,2021000,230,NSW
2039.0,2021,3451000,269,NSW
2040.0,2021,1834000,626,NSW
2041.0,2021,2432000,467,NSW
2042.0,2021,5548000,484,NSW
2043.0,2021,1133000,498,NSW
2044.0,2021,1525000,220,NSW
2045.0,2021,2700000,92,NSW
2046.0,2021,2304000,646,NSW
2047.0,2021,1878000,336,NSW
2048.0,2021,1782000,208,NSW
2049.0,2021,1370000,330,NSW
2050.0,2021,1394000,252,NSW
2060.0,2021,12374000,595,NSW
2061.0,2021,2603000,270,NSW
2062.0,2021,2072000,232,NSW
2063.0,2021,3479000,133,NSW
2064.0,2021,2787000,211,NSW
2065.0,2021,2434000,1140,NSW
2066.0,2021,3883000,1033,NSW
2067.0,2021,7188000,492,NSW
2068.0,2021,2653000,335,NSW
2069.0,2021,3256000,262,NSW
2070.0,2021,2465000,304,NSW
2071.0,2021,3059000,345,NSW
2072.0,2021,1758000,272,NSW
2073.0,2021,2862000,398,NSW
2074.0,2021,2513000,552,NSW
2075.0,2021,2794000,556,NSW
2076.0,2021,2287000,535,NSW
2077.0,2021,1292000,1112,NSW
2079.0,2021,1068000,196,NSW
2080.0,2021,1460000,34,NSW
2081.0,2021,1231000,97,NSW
2082.0,2021,1194000,118,NSW
2083.0,2021,942000,83,NSW
2084.0,2021,4044000,58,NSW
2085.0,2021,3797000,224,NSW
2086.0,2021,2461000,233,NSW
2087.0,2021,2272000,187,NSW
2088.0,2021,6078000,851,NSW
2089.0,2021,2884000,415,NSW
2090.0,2021,2687000,453,NSW
2092.0,2021,3780000,135,NSW
2093.0,2021,2353000,555,NSW
2094.0,2021,2465000,152,NSW
2095.0,2021,3721000,587,NSW
2096.0,2021,2152000,435,NSW
2097.0,2021,2110000,322,NSW
2099.0,2021,1928000,1132,NSW
2100.0,2021,2742000,527,NSW
2101.0,2021,3121000,447,NSW
2102.0,2021,2416000,270,NSW
2103.0,2021,2273000,253,NSW
2104.0,2021,3769000,85,NSW
2105.0,2021,2393000,79,NSW
2106.0,2021,2585000,261,NSW
2107.0,2021,2923000,365,NSW
2108.0,2021,5410000,87,NSW
2110.0,2021,3441000,197,NSW
2111.0,2021,1759000,441,NSW
2112.0,2021,896000,9074,NSW
2113.0,2021,2636000,1160,NSW
2114.0,2021,1176000,765,NSW
2115.0,2021,1274000,244,NSW
2116.0,2021,3992000,158,NSW
2117.0,2021,1354000,477,NSW
2118.0,2021,2016000,715,NSW
2119.0,2021,2035000,217,NSW
2120.0,2021,1520000,446,NSW
2121.0,2021,1535000,741,NSW
2122.0,2021,4161000,608,NSW
2125.0,2021,2154000,280,NSW
2126.0,2021,3924000,245,NSW
2127.0,2021,809000,965,NSW
2128.0,2021,1551000,75,NSW
2130.0,2021,1476000,165,NSW
2131.0,2021,1095000,570,NSW
2132.0,2021,1605000,150,NSW
2133.0,2021,1294000,182,NSW
2134.0,2021,1372000,404,NSW
2135.0,2021,1838000,513,NSW
2136.0,2021,1318000,155,NSW
2137.0,2021,1716000,612,NSW
2138.0,2021,1802000,993,NSW
2140.0,2021,1454000,678,NSW
2141.0,2021,1227000,1069,NSW
2142.0,2021,1420000,711,NSW
2143.0,2021,973000,133,NSW
2144.0,2021,2236000,507,NSW
2145.0,2021,1221000,2272,NSW
2146.0,2021,891000,410,NSW
2147.0,2021,1461000,637,NSW
2148.0,2021,2205000,1473,NSW
2150.0,2021,1232000,974,NSW
2151.0,2021,1216000,461,NSW
2152.0,2021,1117000,260,NSW
2153.0,2021,1734000,1382,NSW
2154.0,2021,1720000,1058,NSW
2155.0,2021,1336000,2576,NSW
2156.0,2021,2405000,220,NSW
2157.0,2021,2016000,77,NSW
2158.0,2021,4641000,173,NSW
2159.0,2021,2282000,71,NSW
2160.0,2021,1127000,795,NSW
2161.0,2021,1183000,522,NSW
2162.0,2021,1103000,284,NSW
2163.0,2021,1785000,141,NSW
2164.0,2021,2330000,388,NSW
2165.0,2021,1348000,531,NSW
2166.0,2021,1635000,596,NSW
2167.0,2021,782000,142,NSW
2168.0,2021,5538000,475,NSW
2170.0,2021,1855000,2130,NSW
2171.0,2021,976000,509,NSW
