post_code,year,average_price,volume,sector
2000.0,2022,6299000,1307,NSW
2007.0,2022,7591000,270,NSW
2008.0,2022,1865000,257,NSW
2009.0,2022,12821000,347,NSW
2010.0,2022,1967000,884,NSW
2011.0,2022,3422000,718,NSW
2015.0,2022,2869000,398,NSW
2016.0,2022,1682000,291,NSW
2017.0,2022,1493000,814,NSW
2018.0,2022,1317000,426,NSW
2019.0,2022,1357000,459,NSW
2020.0,2022,1578000,457,NSW
2021.0,2022,2882000,427,NSW
2022.0,2022,1936000,412,NSW
2023.0,2022,4738000,239,NSW
2024.0,2022,6911000,261,NSW
2025.0,2022,5015000,194,NSW
2026.0,2022,3282000,744,NSW
2027.0,2022,5169000,235,NSW
2028.0,2022,7203000,161,NSW
2029.0,2022,3769000,242,NSW
2030.0,2022,6355000,318,NSW
2031.0,2022,2064000,700,NSW
2032.0,2022,1913000,201,NSW
2033.0,2022,1964000,185,NSW
2034.0,2022,2269000,350,NSW
2035.0,2022,1946000,597,NSW
2036.0,2022,1702000,569,NSW
2037.0,2022,2231000,379,NSW
2038.0,2022,2192000,180,NSW
2039.0,2022,2157000,196,NSW
2040.0,2022,1882000,486,NSW
2041.0,2022,2699000,358,NSW
2042.0,2022,1559000,393,NSW
2043.0,2022,1190000,302,NSW
2044.0,2022,1809000,186,NSW
2045.0,2022,2658000,65,NSW
2046.0,2022,2054000,485,NSW
2047.0,2022,2390000,282,NSW
2048.0,2022,1613000,139,NSW
2049.0,2022,1272000,399,NSW
2050.0,2022,1526000,230,NSW
2060.0,2022,5866000,438,NSW
2061.0,2022,2511000,217,NSW
2062.0,2022,2336000,176,NSW
2063.0,2022,4530000,105,NSW
2064.0,2022,3361000,200,NSW
2065.0,2022,5041000,1119,NSW
2066.0,2022,1729000,1006,NSW
2067.0,2022,10567000,565,NSW
2068.0,2022,3255000,284,NSW
2069.0,2022,3415000,206,NSW
2070.0,2022,3615000,217,NSW
2071.0,2022,3139000,226,NSW
2072.0,2022,1785000,219,NSW
2073.0,2022,2645000,369,NSW
2074.0,2022,2608000,457,NSW
2075.0,2022,2386000,473,NSW
2076.0,2022,2474000,446,NSW
2077.0,2022,1287000,929,NSW
2079.0,2022,1365000,142,NSW
2080.0,2022,1452000,28,NSW
2081.0,2022,1416000,84,NSW
2082.0,2022,1325000,98,NSW
2083.0,2022,1161000,59,NSW
2084.0,2022,4202000,51,NSW
2085.0,2022,2271000,208,NSW
2086.0,2022,2716000,185,NSW
2087.0,2022,2285000,170,NSW
2088.0,2022,4000000,677,NSW
2089.0,2022,2020000,417,NSW
2090.0,2022,2612000,401,NSW
2092.0,2022,3656000,121,NSW
2093.0,2022,2593000,408,NSW
2094.0,2022,2498000,119,NSW
2095.0,2022,2945000,382,NSW
2096.0,2022,2398000,302,NSW
2097.0,2022,2239000,224,NSW
2099.0,2022,1602000,871,NSW
2100.0,2022,2076000,405,NSW
2101.0,2022,1992000,337,NSW
2102.0,2022,1990000,184,NSW
2103.0,2022,2247000,221,NSW
2104.0,2022,3706000,51,NSW
2105.0,2022,3072000,34,NSW
2106.0,2022,3136000,201,NSW
2107.0,2022,2822000,294,NSW
2108.0,2022,6127000,68,NSW
2110.0,2022,4042000,165,NSW
