post_code,year,average_price,volume,sector
0.0,2009,2000,1,NSW
2000.0,2009,1588000,1710,NSW
2007.0,2009,450000,378,NSW
2008.0,2009,596000,250,NSW
2009.0,2009,988000,721,NSW
2010.0,2009,623000,1148,NSW
2011.0,2009,801000,1101,NSW
2015.0,2009,838000,629,NSW
2016.0,2009,559000,402,NSW
2017.0,2009,622000,773,NSW
2018.0,2009,698000,471,NSW
2019.0,2009,617000,279,NSW
2020.0,2009,544000,592,NSW
2021.0,2009,1026000,486,NSW
2022.0,2009,839000,301,NSW
2023.0,2009,1649000,295,NSW
2024.0,2009,1268000,247,NSW
2025.0,2009,1536000,216,NSW
2026.0,2009,1026000,929,NSW
2027.0,2009,2434000,246,NSW
2028.0,2009,1377000,150,NSW
2029.0,2009,1346000,312,NSW
2030.0,2009,2317000,327,NSW
2031.0,2009,808000,894,NSW
2032.0,2009,755000,276,NSW
2033.0,2009,743000,360,NSW
2034.0,2009,806000,457,NSW
2035.0,2009,721000,900,NSW
2036.0,2009,1502000,503,NSW
2037.0,2009,743000,363,NSW
2038.0,2009,783000,226,NSW
2039.0,2009,832000,271,NSW
2040.0,2009,733000,490,NSW
2041.0,2009,1044000,379,NSW
2042.0,2009,566000,474,NSW
2043.0,2009,545000,211,NSW
2044.0,2009,1172000,376,NSW
2045.0,2009,1000000,73,NSW
2046.0,2009,783000,559,NSW
2047.0,2009,1013000,460,NSW
2048.0,2009,601000,200,NSW
2049.0,2009,595000,245,NSW
2050.0,2009,569000,443,NSW
2060.0,2009,1143000,504,NSW
2061.0,2009,985000,251,NSW
2062.0,2009,1579000,255,NSW
2063.0,2009,1571000,113,NSW
2064.0,2009,773000,269,NSW
2065.0,2009,1281000,1038,NSW
2066.0,2009,859000,786,NSW
2067.0,2009,1054000,837,NSW
2068.0,2009,1041000,335,NSW
2069.0,2009,1249000,252,NSW
2070.0,2009,1139000,384,NSW
2071.0,2009,1265000,281,NSW
2072.0,2009,1617000,235,NSW
2073.0,2009,1511000,308,NSW
2074.0,2009,896000,503,NSW
2075.0,2009,830000,609,NSW
2076.0,2009,839000,585,NSW
2077.0,2009,446000,1096,NSW
2079.0,2009,543000,109,NSW
2080.0,2009,687000,54,NSW
2081.0,2009,516000,101,NSW
2082.0,2009,551000,86,NSW
2083.0,2009,419000,47,NSW
2084.0,2009,1236000,54,NSW
2085.0,2009,768000,204,NSW
2086.0,2009,825000,254,NSW
2087.0,2009,803000,165,NSW
2088.0,2009,1367000,938,NSW
2089.0,2009,727000,423,NSW
2090.0,2009,895000,501,NSW
2092.0,2009,1315000,155,NSW
2093.0,2009,935000,673,NSW
2094.0,2009,963000,174,NSW
2095.0,2009,969000,536,NSW
2096.0,2009,677000,482,NSW
2097.0,2009,776000,359,NSW
2099.0,2009,584000,1160,NSW
2100.0,2009,800000,509,NSW
2101.0,2009,720000,451,NSW
2102.0,2009,5811000,425,NSW
2103.0,2009,797000,369,NSW
2104.0,2009,1630000,49,NSW
2105.0,2009,1439000,40,NSW
2106.0,2009,902000,250,NSW
2107.0,2009,1125000,382,NSW
2108.0,2009,3156000,55,NSW
2110.0,2009,1469000,185,NSW
2111.0,2009,733000,349,NSW
2112.0,2009,622000,480,NSW
2113.0,2009,771000,374,NSW
2114.0,2009,504000,666,NSW
2115.0,2009,532000,227,NSW
2116.0,2009,914000,202,NSW
2117.0,2009,625000,474,NSW
2118.0,2009,540000,448,NSW
2119.0,2009,857000,171,NSW
2120.0,2009,592000,422,NSW
2121.0,2009,635000,513,NSW
2122.0,2009,647000,667,NSW
2125.0,2009,771000,294,NSW
2126.0,2009,617000,344,NSW
2127.0,2009,1553000,526,NSW
2128.0,2009,748000,100,NSW
