,district_code,source,valuation_num,property_id,unit_number,house_number,street_name,suburb_name,postcode,contract_date,purchase_price,land_description,area,area_type,dimensions,comp_code,zone_code,vendor_name,purchaser_name
0,011,ARCHIVE,152730020000,,,3,JEAN O'BRYAN CL,ABERDEEN,2336,,165000,LOT 3 DP 832100.,4913.0,M,,AA,A,,
1,204,ARCHIVE,772300000000,,,24,ST ALBANS ST,ABBOTSFORD,2046,,525000,LOT B DP 317428.,,,,EP,A,,
2,001,ARCHIVE,235409000000,,,82,TAMWORTH ST,ABERMAIN,2326,,105000,LOT 9 DP 264030.,601.8,M,,HA,A,,
3,220,ARCHIVE,976671221000,,,LOT 611,FALMER ST,ABBOTSBURY,2176,,440000,LOT 611 DP 748199.,699.1,M,,JH,A,,
4,204,ARCHIVE,3500000000,1896868,,66,ABBOTSFORD PD,ABBOTSFORD,2046,,750000,LOT D DP 320435.,,,,EV,A,,
5,008,VALNET1,0838800000000,213423,,1,CLINTON AV,ADAMSTOWN,2289,,160000,LOT 33 DP 29069.,569.1,M,,,A,,
6,204,ARCHIVE,926020000000,,,30 - 32,WALTON CR,ABBOTSFORD,2046,,1625000,"LOT 1 DP 811422, LOTS 3-6 SP 40450, LOTS 8-10 SP 52291.& MSB LEASE OF 58.2 SQM & SITES OF 12 PILES",1993.0,M,,EH,A,,
7,001,ARCHIVE,0121000000000,1374,,49,ABERDARE RD,ABERDARE,2325,,74000,LOT 1 DP 434536.,,,,GA,A,,
8,001,ARCHIVE,5700000000,63,,78,ABERDARE RD,ABERDARE,2325,,92000,LOT 15 SEC 39 DP 758002.,1012.0,M,,GA,A,,
9,204,VALNET1,0341200000000,1902172,,420,GREAT NORTH RD,ABBOTSFORD,2046,,595000,"LOT 2 SEC    C DP 4669, LOT 1-2 SP 41229.",,,,,A,,
10,204,ARCHIVE,342100000000,,,438 - 440,GREAT NORTH RD,ABBOTSFORD,2046,,233000,"LOT 16 DP 873659, LOTS 1-8 SP 56639.",1043.6,M,,ED,A,,
11,008,VALNET1,1365500000000,219932,,19,EIGHTH ST,ADAMSTOWN,2289,,223000,LOT 8 DP 17900.,638.6,M,,,A,,
12,008,ARCHIVE,1364500000000,219922,,32,EIGHTH ST,ADAMSTOWN,2289,,160000,LOT 3 SEC M DP 2347.,,,,HB,A,,
13,204,VALNET1,0344100000000,1902210,,591,GREAT NORTH RD,ABBOTSFORD,2046,,475000,LOT 3 DP 14049.,398.4,M,,,A,,
14,204,ARCHIVE,773310000000,,,46 - 48,ST ALBANS ST,ABBOTSFORD,2046,,305000,"LOT 21 DP 5175, LOT 2 DP 201163, LOTS 1-21 SP 4501.",5337.0,M,,ED,A,,
15,001,ARCHIVE,128600000000,15876,,4,QUARRYBYLONG ST,ABERDARE,2325,,92000,LOT B DP 360670.,543.8,M,,GA,A,,
16,011,ARCHIVE,157231600000,,,19,MCLEOD ST,ABERDEEN,2336,,110000,LOT 47 DP 261048.,836.0,M,,AA,A,,
17,008,ARCHIVE,2417000000000,232942,,33,KING ST,ADAMSTOWN,2289,,150000,LOT 1 DP 742584.,556.4,M,,HB,A,,
18,204,VALNET1,0043800000000,1897502,,25,BATTERSEA ST,ABBOTSFORD,2046,,1250000,LOT 76 DP 3790.,607.0,M,,,A,,
19,005,ARCHIVE,123300219600,,,145,BUDGEREE DR,ABERGLASSLYN,2320,,45000,LOT 112 DP 880830.,805.0,M,,EL,A,,
20,214,ARCHIVE,3796200474050,2240666,,91,WILSON RD,ACACIA GARDENS,2763,,244000,LOT 1524 DP 778082 SUBJECT TO DRAINAGE EASEMENT.,624.9,M,,DS,A,,
21,008,ARCHIVE,1727000000000,224317,,492,GLEBE RD,ADAMSTOWN,2289,,195000,LOT 1 DP 620806.,696.2,M,,HB,A,,
22,008,ARCHIVE,1725200000000,224295,,574,GLEBE RD,ADAMSTOWN,2289,,153500,LOT 1-3 SP 36536.,,,,HG,A,,
23,005,VALNET1,0925011050232,192516,,168,WEBLANDS ST,ABERGLASSLYN,2320,,196000000,LOT 602 DP 830757.,1061.0,M,,,A,,
24,249,ARCHIVE,0242000000000,,,18,DENISON ST,ADAMINABY,2630,,117000,LOT 68 DP 28078.(ADAMINABY),980.0,M,,CA,A,,
25,001,ARCHIVE,0370000000000,4355,,3,CONGEWAI ST,ABERDARE,2325,,60000,LOT 3 SEC 27 DP 758002.,1012.0,M,,GA,A,,
26,001,VALNET1,0035300000000,450,,32,CONGEWAI ST,ABERDARE,2325,,38880,LOT 15 SEC 15 DP 758002.,,,,,A,,
27,001,ARCHIVE,219100000000,,,13,JOHN ST,ABERMAIN,2326,,70000,LOT 14 DP 996365.,809.3,M,,HA,A,,
28,001,ARCHIVE,132500000000,16395,,156,RAWSON ST,ABERDARE,2325,,104000,PH CESSNOCK POR 381,1012.0,M,,GA,A,,
29,220,ARCHIVE,2100831500000,2414241,,LOT 2,PENDLEBURY PL,ABBOTSBURY,0,,400000,LOT 2 DP 791764.,600.0,M,,JH,A,,
30,214,ARCHIVE,1351850500000,2182273,,17,GANNET PL,ACACIA GARDENS,2763,,328000,LOT 21 DP 849861 SUBJECT TO EASEMENT.,586.0,M,,DS,A,,
31,008,VALNET1,0526400000000,209199,,172,BRUNKER ROAD,ADAMSTOWN,2289,,87500,LOT 1-24 SP 10260.,,,,,A,,
32,005,VALNET1,0315002000000,179337,,5,GHILGAI AV,ABERGLASSLYN,2320,,42000,LOT 327 DP 840375.,610.6,M,,,A,,
33,108,ARCHIVE,201600000,,,7,ABERCROMBIE DR,ABERCROMBIE,2795,,195000,LOT 14 DP 807432.,900.0,M,,AW,A,,
34,204,VALNET1,0188000000000,1899947,,34,CURTIN AV,ABBOTSFORD,2046,,680000,LOT 90 DP 35143.,,,,,A,,
35,005,VALNET1,0423800181400,181409,,5,HONEYOAK DR,ABERGLASSLYN,2320,,55000,LOT 214 DP 1006543 SUBJECT TO DRAINAGE EASEMENT.,814.3,M,,,A,,
36,204,ARCHIVE,602900000000,,,14,MONTROSE RD,ABBOTSFORD,2046,,305000,"LOTS 22-23 SEC D DP 4669, LOTS 1-10 SP 10971.",,,,ED,A,,
37,008,ARCHIVE,1793100000000,225097,,207,GOSFORD ROAD,ADAMSTOWN,2289,,165000,LOT 2 DP 334707.,,,,HB,A,,
38,220,ARCHIVE,199211320000,,,LOT 101,BEGOVICH CR,ABBOTSBURY,2176,,450000,LOT 101 DP 717620.2.5/27.5X101.5IRR/76.5 SUBJ TOROC EASE 2.5 WIDE,1103.0,M,,JH,A,,
39,249,ARCHIVE,0535050000000,,,,PSH CADDIGAT,ADAMINABY,2630,,60000,PSH CADDIGAT LOT 10 DP 756683.,24.28,H,,RV,R,,
40,204,VALNET1,0602500000000,1906124,,6 - 8,MONTROSE RD,ABBOTSFORD,2046,,387000,"LOT 1 DP 863669, LOTS 1-10 SP 53124.",,,,,A,,
41,204,ARCHIVE,602500000000,,,6 - 8,MONTROSE RD,ABBOTSFORD,2046,,395000,"LOT 1 DP 863669, LOTS 1-10 SP 53124.",,,,ED,A,,
42,204,ARCHIVE,602500000000,,,6 - 8,MONTROSE RD,ABBOTSFORD,2046,,350000,"LOT 1 DP 863669, LOTS 1-10 SP 53124.",,,,ED,A,,
43,001,ARCHIVE,226000000000,,,76,MAITLAND ST,ABERMAIN,2326,,131500,LOT 101 DP 585622.,930.6,M,,HA,A,,
44,008,ARCHIVE,598653000000,,,6,BUXTON LANE,ADAMSTOWN,2289,,125000,LOT 10 SEC 1 DP 1406.,,,,HB,A,,
45,204,ARCHIVE,927310000000,,,12 - 16,WALTON CR,ABBOTSFORD,2046,,646000,"LOTS 27-29 SEC A DP 4669, LOT 1 DP 558542, LOTS 1-56 SP 6906.AREA EXCLUDES POR 383(VOL 2219 FOL 117) POR 385(VOL 2352 FOL 155) & WATERWAYS LEASE OF 75 SQM & 59 SQM",4091.4,M,,EH,A,,
46,214,VALNET1,2230330980000,2204070,,31,MARKHAM CT,ACACIA GARDENS,2763,,359950,LOT 511 DP 850894 SUBJECT TO DRAINAGE EASEMENT.,657.2,M,,,A,,
47,008,VALNET1,0541900000000,209402,,48,BRYANT ST,ADAMSTOWN,2289,,150000,LOT 2 DP 24837.,322.5,M,,,A,,
48,005,VALNET1,0690465060000,187332,,7,PEPPERTREE CIRC,ABERGLASSLYN,2320,,52500,LOT 254 DP 1006543.,826.5,M,,,A,,
49,005,ARCHIVE,690465040000,,,8,PEPPERTREE CIRC,ABERGLASSLYN,2320,,57750,LOT 220 DP 1006543.,820.0,M,,EL,A,,
50,001,ARCHIVE,106100000000,13134,,53,MELBOURNE ST,ABERDARE,2325,,95000,LOT 2 SEC 17 DP 758002.,1012.0,M,,GA,A,,
51,008,ARCHIVE,3359700000000,244571,,120,NORTHCOTT DR,ADAMSTOWN HEIGHTS,2289,,152000,LOT 39 DP 29469.,695.6,M,,HA,A,,
52,218,VALNET1,0707185600000,2332644,,11,OLDBURY PLACE,AIRDS,2560,,110000,LOT 8207 DP 251262. IRR9.42/29.73X31.36/31.76,614.0,M,,,A,,
53,008,ARCHIVE,3135600000000,241636,,8,MORGAN ST,ADAMSTOWN,2289,,85000,"LOT 1 SP 20464, LOT 2 SP 20464.",,,,HB,A,,
54,008,VALNET1,3222400000000,242892,,47,NARARA RD,ADAMSTOWN,2289,,140000,LOT B DP 385281.,,,,,A,,
55,008,ARCHIVE,537000000000,,,444,BRUNKER ROAD,ADAMSTOWN HEIGHTS,2289,,220000,LOT 11 DP 37925.,594.4,M,,HA,A,,
56,008,ARCHIVE,537800000000,,,462,BRUNKER ROAD,ADAMSTOWN HEIGHTS,2289,,245000,LOT 3 DP 37925.,600.7,M,,HA,A,,
57,100,VALNET1,3405001680000,1037087,,,DIAMANTINA CCT,ALBION PARK,2527,,75000,LOT 2028 DP 1014420 SUBJECT TO DRAINAGE EASEMENT.,635.6,M,,,A,,
58,100,ARCHIVE,3405021000000,1037090,,,DIAMANTINA CRCT,ALBION PARK,2527,,210000,LOT 2008 DP 1012756 SUBJECT TO DRAINAGE EASEMENT.,557.4,M,,CD,A,,
59,100,ARCHIVE,3405024000000,1037093,,,DIAMANTINA CRCT,ALBION PARK,2527,,227500,LOT 2005 DP 1012756.,635.4,M,,CD,A,,
60,008,ARCHIVE,3717700000000,248875,,22,RANDALL PDE,ADAMSTOWN HEIGHTS,2289,,180000,LOT 41 DP 30888.,562.8,M,,HA,A,,
61,072,ARCHIVE,0345000000000,,,118,TUMUT ST,ADELONG,2729,,83000,LOT 2 DP 626863.,836.0,M,,DB,A,,
62,100,VALNET1,3205019000000,1036423,,25,DAINTREE DR,ALBION PARK,2527,,230000,LOT 2602 DP 833626 SUBJECT TO DRAINAGE EASEMENT.,516.5,M,,,A,,
63,008,ARCHIVE,4234400000000,255761,,15,TERENCE ST,ADAMSTOWN HEIGHTS,2289,,160000,LOT 48 DP 203178.,556.4,M,,HA,A,,
64,008,ARCHIVE,4235100000000,255768,,29,TERENCE ST,ADAMSTOWN HEIGHTS,2289,,172000,LOT 55 DP 203178.,588.1,M,,HA,A,,
65,100,ARCHIVE,4651230400000,1039580,,,HELENA PL,ALBION PARK,2527,,88500,LOT 426 DP 1012024.,692.0,M,,CD,A,,
66,100,ARCHIVE,4651229000000,1039575,,,HELENA PL,ALBION PARK,2527,,79500,LOT 514 DP 1016311.,660.0,M,,CD,A,,
67,100,ARCHIVE,4746907099995,1039774,,102,HILLSIDE DR,ALBION PARK,2527,,166500,LOT 1005 DP 805335 TRANSMISSION LINE EASEMENT SUBJECT TO DRAINAGEEASEMENT.,785.5,M,,CD,A,,
68,218,VALNET1,0946479760000,2343992,,LOT 201,TUNGOO PL,AIRDS,2560,,123000,LOT 201 DP 740743 SUBJECT TO DRAINAGE EASEMENT. 7.1/15.8X33.31/32.1 1W,367.7,M,,,A,,
69,218,ARCHIVE,984975010000,,,1,WARRUNG RD,AIRDS,2560,,129000,LOT 12 DP 261172.,608.0,M,,AF,A,,
70,008,ARCHIVE,4220600000000,255588,,140,TERALBA ROAD,ADAMSTOWN,2289,,91000,LOT 1-8 SP 31924.,782.7,M,,HG,A,,
71,100,ARCHIVE,3205018208000,1036352,,48,DAINTREE DR,ALBION PARK,2527,,182000,LOT 1808 DP 826871 SUBJECT TO ELECTRICITY EASEMENT.,910.8,M,,CD,A,,
72,008,VALNET1,3596000000000,247441,,4,POWELL ST,ADAMSTOWN,2289,,136000,LOTS 1-4 SP 42916.,,,,,A,,
73,008,ARCHIVE,562500000000,,,44,BULKARA ST,ADAMSTOWN HEIGHTS,2289,,105000,LOT 57 DP 192712.,,,,HA,A,,
74,008,ARCHIVE,565000000000,,,5,BULKARA ST,ADAMSTOWN HEIGHTS,2289,,121500,LOT 87 DP 192712.,,,,HA,A,,
75,100,ARCHIVE,4013700000000,1038223,,12,FRASER CR,ALBION PARK,2527,,125000,LOT 99 DP 263732.,994.9,M,,CD,A,,
76,224,ARCHIVE,347020000000,,,403,CASTLEREAGH RD,AGNES BANKS,2753,,477000,LOT 22 DP 748576.SUBJ TO VARIOUS ESMTS,3890.0,M,,RF,R,,
77,224,ARCHIVE,330900200000,,,545,CASTLEREAGH RD,AGNES BANKS,2753,,568000,LOT 2 DP 74689.,1.65,H,,RF,R,,
78,100,VALNET1,2572800000000,1034582,,15,CAWDELL DR,ALBION PARK,2527,,180900,LOT 8 DP 261974.,576.0,M,,,A,,
79,100,ARCHIVE,3824003920000,1037826,,,FIELDS DR,ALBION PARK,2527,,183500,LOT 3406 DP 875294 SUBJECT TO DRAINAGE EASEMENT.,450.8,M,,CD,A,,
80,100,ARCHIVE,3930005500000,1038049,,,FLEET CR,ALBION PARK,2527,,126000,LOT 3664 DP 1013695 SUBJECT TO DRAINAGE EASEMENT.,1582.0,M,,CR,A,,
81,100,ARCHIVE,4145024000000,1038423,,,GEAR CCT,ALBION PARK,2527,,238000,LOT 3323 DP 881205.,615.0,M,,CD,A,,
82,100,VALNET1,4145010000000,1038407,,,GEAR CCT,ALBION PARK,2527,,284950,LOT 3309 DP 881205.,546.8,M,,,A,,
83,008,VALNET1,0487900000000,208754,,3,BROWN ST,ADAMSTOWN,2289,,220000,LOT B DP 358771.,,,,,A,,
84,008,VALNET1,4228200000000,255686,,73,TERALBA ROAD,ADAMSTOWN,2289,,182500,LOT 2 DP 100026.,,,,,A,,
85,008,VALNET1,4217700000000,255553,,78,TERALBA ROAD,ADAMSTOWN,2289,,120000,LOT 1-6 SP 35491.,1361.52,M,,,A,,
86,008,ARCHIVE,4217700000000,255553,,78,TERALBA ROAD,ADAMSTOWN,2289,,117000,LOT 1-6 SP 35491.,1361.52,M,,HG,A,,
87,224,ARCHIVE,346700000000,,,R30,CASTLEREAGH RD,AGNES BANKS (PENRITH),2750,,365000,LOT 2 DP 528257.,2.243,H,,RF,R,,
88,100,VALNET1,2312298280000,1034005,,114 - 116,BURDEKIN DR,ALBION PARK,2527,,165000,"LOT 3029 DP 856645 SUBJECT TO ELECTRICITY EASEMENT, LOTS 1-6 SP 59053.",1846.0,M,,,A,,
89,100,ARCHIVE,2315400000000,1034071,,3,BURDEKIN DR,ALBION PARK,2527,,159500,LOT 1364 DP 809370 SUBJECT TO DRAINAGE EASEMENT.,649.1,M,,CD,A,,
90,100,ARCHIVE,3205018223100,1036380,,82 - 88,DAINTREE DR,ALBION PARK,2527,,122000,"LOT 1 DP 847014 SUBJECT TO DRAINAGE EASEMENT, LOTS 1-15 SP 50015.",3598.0,M,,EL,A,,
91,100,ARCHIVE,4746907109000,1039788,,74,HILLSIDE DR,ALBION PARK,2527,,168000,LOT 13 DP 249293.,562.0,M,,CJ,A,,
92,100,ARCHIVE,2618500000000,1034722,,20,CENTENARY RD,ALBION PARK,2527,,157000,LOT 11 DP 206248.15.57/25.22X57.43/74.24 SUBJ TO 4.57 E,746.1,M,,CJ,A,,
93,100,ARCHIVE,3476618000000,1037217,,12,DUDGEON ST,ALBION PARK,2527,,195000,LOT 89 DP 713781.ARC 13.95/34.42IRRX33.29/42.01,910.6,M,,CD,A,,
94,008,ARCHIVE,1344154000000,219697,,15,EDISON ST,ADAMSTOWN HEIGHTS,2289,,290000,LOT 6 DP 253858.,608.6,M,,HA,A,,
95,100,ARCHIVE,1497200000000,1031824,,6,BADGERY ST,ALBION PARK,2527,,126500,"LOT 41 DP 262341, LOTS 1-2 SP 32135.",556.4,M,,CD,A,,
96,004,ARCHIVE,1604136000000,121512,,8,ELTON CL,ADAMSTOWN HEIGHTS,2289,,290000,LOT 70 DP 261260.,623.0,M,,EF,A,,
97,100,VALNET1,2867682900000,1035504,,,COLLIE WY,ALBION PARK,2527,,78000,LOT 512 DP 1016311.,612.0,M,,,A,,
98,008,ARCHIVE,2668100000000,235943,,146,LOCKYER STREET,ADAMSTOWN,2289,,200000,LOT A DP 406309.,,,,HB,A,,
99,008,ARCHIVE,3094700000000,241217,,15,MOIRA ST,ADAMSTOWN,2289,,150000,LOT 1 DP 136242.,505.9,M,,HB,A,,
100,008,VALNET1,4676400000000,261330,,22,WOOD ST,ADAMSTOWN,2289,,179000,"LOT 1 SP 44493, LOT 2 SP 44493.",,,,,A,,
101,008,ARCHIVE,4674300000000,261305,,61,WOOD ST,ADAMSTOWN,2289,,168000,LOTS 1-4 SP 46159.,,,,HG,A,,
102,100,VALNET1,5173010000000,1040769,,,KALGAN WY,ALBION PARK,2527,,69000,LOT 448 DP 1012024.,562.7,M,,,A,,
103,100,VALNET1,5232010000000,1040872,,,KATHERINE ST,ALBION PARK,2527,,275000,LOT 241 DP 863913 SUBJECT TO DRAINAGE EASEMENT.,648.1,M,,,A,,
104,100,ARCHIVE,5232011000000,1040873,,,KATHERINE ST,ALBION PARK,2527,,253000,LOT 240 DP 863913 SUBJECT TO DRAINAGE EASEMENT.,608.7,M,,CD,A,,
105,100,ARCHIVE,3248013000000,1036617,,,DARLING MILLS RD,ALBION PARK,2527,,246000,LOT 320 DP 1001201.,600.4,M,,CD,A,,
106,100,VALNET1,3300007000000,1036722,,16,DAWSON PL,ALBION PARK,2527,,244000,LOT 1856 DP 826873.,646.7,M,,,A,,
107,008,VALNET1,3616300000000,247728,,46,PRINCETON AV,ADAMSTOWN HEIGHTS,2289,,249950,LOT 153 DP 232383.,594.4,M,,,A,,
108,008,ARCHIVE,3616610000000,247748,,86,PRINCETON AV,ADAMSTOWN HEIGHTS,2289,,229950,LOT 109 DP 236878.,575.4,M,,HA,A,,
109,100,ARCHIVE,2670055000000,1034976,,30,CHARLOTTE CR,ALBION PARK,2527,,163000,LOT 309 DP 786108.SUB TO D/E,506.5,M,,CD,A,,
110,100,VALNET1,3648004000000,1037537,,,ELLENBROOK WY,ALBION PARK,2527,,179550,LOT 436 DP 1012024.,45.0,M,,,A,,
111,100,ARCHIVE,3648001000000,1037534,,,ELLENBROOK WY,ALBION PARK,2527,,77000,LOT 433 DP 1012024.,,,,CD,A,,
112,100,ARCHIVE,3648020000000,1037550,,,ELLENBROOK WY,ALBION PARK,2527,,68000,LOT 442 DP 1012024.,492.0,M,,CD,A,,
113,100,ARCHIVE,3648008500000,1037546,,,ELLENBROOK WY,ALBION PARK,2527,,75000,LOT 4459 DP 1017493.,450.0,M,,CD,A,,
114,100,VALNET1,4370016000000,1039025,,,GREY ST,ALBION PARK,2527,,85000,LOT 3617 DP 1013695.,650.1,M,,,A,,
115,100,ARCHIVE,4370014000000,1039023,,,GREY ST,ALBION PARK,2527,,825000,LOT 3615 DP 1013695.,623.3,M,,CD,A,,
116,100,ARCHIVE,4370003000000,1039012,,,GREY ST,ALBION PARK,2527,,81500,LOT 3604 DP 1013695 SUBJECT TO DRAINAGE EASEMENT.,600.0,M,,CD,A,,
117,100,VALNET1,1545300000000,1032050,,13,BARCOO CRCT,ALBION PARK,2527,,189500,LOT 1337 DP 809370 SUBJECT TO DRAINAGE EASEMENT.,624.3,M,,,A,,
118,100,ARCHIVE,1544800000000,1032045,,23,BARCOO CRCT,ALBION PARK,2527,,242000,LOT 1332 DP 809370 SUBJECT TO DRAINAGE EASEMENT SUBJECT TO ROW.,967.0,M,,CD,A,,
119,008,ARCHIVE,139900000000,220362,,31,ASHBURY ST,ADAMSTOWN HEIGHTS,2289,,260000,LOT 75 DP 223284 SUBJECT TO DRAINAGE EASEMENT.,1031.0,M,,HA,A,,
120,050,ARCHIVE,136700000000,,,1003,CORELLA,ALBURY,2640,,74000,LOT 57 DP 36535.,,,,AJ,A,,
121,100,VALNET1,8630024000000,1050240,,,THE BILLABONG,ALBION PARK,2527,,86000,LOT 2034 DP 1014421.,625.0,M,,,A,,
122,100,ARCHIVE,6820600000000,1044605,,27,NOBLE RD,ALBION PARK,2527,,148000,LOT 135 DP 248463.ARC 17.02/12X39.62/41.14,584.7,M,,CC,A,,
123,100,ARCHIVE,7827375000000,1047827,,7,ROPER RD,ALBION PARK,2527,,257500,LOT 1662 DP 816344.,635.4,M,,CD,A,,
124,100,ARCHIVE,7952500000000,1047960,,2,RUSSELL ST,ALBION PARK,2527,,140000,"LOT 4 DP 789859, LOT 1-2 SP 35222.",391.2,M,,CJ,A,,
125,100,ARCHIVE,8032500800000,1048319,,,SHANNON DR,ALBION PARK,2527,,79000,LOT 515 DP 1016311.,622.0,M,,CD,A,,
126,100,VALNET1,8032519900000,1048329,,,SHANNON DR,ALBION PARK,2527,,78500,LOT 522 DP 1016311.,559.1,M,,,A,,
127,100,ARCHIVE,8032519300000,1048323,,,SHANNON DR,ALBION PARK,2527,,89000,LOT 528 DP 1016311.,621.5,M,,CD,A,,
128,100,ARCHIVE,8032500100000,1048312,,,SHANNON DR,ALBION PARK,2527,,9300000,LOT 430 DP 1012024.,789.8,M,,CD,A,,
129,100,VALNET1,8142100000000,1048917,,28,SIMPSON PDE,ALBION PARK,2527,,163000,LOT 49 DP 206248.,803.0,M,,,A,,
130,100,ARCHIVE,9386700000000,1052437,,12,WERRANG ST,ALBION PARK,2527,,107000,"LOT 10 SEC D DP 11034, LOTS 1-3 SP 35232.",999.1,M,,EL,A,,
131,100,VALNET1,9387560000000,1052454,,6,WESTON ST,ALBION PARK,2527,,175000,LOT 2838 DP 854367 SUBJECT TO DRAINAGE EASEMENT.,467.1,M,,,A,,
132,100,ARCHIVE,1645019635000,1032464,,54 - 56,BATEMAN AV,ALBION PARK RAIL,2527,,134500,"LOTS 115-116 DP 825202 EASEMENT(S), LOTS 1-6 SP 46774.",1530.3,M,,EL,A,,
133,100,ARCHIVE,8975700000000,1051679,,13,TUROSS ST,ALBION PARK,2527,,174000,LOT 2505 DP 831671 TRANSMISSION LINE EASEMENT SUBJECT TO DRAINAGEEASEMENT.,595.0,M,,CD,A,,
134,050,ARCHIVE,0394000000000,493767,,1063,BARDIA,ALBURY,2640,,75000,LOT 103 DP 38111.,,,,AJ,A,,
135,100,ARCHIVE,7081005150000,1045325,,11,PALMAE PL,ALBION PARK RAIL,2527,,145000,LOT 808 DP 814995.,558.1,M,,CA,A,,
136,100,VALNET1,7081119000000,1045396,,17,PAPERBARK ST,ALBION PARK RAIL,2527,,170000,LOT 829 DP 814995 SUBJECT TO DRAINAGE EASEMENT.,573.5,M,,,A,,
137,100,ARCHIVE,3790014000000,1037748,,6,FEATHERWOOD PL,ALBION PARK RAIL,2527,,172000,LOT 406 DP 776473.,599.4,M,,CA,A,,
138,100,ARCHIVE,8240014800000,1049319,,,SPRINGWOOD ST,ALBION PARK,2527,,84500,LOT 610 DP 1017497.,540.0,M,,,,,
139,100,VALNET1,8240014400000,1049315,,,SPRINGWOOD ST,ALBION PARK,2527,,72500,LOT 603 DP 1017497 SUBJECT TO RIGHT OF ACCESS SUBJECT TO DRAINAGE EASEMENT.,514.0,M,,,,,
140,100,ARCHIVE,8240014300000,1049314,,,SPRINGWOOD ST,ALBION PARK,2527,,83000,LOT 604 DP 1017497.,628.7,M,,,,,
141,100,VALNET1,8240011000000,1049308,,,SPRINGWOOD ST,ALBION PARK,2527,,88000,LOT 613 DP 1017497.,610.5,M,,,,,
142,100,ARCHIVE,8240014600000,1049317,,,SPRINGWOOD ST,ALBION PARK,2527,,80500,LOT 601 DP 1017497 SUBJECT TO DRAINAGE EASEMENT SUBJECT TO RIGHT OFACCESS.,656.0,M,,CD,A,,
143,100,ARCHIVE,8240012000000,1049309,,,SPRINGWOOD ST,ALBION PARK,2527,,87000,LOT 612 DP 1017497.,572.0,M,,CD,A,,
144,100,VALNET1,3345060000000,1036875,,6,DECORA PL,ALBION PARK RAIL,2527,,243000,LOT 708 DP 791426.,582.1,M,,,A,,
145,100,ARCHIVE,3655700000000,1037598,,30,ELM STREET,ALBION PARK RAIL,2527,,190000,LOT 219 DP 242483.,562.8,M,,CA,A,,
146,100,VALNET1,3790001000000,1037735,,1,FEATHERWOOD PL,ALBION PARK RAIL,2527,,202500,LOT 422 DP 776473.,744.5,M,,,A,,
147,100,ARCHIVE,7313100000000,1046163,,34,POLOCK CR,ALBION PARK,2527,,155000,LOT 30 DP 253407.585.6,585.6,M,,CJ,A,,
148,100,VALNET1,7311700000000,1046149,,6,POLOCK CR,ALBION PARK,2527,,180000,LOT 16 DP 253407. 16.5X36.55/36.56 603.3 SQM,603.3,M,,,A,,
149,100,VALNET1,7296807000000,1046128,,14,PLEASANT VIEW CL,ALBION PARK,2527,,250000,LOT 20 DP 875247 SUBJECT TO RIGHT OF CARRIAGEWAY SUBJECT TO DRAINAGE EASEMENT.,1329.0,M,,,A,,
150,100,ARCHIVE,9265001300000,1052117,,,WARREGO ST,ALBION PARK,2527,,225000,LOT 2009 DP 1012756.,642.0,M,,CD,A,,
151,100,ARCHIVE,1044500000000,1031064,,30,ACACIA AVENUE,ALBION PARK RAIL,2527,,163000,LOT 390 DP 245087.,559.0,M,,CA,A,,
152,100,VALNET1,1456800000000,1031712,,44,ASH AV,ALBION PARK RAIL,2527,,128000,LOT 35 DP 236447.,556.4,M,,,A,,
153,050,ARCHIVE,0145300000000,488154,,148,ALEXANDRA,ALBURY,2640,,45000,"LOT 9 DP 252413, LOTS 1-4 SP 14653.",1091.0,M,,BE,A,,
154,100,ARCHIVE,4958700000000,1040294,,12,IRON BARK AV,ALBION PARK RAIL,2527,,165000,LOT 259 DP 243703.,575.4,M,,CA,A,,
155,100,ARCHIVE,2225050000000,1033801,,8,BROWNLEE PL,ALBION PARK RAIL,2527,,138000,"LOT 49 DP 815168, LOTS 1-3 SP 45240.",1135.0,M,,EL,A,,
156,100,ARCHIVE,8530600000000,1049812,,9,TALLOWOOD ST,ALBION PARK,2527,,179000,LOT 12 DP 244483.,557.4,M,,CJ,A,,
157,100,ARCHIVE,7475000000000,1046721,,2,PROPANE ST,ALBION PARK,2527,,197000,LOT 3 DP 204098.,575.4,M,,CJ,A,,
158,100,VALNET1,8879600000000,1051182,,73,TONGARRA RD,ALBION PARK RAIL,2527,,133000,LOT 587 DP 246171.,,,,,A,,
159,100,ARCHIVE,7790700000000,1047713,,58,ROBYN RD,ALBION PARK RAIL,2527,,125000,LOT 80 DP 213767.,581.7,M,,CQ,A,,
160,100,VALNET1,8885110000000,1051252,,189,TONGARRA RD,ALBION PARK,2527,,130000,"LOT 1 DP 789925, LOT 1-6 SP 41360.",2108.0,M,,,A,,
161,050,VALNET1,0105000000000,486985,,989,CALIMO ST,ALBURY,2640,,59000,LOT 174 DP 36858.,695.6,M,,,A,,
162,100,ARCHIVE,9692410000000,1052968,,,WOOLLYBUTT DR,ALBION PARK RAIL,2527,,250000,LOT 499 DP 774663.,6767.0,M,,JH,X,,
163,100,ARCHIVE,8885200000000,1051260,,191,TONGARRA RD,ALBION PARK,2527,,129550,LOT 3 DP 558949_(BEING LOTS 1/3 SP 35771),1147.0,M,,CJ,A,,
