,district_code,source,valuation_num,property_id,unit_number,house_number,street_name,suburb_name,postcode,contract_date,purchase_price,land_description,area,area_type,dimensions,comp_code,zone_code,vendor_name,purchaser_name
4434,152,VALNET1,0276450800000,1700286,,15,DIANNE CL,COFFS HARBOUR,2450,,138000,LOT 21 DP 253739.,1044.0,M,,,A,,
4435,152,VALNET1,0202772931000,1696387,,16,DIGGERS BEACH RD,COFFS HARBOUR,2450,,70000,LOT 334 DP 1005372 SUBJECT TO PIPELINE EASEMENT.,7.0,M,,,A,,
4436,152,ARCHIVE,289390000000,,,20,FITZGERALD ST,COFFS HARBOUR,2450,,99500,"LOT 251 DP 802504, LOTS 1-6 SP 63452.",1067.0,M,,KC,A,,
4437,152,VALNET1,0289320000000,1700911,,22,FITZGERALD ST,COFFS HARBOUR,2450,,71000,"LOT 24 SEC A DP 17053, LOTS 1-5 SP 60998.",1119.0,M,,,A,,
4438,069,ARCHIVE,0131130100000,,,,BENCUBBIN AV,COLEAMBALLY,2707,,2800,LOT 392 DP 702843.,4484.0,M,,CA,Z,,
4439,069,ARCHIVE,0171000000000,,,29,BROLGA PL,COLEAMBALLY,2707,,3300,LOT 111 DP 236144.,183.4,M,,BA,Z,,
4440,152,ARCHIVE,385300000000,,,10,MARJORIE ST,COFFS HARBOUR,2450,,110000,LOT 10 SEC 91 DP 202249.,670.2,M,,AA,A,,
4441,152,ARCHIVE,357211210000,,,48,JAMES SMALL DR,COFFS HARBOUR,2450,,177900,LOT 45 DP 832795 EASEMENT(S).,574.5,M,,HB,A,,
4442,152,ARCHIVE,386560500000,,,11,MASONARY RD,COFFS HARBOUR,2450,,126000,LOT 17 DP 261813 SUBJECT TO DRAINAGE EASEMENT.,723.5,M,,AF,A,,
4443,152,VALNET1,0254402500000,1699144,,46,BRODIE DR,COFFS HARBOUR,2450,,124000,"LOT 31 DP 714354, LOTS 1-3 SP 30911.",1176.0,M,,,A,,
4444,152,ARCHIVE,254407460000,,,75,BRODIE DR,COFFS HARBOUR,2450,,121000,LOT 16 DP 43860 BEING LOTS 1/2 SP 22850,96590.0,M,,AJ,A,,
4445,152,ARCHIVE,393100000000,,,65,MILDURA ST,COFFS HARBOUR,2450,,182000,PH COFF POR 369 20.12X50.14 TOWN OF COFFSHARBOUR,,,,KA,A,,
4446,091,ARCHIVE,3369510000000,934549,,1135 - 1141,PITTWATER RD,COLLAROY,2097,,430000,"LOT 789 DP 862200, LOTS 1-25 SP 55636.",1275.0,M,,CG,B,,
4447,224,ARCHIVE,1497132600000,2574220,,54,REBECCA ST,COLYTON,2760,,192000,LOT 20 DP 241635.,626.0,M,,AC,A,,
4448,091,VALNET1,3299300000000,934075,,1150,PITTWATER RD,COLLAROY,2097,,600000,"LOT 1 SEC 14 DP 7417, PART LOT 2 SEC 14 DP 7417, LOTS 1-14 SP 2949.",,,,,A,,
4449,091,VALNET1,3597000000000,937013,,4,RAMSAY ST,COLLAROY,2097,,280000,"LOTS 9-10 SEC 11 DP 8088, LOTS 1-20 SP 7099.",1858.0,M,,,A,,
4450,152,VALNET1,0411442700000,1705160,,30,ONEILL ST,COFFS HARBOUR,2450,,158000,LOT 92 DP 718034 SUBJECT TO DRAINAGE EASEMENT.,931.7,M,,,A,,
4451,152,ARCHIVE,447009000000,,,81,PRINCE JAMES AV,COFFS HARBOUR,2450,,168000,LOT 88 DP 241695.,878.9,M,,AC,A,,
4452,152,ARCHIVE,441600000000,,,16,PRINCE ST,COFFS HARBOUR,2450,,545000,LOT 2 DP 544303.,1827.0,M,,KC,A,,
4453,152,ARCHIVE,448000000000,,,42,PRINCE JAMES AV,COFFS HARBOUR,2450,,70000,LOT 24 DP 31159 16.76X47.88 TOWN OFCOFFS HARBOUR,796.7,M,,AA,A,,
4454,152,VALNET1,0469800000000,1707524,,79,VICTORIA ST,COFFS HARBOUR,2450,,65000,LOTS A & B PT LOT 22 SEC 70 BEING LOTS 1/22 SP 12087,,,,,A,,
4455,152,VALNET1,0480508300000,1707808,,23,WENTWORTH AV,COFFS HARBOUR,2450,,150000,LOT 12 DP 241959 TOWN OF COFFS HARBOUR65'/65'4'9/154'5,,,,,A,,
4456,152,VALNET1,0479500000000,1707713,,7,VINCENT ST,COFFS HARBOUR,2450,,46000,"LOT 12 SEC A DP 17053, LOTS 1-7 SP 57408.",1094.0,M,,,A,,
4457,091,ARCHIVE,974811100000,,,1 - 5,COLLAROY ST,COLLAROY,2097,,388000,"LOT 2 DP 859613 SUBJECT TO DRAINAGE EASEMENT SUBJECT TO RIGHT OFCARRIAGEWAY, LOTS 1-51 SP 58961.",2161.0,M,,CG,B,,
4458,091,ARCHIVE,1141000000000,908382,,11,CUMBERLAND AV,COLLAROY,2097,,495000,LOT 20 SEC 1 DP 10649 SUBJECT TO RIGHT OF CARRIAGEWAY SUBJECT TODRAINAGE EASEMENT.,,,,FJ,A,,
4459,152,VALNET1,0412031000000,2781143,,,ORLANDO ST,COFFS HARBOUR,2450,,230000,LOT 4 DP 586754.,941.5,M,,,,,
4460,091,ARCHIVE,974510000000,,,7 - 11,COLLAROY ST,COLLAROY,2097,,385000,"LOT 90 DP 867111, LOTS 1-36 SP 57694.",1.955,M,,CG,B,,
4461,091,VALNET1,3995800000000,941163,,6,STUART ST,COLLAROY,2097,,290000,"LOT 10 SEC 12 DP 6387, LOTS 1-10 SP 11796.",,,,,A,,
4462,091,VALNET1,3998000000000,941322,,9 - 11,STUART ST,COLLAROY,2097,,256000,"LOTS 14-15 SEC 15 DP 7224, LOTS 1-19 SP 6029.",,,,,A,,
4463,139,VALNET1,0005400000000,1447676,,16,ADDISON AV,CONCORD,2137,,650000,LOT 8 DP 6827.,,,,,A,,
4464,091,ARCHIVE,3996200000000,941204,,14 - 16,STUART ST,COLLAROY,2097,,280000,"LOT A,B DP 102091, LOT 2-20 SP 7513.",,,,GA,A,,
4465,091,ARCHIVE,3997700000000,941305,,15,STUART ST,COLLAROY,2097,,267000,"LOT 17 SEC 15 DP 7224, LOTS 1-15 SP 4695.",795.8,M,,GA,A,,
4466,152,VALNET1,0447003000000,1706191,,69,PRINCE JAMES AV,COFFS HARBOUR,2450,,106000,LOT 94 DP 241695.,822.0,M,,,A,,
4467,139,ARCHIVE,142500000000,,,39,CARRINGTON ST,CONCORD,2137,,408500,LOT A DP 322157.,316.2,M,,ES,A,,
4468,139,ARCHIVE,153000000000,,,2,CAVENDISH ST,CONCORD,2137,,359000,LOT 52 DP 72926.,,,,EC,A,,
4469,152,VALNET1,0464810905220,1707049,,,SUFFOLK CL,COFFS HARBOUR,2450,,137000,LOT 2 DP 851339 SUBJECT TO DRAINAGE EASEMENT SUBJECT TO RIGHT OF CARRIAGEWAY.,856.4,M,,,A,,
4470,152,ARCHIVE,431600488000,,,26,PEARCE DR,COFFS HARBOUR,2450,,165000,LOT 23 DP 706349 TOWN OF COFFS HARBOUR,703.2,M,,BF,A,,
4471,152,ARCHIVE,431600421000,,,51,PEARCE DR,COFFS HARBOUR,2450,,205500,LOT 4 DP 810908.,727.0,M,,BF,A,,
4472,219,VALNET1,0502100000000,2369991,,LT 361,WATTLE ST,COLO,2756,,300000,LOT 361 DP 210302 SUBJECT TO DRAINAGE EASEMENT.,600.7,M,,,P,,
4473,091,ARCHIVE,2023900000000,918680,,40,IDALINE ST,COLLAROY,2097,,435000,LOT 31 SEC M DP 33000.,,,,EG,A,,
4474,152,ARCHIVE,203610196660,,,,TIMBERTOPS DR,COFFS HARBOUR,2450,,335000,LOT 44 DP 874038.,833.6,M,,AL,A,,
4475,152,VALNET1,0461418100000,1706793,,19 - 21,SAN FRANCISCO AV,COFFS HARBOUR,2450,,92000,"LOT 1 DP 775825, LOTS 1-5 SP 33915.",1672.0,M,,,A,,
4476,152,ARCHIVE,461414000000,,,31,SAN FRANCISCO AV,COFFS HARBOUR,2450,,195000,LOT 107 DP 240342.,809.4,M,,KC,A,,
4477,091,ARCHIVE,3293910000000,933902,,1000 - 1008,PITTWATER RD,COLLAROY,2097,,575000,"LOT 1 DP 1009789, LOTS 1-43 SP 61738.",3484.0,M,,EK,A,,
4478,091,ARCHIVE,3293910000000,933902,,1000 - 1008,PITTWATER RD,COLLAROY,2097,,545000,"LOT 1 DP 1009789, LOTS 1-43 SP 61738.",3484.0,M,,EK,A,,
4479,091,ARCHIVE,0601000000000,901837,,27,ALEXANDER ST,COLLAROY,2097,,940000,LOT 21 DP 11374.,,,,FT,A,,
4480,091,ARCHIVE,3366000000000,934476,,1227,PITTWATER RD,COLLAROY,2097,,600000,LOT A DP 389087.,448.9,M,,GM,A,,
4481,091,VALNET1,0949800000000,905905,,23,CLAUDARE ST,COLLAROY PLATEAU,2098,,482000,LOT 17 SEC Q DP 33000.,,,,,A,,
4482,091,ARCHIVE,3434500000000,935099,,15,PLATEAU RD,COLLAROY,2097,,773000,LOT 47 DP 212835.,714.5,M,,EG,A,,
4483,139,VALNET1,0171500000000,1450102,,25,COLES ST,CONCORD,2137,,468000,LOT 26 DP 8664.,,,,,A,,
4484,152,VALNET1,0464813545000,1707100,,,TALOUMBIE RD,COFFS HARBOUR,2450,,85000,"LOT 1 DP 1017256, LOTS 1-51 SP 63990.",735.0,M,,,A,,
4485,152,ARCHIVE,464813545000,,,,TALOUMBIE RD,COFFS HARBOUR,2450,,850000,"LOT 1 DP 1017256, LOTS 1-51 SP 63990.",7350.0,M,,BJ,A,,
4486,152,ARCHIVE,464813545000,,,,TALOUMBIE RD,COFFS HARBOUR,2450,,85000,"LOT 1 DP 1017256, LOTS 1-51 SP 63990.",7350.0,M,,BJ,A,,
4487,152,ARCHIVE,431600858000,,,4,PETERSON RD,COFFS HARBOUR,2450,,205000,LOT 1 DP 255791.,790.5,M,,AE,A,,
4488,152,ARCHIVE,431600804000,,,5,PETERSON RD,COFFS HARBOUR,2450,,145000,LOT 19 DP 255791 SUBJECT TO DRAINAGE EASEMENT.,734.8,M,,AE,A,,
4489,152,ARCHIVE,466150040000,,,12,VERA DR,COFFS HARBOUR,2450,,188000,LOT 11 DP 259444.,702.0,M,,AB,A,,
4490,102,ARCHIVE,0879580000000,,,23,BANKSIA ST,COLO VALE,2575,,33000,LOT 25 SEC 2 DP 2389.,752.5,M,,CA,Z,,
4491,091,VALNET1,2124000000000,919425,,13,JENKINS ST,COLLAROY,2097,,379000,"LOTS 3,24 DP 558197, LOTS 13-29 SP 37330.",,,,,A,,
4492,091,VALNET1,2125200000000,919531,,14,JENKINS ST,COLLAROY,2097,,275000,"LOTS 1-3 DP 203439, LOTS 1-17 SP 752.",1088.0,M,,,A,,
4493,091,ARCHIVE,2125200000000,919531,,14,JENKINS ST,COLLAROY,2097,,174500,"LOTS 1-3 DP 203439, LOTS 1-17 SP 752.",1088.0,M,,FT,A,,
4494,103,ARCHIVE,4011320000000,1189559,,,SQUIRES CR,COLEDALE,2515,,370000,LOT 1 DP 863907 SUBJECT TO RIGHT OF CARRIAGEWAY SUBJECT TO DRAINAGEEASEMENT.,538.0,M,,EM,A,,
4495,224,ARCHIVE,1412700000000,2571057,,10,PARKIN RD,COLYTON,2760,,110000,LOT 21 DP 28263.,695.6,M,,AC,A,,
4496,152,ARCHIVE,461400600000,,,,SANDS ST,COFFS HARBOUR,2450,,90000,LOT 42 DP 701125 18X39.2/39.11 CITY OF COFFS HARBOUR,704.8,M,,AF,A,,
4497,091,VALNET1,3298200000000,934034,,1120 - 1122,PITTWATER RD,COLLAROY,2097,,260000,"LOT 1 DP 220059, LOTS 1-27 SP 677, LOTS 28-29 SP 45104.",2662.0,M,,,A,,
4498,091,ARCHIVE,3596700000000,936973,,1 - 3,RAMSAY ST,COLLAROY,2097,,307000,"LOT C DP 371822, PART LOT 1-5 DP 371822, LOT 1-38 SP 8591.LOT 1 ETC",,,,GA,A,,
4499,091,ARCHIVE,1337400000000,911259,,13,EDGECLIFFE BVD,COLLAROY PLATEAU,2097,,940000,LOT 15 DP 438628.,392.0,M,,FA,A,,
4500,152,ARCHIVE,464825100000,,,54,THOMPSON'S RD,COFFS HARBOUR,2450,,205000,LOT 26 DP 242341.,727.2,M,,AH,A,,
4501,152,VALNET1,0464832030000,1707300,,,TIFFANY CL,COFFS HARBOUR,2450,,177500,LOT 40 DP 865042.,746.0,M,,,A,,
4502,102,VALNET1,0087945000000,1107116,,65,BANKSIA ST,COLO VALE,2575,,230000,LOT 12 SEC 1 DP 2389.,,,,,Z,,
4503,102,ARCHIVE,0985004000000,,,7,BEECH ST,COLO VALE,2575,,285000,LOT 17 SEC 7 DP 2389.,3857.0,M,,CB,A,,
4504,102,VALNET1,0292400000000,1110382,,13,COLO RD,COLO VALE,2575,,178000,LOT 27 SEC 5 DP 2389.,771.4,M,,,Z,,
4505,091,ARCHIVE,2124601000000,919499,,24,JENKINS ST,COLLAROY,2097,,239000,"LOT 101 DP 532421 SUBJECT TO DRAINAGE EASEMENT, LOTS 1-12 SP 12404.",701.9,M,,FT,A,,
4506,091,ARCHIVE,2124601000000,919499,,24,JENKINS ST,COLLAROY,2097,,224000,"LOT 101 DP 532421 SUBJECT TO DRAINAGE EASEMENT, LOTS 1-12 SP 12404.",701.9,M,,FT,A,,
4507,244,VALNET1,0320300000000,2649727,,22 - 24,MAHONGA ST,CONDOBOLIN,2877,,65000,LOT 2 DP 528077.,,,,,Z,,
4508,224,ARCHIVE,496891000000,,,8,DENNIS ST,COLYTON,2760,,208500,LOT 149 DP 243735.IRR/16.76X38.40/28.04,714.5,M,,AC,A,,
4509,224,ARCHIVE,518300000000,,,35,DESBOROUGH RD,COLYTON,2760,,205000,LOT 25 DP 216087.,,,,AC,A,,
4510,224,ARCHIVE,1009770000000,2559050,,42,KIPLING DR,COLYTON,2760,,188500,LOT 161 DP 243735 SUBJECT TO DRAINAGE EASEMENT.20.12/20.26X35.66/33.02,689.2,M,,AC,A,,
4511,136,ARCHIVE,1238900000000,1343167,,4,DALTON AV,CONDELL PARK,2200,,320000,LOT 107 DP 222484.,556.4,M,,ZY,A,,
4512,144,ARCHIVE,1954200000000,1594934,,22,INELGAH RD,COMO,2226,,310000,LOT 89 DP 8106.,676.6,M,,CN,A,,
4513,144,VALNET1,2661300000000,1608684,,109,MULYAN ST,COMO,2226,,374250,LOT 21 DP 11301.,565.8,M,,,A,,
4514,139,ARCHIVE,0870000000000,,,91,BROUGHTON ST,CONCORD,2137,,530000,LOT 6 DP 9089.,,,,ES,A,,
4515,139,VALNET1,0114945000000,1448894,,245D,BURWOOD RD,CONCORD,2137,,485000,LOT 5 DP 285392 EASEMENT(S).,221.0,M,,,A,,
4516,139,VALNET1,0635400000000,1455648,,35,PATTERSON ST,CONCORD,2137,,482000,LOT 4 DP 18389.,,,,,A,,
4517,091,ARCHIVE,1821100000000,916434,,45,HALL AV,COLLAROY PLATEAU,2098,,475000,LOT 7 DP 11733.,,,,EG,A,,
4518,091,ARCHIVE,4311600000000,944606,,73,VETERANS PD,COLLAROY PLATEAU,2098,,312500,LOT 10 SEC T DP 33000.,,,,EG,A,,
4519,091,VALNET1,4307000000000,944559,,80,VETERANS PD,COLLAROY PLATEAU,2098,,4150000,LOT 25 DP 9720.,,,,,A,,
4520,031,ARCHIVE,0283000000000,,,,VILLAGE COLLECTOR,COLLECTOR,2581,,124000,LOT 10 DP 830656.,4047.0,M,,ZB,Z,,
4521,031,ARCHIVE,0295500000000,,,,VILLAGE COLLECTOR,COLLECTOR,2581,,25500,LOT 24 DP 789632.,2540.0,M,,ZB,Z,,
4522,136,ARCHIVE,3096900000000,1366087,,3,MITCHELL ST,CONDELL PARK,2200,,426500,LOT 25 DP 219111.,828.3,M,,ZY,A,,
4523,053,VALNET1,0074079670000,511100,,,OFF CONARGO RD,CONARGO,2710,,50000,LOT 8 DP 285499.,9398.0,M,,,R,,
4524,244,ARCHIVE,337000000000,,,17,MILLER ST,CONDOBOLIN,2877,,63000,LOT 14 SEC P DP 7772.,,,,CC,Z,,
4525,139,VALNET1,0100600000000,1448676,,15,BURTON ST,CONCORD,2137,,188500,"LOT 2 DP 527021, LOTS 1-23 SP 3104.",1796.0,M,,,A,,
4526,139,ARCHIVE,0996100000000,,,2 - 4,BURTON ST,CONCORD,2137,,410000,"LOT 100 DP 881112, LOTS 1-7 SP 58094.",1525.0,M,,ED,A,,
4527,139,ARCHIVE,101000000000,,,21,BURTON ST,CONCORD,2137,,273000,"LOTS 28-29 DP 2931, LOTS 1-4 SP 6177.",,,,ED,A,,
4528,144,VALNET1,2814500000000,1611133,,4 - 6,NOVARA CR,COMO,2226,,308000,LOT 1 DP 303280 (BEING LOT 1-3 SP 33874),,,,,A,,
4529,139,ARCHIVE,115906000000,,,,BURWOOD ROAD,CONCORD,2137,,555000,"LOT 5 DP 270150, LOTS 1-19 SP 57498.",1447.0,M,,ED,A,,
4530,139,ARCHIVE,115905000000,,,,BURWOOD ROAD,CONCORD,2137,,27500,"LOT 9 DP 270150, LOTS 1-26 SP 57915.",1351.0,M,,EK,A,,
4531,139,ARCHIVE,102500000000,,,45A,BURTON ST,CONCORD,2137,,215000,"LOT A DP 408554, LOTS 1-11 SP 1153.",,,,ED,A,,
4532,102,ARCHIVE,942210000000,,,22,RAILWAY AV,COLO VALE,2575,,171000,LOT 10 SEC 3 DP 2944.,815.7,M,,CA,Z,,
4533,254,ARCHIVE,0226150000000,,,,COONAMBLE ST,COLLIE,2827,,100000,LOT 24 SEC 5 DP 758264.,632.3,M,,ZA,Z,,
4534,244,ARCHIVE,278000020000,,,,BURNETT ST,CONDOBOLIN,2877,,60200,LOT A DP 321756.,1.105,H,,CP,Z,,
4535,244,ARCHIVE,279100000000,,,7,BUSBY ST,CONDOBOLIN,2877,,115000,LOT 22 DP 526806.,569.1,M,,CD,Z,,
4536,224,VALNET1,1731680869000,2582116,,7,TEA TREE WY,COLYTON,2760,,187000,LOT 234 DP 818109.,346.3,M,,,A,,
4537,224,ARCHIVE,697883000000,,,24,GILMOUR ST,COLYTON,2760,,195000,LOT 40 DP 244431.,572.9,M,,AC,A,,
4538,224,VALNET1,0744100000000,2551007,,138,GREAT WESTERN HWY,COLYTON,2760,,179500,LOT 3 DP 135810.,505.9,M,,,A,,
4539,224,ARCHIVE,1769400745100,2584857,,25,TULIPWOOD DR,COLYTON,2760,,184000,LOT 208 DP 819630.,439.6,M,,AC,A,,
4540,139,VALNET1,0018600000000,1447803,,27,ANDERSON RD,CONCORD,2137,,500000,LOT 82 DP 7924.,,,,,A,,
4541,144,VALNET1,0624500000000,1571077,,20,BURUNDA ST,COMO,2226,,313000,LOT 94 DP 12852.,644.9,M,,,A,,
4542,144,ARCHIVE,4060400000000,1631490,,9,TIVOLI ESP,COMO,2226,,340000,LOT C DP 399678.DIM,967.5,M,,CE,A,,
4543,139,ARCHIVE,250300000000,,,37,CORREYS AV,CONCORD,2137,,472500,LOT 66 DP 10453.,,,,ES,A,,
4544,091,VALNET1,2895700000000,928161,,4,NEWBY PL,COLLAROY PLATEAU,2098,,450000,LOT 14 DP 211307.,682.9,M,,,A,,
4545,139,ARCHIVE,266200000000,,,12,CREEWOOD ST,CONCORD,2137,,420000,LOT 13 DP 13884.,,,,ES,A,,
4546,139,ARCHIVE,278710000000,,,1/6,CURTIN PL,CONCORD,2137,,586000,LOT 100 DP 883926 SUBJECT TO VARIOUS EASEMENTS.,471.3,M,,ES,A,,
4547,091,VALNET1,3165820000000,932353,,31A,PARKES RD,COLLAROY PLATEAU,2097,,805000,LOT 2 DP 618316 SUBJECT TO ROW SUBJECT TO ACCESS EASEMENT. 4.07 FRONTAGE,1658.0,M,,,A,,
4548,139,ARCHIVE,115201600000,,,247N,BURWOOD RD,CONCORD,2137,,680000,"LOT 6 DP 270051 EASEMENT(S), LOTS 1-12 SP 48613.",2028.0,M,,ED,A,,
4549,244,ARCHIVE,295700000000,,,5,GIFFORD ST,CONDOBOLIN,2877,,46000,LOT 5 DP 253831.,1066.0,M,,CE,Z,,
4550,139,ARCHIVE,0449000000000,1453705,,23,BEACONSFIELD AV,CONCORD,2137,,403000,LOT 11 DP 7625.,,,,EK,A,,
4551,139,ARCHIVE,0506000000000,1454295,,18,BENT ST,CONCORD,2137,,315000,LOT 18 SEC 1 DP 1875.,,,,EK,A,,
4552,102,ARCHIVE,2497529070000,1126065,,13,YERELDA ST,COLO VALE,2575,,205000,LOT 7 DP 814347 SUBJECT TO DRAINAGE EASEMENT.,1256.0,M,,CA,Z,,
4553,224,ARCHIVE,1769400743700,2584854,,LT 322,TULIPWOOD DR,COLYTON,2760,,210000,LOT 322 DP 827924.,504.2,M,,AC,A,,
4554,224,ARCHIVE,1769434000000,2584954,,34,TURNER ST,COLYTON,2760,,210000,LOT 122 DP 243459.,708.2,M,,AC,A,,
4555,144,ARCHIVE,4435800000000,1638567,,80,WOLGER ST,COMO,2226,,370000,LOT 34 DP 11301.,560.0,M,,AQ,A,,
4556,139,ARCHIVE,610810000000,,,11 - 13,NORMAN ST,CONCORD,2137,,359000,"LOT 11 DP 576847, LOTS 1-12 SP 11569.",2767.0,M,,ED,A,,
4557,139,ARCHIVE,0749000000000,1457185,,55,BRAYS RD,CONCORD,2137,,485000,LOT 148 DP 7564.,,,,EK,A,,
4558,139,ARCHIVE,282000000000,,,19,DAVID ST,CONCORD,2137,,412000,LOT 10 DP 14869.,,,,ES,A,,
4559,139,VALNET1,0283600000000,1451376,,4,DAVID ST,CONCORD,2137,,352000,LOT 1 DP 208016.,,,,,A,,
4560,139,VALNET1,0115800200000,1449121,,164F,BURWOOD RD,CONCORD,2137,,665000,"LOT 10 DP 270058, LOTS 1-16 SP 50201.",1291.0,M,,,A,,
4561,139,VALNET1,0115800100000,1449092,,164G - 164H,BURWOOD RD,CONCORD,2137,,6000000,"LOTS 2-3 DP 270058, LOTS 1-28 SP 46633.",4483.0,M,,,A,,
4562,139,ARCHIVE,124800000000,,,4,BURWOOD RD,CONCORD,2137,,365000,LOT 1 DP 435701.,,,,CF,B,,
4563,136,ARCHIVE,2811200000000,1362089,,57,MANAHAN ST,CONDELL PARK,2200,,590000,LOT 121 DP 9034.,,,,ZY,A,,
4564,139,VALNET1,0107600000000,1448808,,95,BURWOOD RD,CONCORD,2137,,406000,"LOT 6 DP 8687, LOT 7 DP 8687.",,,,,A,,
4565,136,VALNET1,3994600000000,1377188,,77,SIMMAT AV,CONDELL PARK,2200,,275000,LOT B DP 323089. DIM,714.5,M,,,A,,
4566,136,ARCHIVE,3995000000000,1377192,,85,SIMMAT AV,CONDELL PARK,2200,,305000,LOT B DP 408840.DIM 18.29X38.68/38.13,695.6,M,,ZY,A,,
4567,136,ARCHIVE,4887500000000,1387912,,39,YANDERRA ST,CONDELL PARK,2200,,223000,LOT 122 DP 15227.,,,,ZX,A,,
4568,244,VALNET1,0095301000000,2789897,,,.,CONDOBOLIN,2877,,155452,PSH GILLENBINE LOT 8 DP 753990.,465.8,H,,,,,
4569,103,ARCHIVE,1605420000000,1151984,,142,GLADSTONE AV,CONISTON,2500,,77000,"LOT 2 DP 207280, LOT 1-6 SP 16278.",752.5,M,,VM,A,,
4570,207,ARCHIVE,269310000000,,,23,BADEN ST,COOGEE,2034,,500000,"LOT 1 DP 515158, LOTS 1-40 SP 2457.",2327.0,M,,AW,A,,
4571,207,ARCHIVE,719700000000,,,13,CLOSE ST,COOGEE,2034,,685000,LOT B DP 403218.,322.5,M,,AJ,A,,
4572,139,ARCHIVE,724200000000,,,34,TENNYSON RD,CONCORD,2137,,420000,LOT Z DP 350982.,,,,DS,I,,
4573,207,VALNET1,1508800000000,2003185,,15,KIDMAN ST,COOGEE,2034,,294000,"LOT 6 DP 17185, LOTS 1-12 SP 64145.",675.06,M,,,A,,
4574,207,ARCHIVE,1508800000000,2003185,,15,KIDMAN ST,COOGEE,2034,,295000,"LOT 6 DP 17185, LOTS 1-12 SP 64145.",675.06,M,,AG,A,,
4575,136,ARCHIVE,4188000000000,1379588,,39,TAYLOR ST,CONDELL PARK,2200,,205000,LOT B DP 361012.,,,,ZX,A,,
4576,136,ARCHIVE,4187100000000,1379566,,65,TAYLOR ST,CONDELL PARK,2200,,2170000,LOT 468 DP 7246 (BEING LOTS 1/5 IN SP 9065),,,,AK,A,,
4577,103,VALNET1,2661400000000,1168298,,10,MACKIE ST,CONISTON,2500,,180000,"LOT 153 DP 5334, LOTS 1-6 SP 47576.",,,,,A,,
4578,139,ARCHIVE,555000000000,,,13,MELBOURNE ST,CONCORD,2137,,356000,"LOT 1 DP 1019929, LOTS 1-4 SP 65103.",978.0,M,,ED,A,,
4579,139,ARCHIVE,748700000000,,,17A,TRIPOD ST,CONCORD,2137,,423000,LOT B DP 364892.,360.4,M,,EK,A,,
4580,139,VALNET1,0752500000000,1457218,,11,TURNER AV,CONCORD,2137,,570000,LOT 39 SEC 2 DP 5578.,,,,,A,,
4581,136,ARCHIVE,4325810000000,1381169,,40,TOWNSEND ST,CONDELL PARK,2200,,305000,"LOT 17 DP 536553, LOTS 1-4 SP 64560.",1568.0,M,,ZY,A,,
4582,136,ARCHIVE,3553200000000,1371699,,16,PROSPER ST,CONDELL PARK,2200,,375000,LOT 17 SEC 4 DP 12103.,,,,ZY,A,,
4583,207,ARCHIVE,205700000000,2012821,,289,ARDEN ST,COOGEE,2034,,329000,"LOT A DP 81127, LOTS 1-23 SP 15225.",,,,AG,A,,
4584,139,VALNET1,0341700000000,1452035,,14,FLAVELLE ST,CONCORD,2137,,310000,LOT 1-18 SP 6149 SUBJECT TO DRAINAGE EASEMENT.,1416.0,M,,,A,,
4585,139,VALNET1,0341100000000,1452030,,26,FLAVELLE ST,CONCORD,2137,,620000,LOT 11 DP 501281.,461.6,M,,,A,,
4586,139,ARCHIVE,344900000000,,,49,FLAVELLE ST,CONCORD,2137,,415000,LOT 31 DP 35623.,512.2,M,,ES,A,,
4587,139,ARCHIVE,346000000000,,,57,FORSTER ST,CONCORD,2137,,428000,LOT X DP 378345.,392.0,M,,ES,A,,
4588,139,ARCHIVE,734600000000,,,9,THE DRIVE,CONCORD WEST,2138,,545000,LOT 40 SEC F DP 10188.,,,,EC,A,,
4589,139,ARCHIVE,785200000000,,,4,WELLBANK ST,CONCORD,2137,,535000,LOT 83 DP 8278.,,,,ES,A,,
4590,139,ARCHIVE,785400000000,,,8,WELLBANK ST,CONCORD,2137,,411000,LOT 81 DP 8278.,,,,ES,A,,
4591,139,VALNET1,0480000000000,1454029,,2,LINKS AV,CONCORD,2137,,613000,LOT 15 DP 11111.,,,,,A,,
4592,139,ARCHIVE,210200000000,,,258,CONCORD RD,CONCORD WEST,2138,,390000,LOT 13 SEC 1 DP 6949.,,,,EM,A,,
4593,136,ARCHIVE,3996800000000,1377210,,121,SIMMAT AV,CONDELL PARK,2200,,135000,LOT 4 DP 619989.,839.7,M,,ZY,A,,
4594,139,ARCHIVE,607100000000,,,83,NIRRANDA ST,CONCORD WEST,2138,,366000,LOT 86 SEC C DP 11996.,,,,EC,A,,
4595,139,VALNET1,0651000000000,1455847,,12,QUANDONG PL,CONCORD WEST,2138,,180000,LOT 3 DP 218105.,467.9,M,,,A,,
4596,207,ARCHIVE,202410000000,2012428,,85,ARDEN ST,COOGEE,2034,,600000,"LOT 1 DP 1012992, LOTS 1-9 SP 62773.",1282.0,M,,AB,A,,
4597,207,ARCHIVE,202410000000,2012428,,85,ARDEN ST,COOGEE,2034,,600000,"LOT 1 DP 1012992, LOTS 1-9 SP 62773.",1282.0,M,,AB,A,,
4598,139,VALNET1,0358800000000,1452246,,22A,GALE ST,CONCORD,2137,,345000,"LOT 1 DP 1010276, LOTS 1-4 SP 62155.",844.2,M,,,A,,
4599,054,ARCHIVE,132700000000,,,14,LOUGHNAN ST,COOLAMON,2701,,62000,LOT 7 DP 5958.,918.1,M,,VC,Z,,
