post_code,area,contract_date,settlement_date,purchase_price,nature_of_property,primary_purpose,year
2077,689.2,03/09/2012,05/04/2012,640000,R,RESIDENCE,2012
2077,818.7,03/09/2012,05/04/2012,895000,R,RESIDENCE,2012
2263,594.4,04/11/2012,05/02/2012,240000,R,RESIDENCE,2012
2262,480.6,04/05/2012,05/10/2012,420000,R,RESIDENCE,2012
2258,621.7,03/05/2012,04/05/2012,410000,R,RESIDENCE,2012
2259,505.9,04/03/2012,05/08/2012,138000,V,VACANT LAND,2012
2259,467.9,04/04/2012,05/02/2012,305000,R,RESIDENCE,2012
2262,678.2,03/09/2012,05/04/2012,150000,R,RESIDENCE,2012
2263,562.8,03/10/2012,05/02/2012,570000,R,RESIDENCE,2012
2259,502.1,03/06/2012,05/07/2012,395800,R,RESIDENCE,2012
2259,898.4,03/09/2012,05/04/2012,194000,V,VACANT LAND,2012
2261,,04/03/2012,05/08/2012,355000,3,HOME UNIT,2012
2259,602.3,04/02/2012,05/01/2012,175000,V,VACANT LAND,2012
2258,379.1,04/02/2012,05/09/2012,315000,R,RESIDENCE,2012
2325,1012.0,03/08/2012,05/03/2012,297000,R,RESIDENCE,2012
2327,1069.0,02/10/2012,05/04/2012,212500,R,RESIDENCE,2012
2327,,04/05/2012,05/04/2012,223000,R,RESIDENCE,2012
2536,655.7,04/04/2012,05/02/2012,400000,R,RESIDENCE,2012
2537,721.6,04/05/2012,05/03/2012,498000,3,HOUSE,2012
2537,657.1,04/04/2012,05/08/2012,300000,R,RESIDENCE,2012
2536,556.4,04/09/2012,05/07/2012,1050000,R,RESIDENCE,2012
2546,855.7,04/03/2012,05/03/2012,272000,R,RESIDENCE,2012
2546,594.4,04/04/2012,05/04/2012,460000,R,RESIDENCE,2012
2579,440.9,11/03/2012,12/12/2012,1600000,R,RESIDENCE,2012
2580,664.0,03/08/2012,04/03/2012,430000,R,RESIDENCE,2012
2580,58.77,09/09/2012,02/10/2012,365000,R,RESIDENCE,2012
2790,768.6,04/04/2012,05/04/2012,285000,R,RESIDENCE,2012
2790,505.8,04/04/2012,05/04/2012,180000,R,RESIDENCE,2012
2847,1.431,04/03/2012,05/02/2012,165000,V,VACANT LAND,2012
2790,1033.0,04/04/2012,05/02/2012,480000,R,RESIDENCE,2012
2144,,03/12/2012,05/11/2012,365000,R,RESIDENCE,2012
2143,,03/02/2012,04/11/2012,268000,R,RESIDENCE,2012
2144,,03/07/2012,05/01/2012,320000,R,RESIDENCE,2012
2128,614.38,04/04/2012,05/08/2012,1540000,V,VACANT LAND,2012
2128,682.45,04/04/2012,05/08/2012,1540000,V,VACANT LAND,2012
2141,511.01,03/10/2012,05/04/2012,530000,R,RESIDENCE,2012
2144,,04/11/2012,05/09/2012,110000,R,RESIDENCE,2012
2141,330.1,02/09/2012,05/11/2012,845000,R,RESIDENCE,2012
2144,,04/02/2012,05/09/2012,375000,R,RESIDENCE,2012
2141,196.0,07/11/2012,05/04/2012,600000,R,RESIDENCE,2012
2141,196.2,08/03/2012,05/04/2012,600000,R,RESIDENCE,2012
2706,1625.0,04/10/2012,05/09/2012,110000,R,RESIDENCE,2012
2042,139.1,09/06/2012,09/06/2012,760000,R,RESIDENCE,2012
2204,,05/04/2012,05/04/2012,200000,R,RESIDENCE,2012
2203,,05/04/2012,05/04/2012,200000,R,RESIDENCE,2012
2445,678.9,04/11/2012,05/09/2012,212500,V,VACANT LAND,2012
2444,670.3,04/05/2012,05/03/2012,371000,R,RESIDENCE,2012
2443,607.0,04/03/2012,05/09/2012,220000,R,RESIDENCE,2012
2444,,04/02/2012,05/07/2012,465000,R,RESIDENCE,2012
2444,,04/04/2012,05/04/2012,215000,3,HOUSE,2012
2444,,04/04/2012,05/03/2012,255000,R,RESIDENCE,2012
2443,823.9,04/03/2012,05/08/2012,348000,R,RESIDENCE,2012
2444,663.9,04/03/2012,05/01/2012,307000,R,RESIDENCE,2012
2444,1363.0,03/02/2012,05/01/2012,470000,R,RESIDENCE,2012
2444,,04/03/2012,05/08/2012,203000,R,RESIDENCE,2012
2533,653.9,04/05/2012,05/04/2012,680000,R,RESIDENCE,2012
2533,657.6,04/02/2012,05/01/2012,525000,R,RESIDENCE,2012
2534,323.4,04/05/2012,05/09/2012,472500,R,RESIDENCE,2012
2582,696.6,04/12/2012,05/09/2012,350000,R,RESIDENCE,2012
2620,1897.0,02/10/2012,05/03/2012,270000,V,VACANT LAND,2012
2582,8455.0,04/12/2012,05/04/2012,550000,R,RESIDENCE,2012
2110,,03/07/2012,05/09/2012,513000,R,RESIDENCE,2012
2110,,03/10/2012,05/10/2012,2975000,R,RESIDENCE,2012
2452,708.4,04/04/2012,05/02/2012,337500,R,RESIDENCE,2012
2450,555.7,08/01/2012,08/01/2012,1100000,3,COMMERCIAL,2012
2450,,04/05/2012,05/03/2012,242500,R,RESIDENCE,2012
2450,904.2,03/09/2012,04/02/2012,301500,R,RESIDENCE,2012
2450,662.1,04/05/2012,05/10/2012,435000,R,RESIDENCE,2012
2456,,03/01/2012,05/08/2012,380000,R,RESIDENCE,2012
2450,886.0,04/11/2012,05/04/2012,104000,V,VACANT LAND,2012
2656,2023.0,02/07/2012,04/02/2012,450000,R,RESIDENCE,2012
2026,,03/08/2012,05/03/2012,1225000,3,HOME UNIT,2012
2026,316.1,12/08/2012,05/10/2012,2340000,R,RESIDENCE,2012
2022,,04/09/2012,05/03/2012,830000,R,RESIDENCE,2012
2621,700.0,11/07/2012,05/07/2012,219000,V,VACANT LAND,2012
2621,36.78,03/12/2012,04/02/2012,180000,V,VACANT LAND,2012
2031,,05/05/2012,05/09/2012,650000,R,RESIDENCE,2012
2031,,03/01/2012,04/05/2012,698000,R,RESIDENCE,2012
2031,335.1,03/09/2012,05/04/2012,2020000,R,RESIDENCE,2012
2035,480.6,03/12/2012,05/08/2012,1316000,R,RESIDENCE,2012
2031,,04/05/2012,05/04/2012,625000,R,RESIDENCE,2012
2031,,04/04/2012,05/09/2012,565000,R,RESIDENCE,2012
2034,,04/02/2012,05/04/2012,695000,R,RESIDENCE,2012
2033,,03/12/2012,05/07/2012,615000,R,RESIDENCE,2012
2036,,04/02/2012,05/04/2012,480000,R,RESIDENCE,2012
2033,,04/02/2012,05/02/2012,260000,R,RESIDENCE,2012
2036,,02/10/2012,05/04/2012,540000,R,RESIDENCE,2012
2130,,04/03/2012,05/09/2012,590000,R,RESIDENCE,2012
2131,480.6,03/05/2012,05/04/2012,633000,R,RESIDENCE,2012
2130,,04/05/2012,05/03/2012,232500,R,RESIDENCE,2012
2170,600.7,03/10/2012,05/07/2012,396500,R,RESIDENCE,2012
2173,575.4,03/11/2012,05/03/2012,392000,3,HOUSE,2012
2170,,03/09/2012,05/03/2012,387500,R,RESIDENCE,2012
2178,1.899,02/01/2012,05/02/2012,1300000,R,RESIDENCE,2012
2171,434.2,03/09/2012,05/04/2012,480000,R,RESIDENCE,2012
2170,676.6,04/04/2012,05/02/2012,534000,R,RESIDENCE,2012
2170,333.1,04/04/2012,05/02/2012,369000,R,RESIDENCE,2012
2170,,03/11/2012,05/04/2012,350000,R,RESIDENCE,2012
2171,339.6,10/11/2012,05/04/2012,259950,V,VACANT LAND,2012
2794,2689.2,04/12/2012,04/12/2012,360000,3,COMMERCIAL,2012
2710,632.3,04/04/2012,05/04/2012,140000,R,RESIDENCE,2012
2835,960.0,03/06/2012,05/01/2012,320000,R,RESIDENCE,2012
2340,801.0,03/07/2012,04/04/2012,102000,V,VACANT LAND,2012
2340,2.611,04/11/2012,05/04/2012,515000,R,RESIDENCE,2012
2344,80.936,04/04/2012,04/12/2012,200000,3,FARM/RURAL,2012
2340,602.5,04/02/2012,05/01/2012,120000,V,VACANT LAND,2012
2340,4000.0,12/08/2012,05/02/2012,142000,V,VACANT LAND,2012
2340,3154.9,04/11/2012,05/04/2012,280000,R,RESIDENCE,2012
2701,904.0,04/04/2012,05/11/2012,195000,R,RESIDENCE,2012
2000,,03/07/2012,05/07/2012,1386000,3,,2012
2000,,03/07/2012,05/07/2012,1386000,3,,2012
2000,,03/07/2012,05/07/2012,1386000,3,,2012
2007,,04/04/2012,05/07/2012,452000,R,RESIDENCE,2012
2011,,04/11/2012,05/07/2012,220000,R,RESIDENCE,2012
2010,,05/02/2012,05/02/2012,348600,R,RESIDENCE,2012
2010,72.4,04/12/2012,05/10/2012,1140000,R,RESIDENCE,2012
2011,,03/12/2012,05/01/2012,755000,R,RESIDENCE,2012
2021,,04/05/2012,05/10/2012,615000,R,RESIDENCE,2012
2015,132.8,03/10/2012,05/08/2012,622000,R,RESIDENCE,2012
2011,,11/03/2012,05/03/2012,2200000,R,RESIDENCE,2012
2008,128.0,05/01/2012,05/01/2012,625000,3,TERRACE,2012
2000,,02/09/2012,04/04/2012,1500000,R,RESIDENCE,2012
2011,,03/12/2012,05/01/2012,755000,R,RESIDENCE,2012
2011,,03/07/2012,05/02/2012,1425000,R,RESIDENCE,2012
2010,,05/01/2012,05/01/2012,304000,3,MEDICALCLINIC,2012
2000,,04/04/2012,05/02/2012,240000,3,COMMERCIAL,2012
2000,,04/04/2012,05/02/2012,125000,3,COMMERCIAL,2012
2009,,03/09/2012,05/03/2012,840000,R,RESIDENCE,2012
2037,,04/02/2012,05/07/2012,240000,R,RESIDENCE,2012
2037,94.9,04/05/2012,05/10/2012,772500,R,RESIDENCE,2012
2161,543.8,04/10/2012,05/08/2012,360000,R,RESIDENCE,2012
2161,562.8,03/09/2012,05/07/2012,518000,R,RESIDENCE,2012
2165,468.4,03/12/2012,05/02/2012,616000,R,RESIDENCE,2012
2165,565.8,01/04/2012,05/08/2012,518000,R,RESIDENCE,2012
2166,556.4,03/03/2012,05/01/2012,425000,R,RESIDENCE,2012
2165,,03/12/2012,05/11/2012,275000,R,RESIDENCE,2012
2166,1012.0,03/10/2012,05/03/2012,700000,R,RESIDENCE,2012
2177,550.4,03/10/2012,05/03/2012,516000,R,RESIDENCE,2012
2166,581.7,03/07/2012,05/02/2012,430000,R,RESIDENCE,2012
2166,663.9,04/05/2012,05/07/2012,565000,R,RESIDENCE,2012
2161,550.1,04/07/2012,05/04/2012,365000,R,RESIDENCE,2012
2137,,03/10/2012,05/03/2012,905000,R,RESIDENCE,2012
2137,,04/04/2012,05/10/2012,855000,R,RESIDENCE,2012
2137,392.0,05/08/2012,05/08/2012,435000,R,RESIDENCE,2012
2138,600.7,03/01/2012,05/03/2012,1035000,R,RESIDENCE,2012
2137,897.9,02/09/2012,04/12/2012,512500,R,RESIDENCE,2012
2138,161.0,02/09/2012,04/12/2012,400000,R,RESIDENCE,2012
2138,,07/05/2012,05/01/2012,558500,R,RESIDENCE,2012
2138,,09/05/2012,05/03/2012,600000,R,RESIDENCE,2012
2138,,03/09/2012,05/01/2012,588000,R,RESIDENCE,2012
2138,,09/08/2012,05/04/2012,417000,R,RESIDENCE,2012
2138,,03/06/2012,05/01/2012,567000,R,RESIDENCE,2012
2138,,08/12/2012,05/03/2012,406000,R,RESIDENCE,2012
2138,,08/12/2012,05/03/2012,433000,R,RESIDENCE,2012
2046,,04/05/2012,05/04/2012,648000,R,RESIDENCE,2012
2047,,04/02/2012,05/04/2012,441000,R,RESIDENCE,2012
2047,,02/11/2012,05/07/2012,1350000,R,RESIDENCE,2012
2047,,02/11/2012,05/07/2012,1350000,R,RESIDENCE,2012
2047,,02/11/2012,05/07/2012,1350000,R,RESIDENCE,2012
2047,,02/11/2012,05/07/2012,1350000,R,RESIDENCE,2012
2343,789.24,03/01/2012,04/05/2012,930000,V,VACANT LAND,2012
2341,746.1,04/03/2012,05/01/2012,135000,R,RESIDENCE,2012
2548,,04/11/2012,05/07/2012,270000,R,RESIDENCE,2012
2550,3.128,04/05/2012,05/02/2012,465000,R,RESIDENCE,2012
2257,600.2,03/07/2012,05/02/2012,537500,R,RESIDENCE,2012
2250,10.26,04/05/2012,05/03/2012,710000,R,RESIDENCE,2012
2250,2.026,03/12/2012,05/08/2012,1284000,R,RESIDENCE,2012
2260,594.4,02/10/2012,05/04/2012,1100000,R,RESIDENCE,2012
2250,543.8,03/06/2012,05/04/2012,310000,R,RESIDENCE,2012
2257,581.7,05/07/2012,05/07/2012,147500,R,RESIDENCE,2012
2257,739.8,04/12/2012,05/09/2012,340000,R,RESIDENCE,2012
2257,461.6,04/03/2012,05/04/2012,305000,R,RESIDENCE,2012
2260,,04/10/2012,05/02/2012,725000,R,RESIDENCE,2012
2250,,03/01/2012,05/10/2012,250000,R,RESIDENCE,2012
2250,,04/12/2012,05/01/2012,325000,R,RESIDENCE,2012
2473,,02/10/2012,02/10/2012,380000,R,RESIDENCE,2012
2473,,03/08/2012,04/11/2012,320000,R,RESIDENCE,2012
2231,581.7,04/10/2012,05/09/2012,565000,R,RESIDENCE,2012
2224,556.4,02/07/2012,05/01/2012,755000,R,RESIDENCE,2012
2227,663.9,03/10/2012,05/07/2012,715000,R,RESIDENCE,2012
2228,,03/10/2012,05/11/2012,475000,R,RESIDENCE,2012
2234,4562.8,03/03/2012,05/08/2012,625000,R,RESIDENCE,2012
2234,367.2,04/02/2012,05/04/2012,570000,R,RESIDENCE,2012
2227,,04/05/2012,05/07/2012,630000,R,RESIDENCE,2012
2230,,03/09/2012,05/04/2012,435000,R,RESIDENCE,2012
2234,708.3,04/03/2012,05/03/2012,782000,R,RESIDENCE,2012
2233,726.9,10/11/2012,01/06/2012,480000,V,VACANT LAND,2012
2232,,11/12/2012,04/04/2012,460000,R,RESIDENCE,2012
2232,,07/04/2012,04/04/2012,470000,R,RESIDENCE,2012
2234,858.2,02/03/2012,05/03/2012,885000,R,RESIDENCE,2012
2228,663.09,04/04/2012,05/09/2012,670000,R,RESIDENCE,2012
2226,607.0,05/04/2012,05/04/2012,600000,R,RESIDENCE,2012
2230,,03/01/2012,03/01/2012,680000,R,RESIDENCE,2012
2230,631.8,03/12/2012,05/07/2012,1225000,R,RESIDENCE,2012
2752,4000.0,03/09/2012,05/07/2012,740000,R,RESIDENCE,2012
2571,2.0,03/10/2012,05/03/2012,1260000,V,VACANT LAND,2012
2573,488.6,04/11/2012,05/04/2012,290000,R,RESIDENCE,2012
2350,1975.0,04/02/2012,05/03/2012,512500,V,VACANT LAND,2012
2800,649.6,04/04/2012,05/02/2012,297000,R,RESIDENCE,2012
2800,2273.0,12/08/2012,03/08/2012,175000,V,VACANT LAND,2012
2754,4.298,03/08/2012,05/03/2012,995000,R,RESIDENCE,2012
2753,556.4,04/11/2012,05/09/2012,310000,R,RESIDENCE,2012
2527,600.7,03/12/2012,05/02/2012,501500,R,RESIDENCE,2012
2527,2.219,04/12/2012,05/02/2012,930000,R,RESIDENCE,2012
2529,502.6,04/10/2012,05/01/2012,471000,R,RESIDENCE,2012
2527,815.9,03/06/2012,05/02/2012,498000,R,RESIDENCE,2012
2527,579.1,04/02/2012,05/03/2012,428000,R,RESIDENCE,2012
2567,1003.0,02/02/2012,05/02/2012,360000,V,VACANT LAND,2012
2567,1014.0,05/10/2012,05/10/2012,736805,R,RESIDENCE,2012
2570,558.7,07/07/2012,04/12/2012,255000,V,VACANT LAND,2012
2567,558.3,05/10/2012,05/10/2012,405000,R,RESIDENCE,2012
2207,417.88,03/12/2012,05/04/2012,733500,R,RESIDENCE,2012
2216,309.8,03/10/2012,05/04/2012,738000,R,RESIDENCE,2012
2207,408.73,05/04/2012,05/07/2012,120000,R,RESIDENCE,2012
2216,,03/05/2012,05/11/2012,252000,R,RESIDENCE,2012
2440,588.1,04/05/2012,05/03/2012,144000,R,RESIDENCE,2012
2480,1023.0,05/01/2012,05/01/2012,220000,R,RESIDENCE,2012
2480,,04/10/2012,05/07/2012,232500,R,RESIDENCE,2012
2480,1479.64,04/05/2012,05/03/2012,349500,R,RESIDENCE,2012
2323,600.0,03/07/2012,04/11/2012,211000,V,VACANT LAND,2012
2320,,03/09/2012,04/12/2012,214500,3,INDUST. UNIT,2012
2320,580.8,06/03/2012,04/05/2012,394710,R,RESIDENCE,2012
2320,636.3,04/05/2012,05/03/2012,163500,V,VACANT LAND,2012
2323,641.2,03/09/2012,05/01/2012,394500,R,RESIDENCE,2012
2320,6222.0,03/12/2012,05/07/2012,585000,R,RESIDENCE,2012
2322,858.1,04/02/2012,05/04/2012,518420,R,RESIDENCE,2012
2320,1924.0,03/09/2012,04/10/2012,165000,V,VACANT LAND,2012
2106,,04/05/2012,05/03/2012,671500,R,RESIDENCE,2012
2101,626.0,02/08/2012,05/02/2012,1030000,R,RESIDENCE,2012
2107,645.0,03/08/2012,05/03/2012,875000,R,RESIDENCE,2012
2102,248.4,04/04/2012,05/04/2012,743000,R,RESIDENCE,2012
2093,531.3,04/12/2012,05/04/2012,1235000,R,RESIDENCE,2012
2093,556.4,03/03/2012,05/04/2012,905000,R,RESIDENCE,2012
2093,,03/08/2012,05/03/2012,495000,R,RESIDENCE,2012
2093,,03/06/2012,05/01/2012,920000,R,RESIDENCE,2012
2095,159.5,02/10/2012,02/10/2012,550000,3,COMMERCIAL,2012
2093,348.9,04/07/2012,05/07/2012,1046000,R,RESIDENCE,2012
2089,,04/05/2012,05/10/2012,354000,R,RESIDENCE,2012
2090,650.29,01/11/2012,04/11/2012,2525000,R,RESIDENCE,2012
2060,,03/02/2012,05/02/2012,550000,R,RESIDENCE,2012
2061,,03/04/2012,04/04/2012,350000,R,RESIDENCE,2012
2090,,03/01/2012,04/12/2012,592000,3,HOME UNIT,2012
2089,,04/04/2012,05/07/2012,485000,R,RESIDENCE,2012
2315,563.9,04/05/2012,05/04/2012,440000,R,RESIDENCE,2012
2324,3784.0,01/03/2012,05/04/2012,580000,R,RESIDENCE,2012
2594,878.9,03/12/2012,04/10/2012,210000,R,RESIDENCE,2012
2594,1.619,03/06/2012,04/11/2012,250000,R,RESIDENCE,2012
2587,21.04,04/05/2012,05/03/2012,415000,3,FARM,2012
2329,40.7,02/09/2012,04/05/2012,215000,3,FARM/RURAL,2012
2795,716.77,04/04/2012,05/04/2012,315000,R,RESIDENCE,2012
2795,,04/05/2012,05/08/2012,167000,R,RESIDENCE,2012
2795,613.2,03/08/2012,05/07/2012,270000,R,RESIDENCE,2012
2795,418.8,02/08/2012,04/11/2012,358000,R,RESIDENCE,2012
2221,,04/04/2012,05/08/2012,295000,R,RESIDENCE,2012
2221,613.4,03/07/2012,05/02/2012,821000,R,RESIDENCE,2012
2221,929.5,04/06/2012,05/04/2012,1828000,R,RESIDENCE,2012
2222,650.29,03/03/2012,05/03/2012,1154000,R,RESIDENCE,2012
2223,,04/03/2012,05/02/2012,400000,R,RESIDENCE,2012
2221,373.1,01/04/2012,03/01/2012,715000,R,RESIDENCE,2012
2218,,03/10/2012,05/07/2012,543000,R,RESIDENCE,2012
2220,733.5,02/03/2012,05/02/2012,1920000,R,RESIDENCE,2012
2222,550.1,04/05/2012,05/07/2012,880000,R,RESIDENCE,2012
2221,481.0,01/09/2012,05/08/2012,1400000,R,RESIDENCE,2012
2223,,04/05/2012,05/04/2012,695000,R,RESIDENCE,2012
2065,696.7,04/11/2012,05/03/2012,1350000,R,RESIDENCE,2012
2065,575.4,03/10/2012,05/08/2012,1905000,R,RESIDENCE,2012
2066,,03/01/2012,04/12/2012,432450,R,RESIDENCE,2012
2066,,03/01/2012,04/12/2012,432450,R,RESIDENCE,2012
2066,263.5,04/04/2012,05/02/2012,950000,3,DUPLEX,2012
2065,,04/02/2012,05/02/2012,450000,R,RESIDENCE,2012
2428,,03/06/2012,05/04/2012,320000,R,RESIDENCE,2012
2324,,04/04/2012,05/02/2012,260000,3,HOME UNIT,2012
2428,798.3,04/05/2012,05/01/2012,179000,V,VACANT LAND,2012
2312,3636.9,04/04/2012,05/01/2012,295000,R,RESIDENCE,2012
2324,,03/05/2012,04/02/2012,212500,R,RESIDENCE,2012
2428,2.03,04/03/2012,05/01/2012,995000,R,RESIDENCE,2012
2428,520.0,04/11/2012,05/01/2012,370000,R,RESIDENCE,2012
2428,,03/09/2012,05/09/2012,282000,R,RESIDENCE,2012
2114,,02/06/2012,02/06/2012,202500,R,RESIDENCE,2012
2122,,04/04/2012,05/04/2012,450000,R,RESIDENCE,2012
2122,815.7,03/04/2012,05/03/2012,795000,R,RESIDENCE,2012
2113,,04/02/2012,05/02/2012,560000,R,RESIDENCE,2012
2114,531.1,02/08/2012,05/10/2012,750000,R,RESIDENCE,2012
2122,585.9,08/12/2012,05/09/2012,900000,V,VACANT LAND,2012
2287,845.1,04/05/2012,05/07/2012,545000,R,RESIDENCE,2012
2287,550.7,03/06/2012,05/03/2012,200000,V,VACANT LAND,2012
2289,562.8,04/03/2012,05/09/2012,310000,R,RESIDENCE,2012
2287,777.8,04/04/2012,05/09/2012,375000,R,RESIDENCE,2012
2287,,03/04/2012,05/02/2012,260950,R,RESIDENCE,2012
2287,,03/04/2012,05/02/2012,260950,R,RESIDENCE,2012
2304,379.4,03/07/2012,04/11/2012,275000,R,RESIDENCE,2012
2299,442.6,02/09/2012,04/10/2012,332000,R,RESIDENCE,2012
2291,,04/05/2012,05/01/2012,380000,R,RESIDENCE,2012
2289,524.8,04/11/2012,05/03/2012,340000,R,RESIDENCE,2012
2297,307.6,03/06/2012,04/10/2012,355000,R,RESIDENCE,2012
2297,311.9,04/02/2012,05/07/2012,305000,3,HOUSE,2012
2287,505.9,04/03/2012,05/07/2012,300000,R,RESIDENCE,2012
2302,297.1,01/01/2012,01/01/2012,290000,3,RETAIL,2012
2287,550.1,04/04/2012,05/01/2012,311100,R,RESIDENCE,2012
2715,1012.0,04/04/2012,05/04/2012,210000,R,RESIDENCE,2012
2798,3.136,04/05/2012,05/03/2012,589000,R,RESIDENCE,2012
2798,,03/02/2012,05/10/2012,287000,3,UNIT,2012
2870,880.9,04/05/2012,05/04/2012,175000,R,RESIDENCE,2012
2870,1353.0,04/03/2012,05/08/2012,160000,R,RESIDENCE,2012
2515,645.0,12/12/2012,05/01/2012,630000,R,RESIDENCE,2012
2526,1284.0,04/04/2012,05/02/2012,450000,R,RESIDENCE,2012
2526,,04/05/2012,05/07/2012,345000,R,RESIDENCE,2012
2519,588.1,02/08/2012,05/03/2012,650000,R,RESIDENCE,2012
2516,682.9,02/07/2012,05/07/2012,510000,R,RESIDENCE,2012
2517,,03/05/2012,05/07/2012,405000,R,RESIDENCE,2012
2500,1537.0,05/02/2012,05/02/2012,1200000,3,INDUSTRIAL,2012
2508,,02/10/2012,05/10/2012,434500,3,INDUSTRIAL UN,2012
2515,487.2,10/05/2012,05/02/2012,445000,V,VACANT LAND,2012
2515,511.7,10/01/2012,05/02/2012,445000,V,VACANT LAND,2012
2515,530.5,10/01/2012,05/03/2012,466000,V,VACANT LAND,2012
2515,930.1,12/02/2012,05/02/2012,595000,V,VACANT LAND,2012
2515,592.7,12/02/2012,05/02/2012,569000,V,VACANT LAND,2012
2515,472.5,12/02/2012,05/02/2012,456000,V,VACANT LAND,2012
2515,472.5,12/01/2012,05/02/2012,457000,V,VACANT LAND,2012
2515,534.3,12/06/2012,05/02/2012,455000,V,VACANT LAND,2012
2500,,04/05/2012,05/01/2012,505000,R,RESIDENCE,2012
2502,,04/10/2012,05/04/2012,173000,R,RESIDENCE,2012
2505,645.0,12/06/2012,04/02/2012,367500,R,RESIDENCE,2012
2500,309.8,04/02/2012,05/02/2012,315000,R,RESIDENCE,2012
2148,,03/12/2012,05/01/2012,299000,R,RESIDENCE,2012
2770,,04/10/2012,05/08/2012,219000,R,RESIDENCE,2012
2765,663.9,02/04/2012,04/02/2012,390000,R,RESIDENCE,2012
2147,556.4,02/07/2012,05/03/2012,315000,R,RESIDENCE,2012
2147,569.1,04/03/2012,05/03/2012,464000,R,RESIDENCE,2012
2768,560.0,03/11/2012,05/04/2012,563000,R,RESIDENCE,2012
2148,660.0,03/07/2012,05/03/2012,746000,R,RESIDENCE,2012
2147,607.0,04/05/2012,05/07/2012,340000,R,RESIDENCE,2012
2147,696.77,04/11/2012,05/04/2012,370000,R,RESIDENCE,2012
2146,,03/12/2012,05/03/2012,376000,R,RESIDENCE,2012
2769,375.0,12/05/2012,05/08/2012,588000,R,RESIDENCE,2012
2769,496.7,04/05/2012,05/07/2012,355000,V,VACANT LAND,2012
2769,493.2,04/12/2012,05/09/2012,355000,V,VACANT LAND,2012
2769,558.5,04/04/2012,05/04/2012,320000,V,VACANT LAND,2012
2769,450.0,03/06/2012,04/02/2012,340000,V,VACANT LAND,2012
2768,390.1,03/09/2012,05/04/2012,515000,R,RESIDENCE,2012
2761,452.2,03/11/2012,05/02/2012,408000,R,RESIDENCE,2012
2147,556.4,03/04/2012,04/05/2012,472000,R,RESIDENCE,2012
2147,556.4,03/01/2012,05/04/2012,365000,R,RESIDENCE,2012
2148,588.1,02/07/2012,02/07/2012,187500,R,RESIDENCE,2012
2763,232.1,03/02/2012,05/07/2012,390000,R,RESIDENCE,2012
2760,386.7,04/02/2012,05/02/2012,216500,V,VACANT LAND,2012
2155,500.0,05/04/2012,05/04/2012,186400,3,,2012
2761,459.5,03/09/2012,05/08/2012,341500,R,RESIDENCE,2012
2763,187.5,12/08/2012,05/08/2012,440000,R,RESIDENCE,2012
2444,784.1,11/09/2012,12/10/2012,507500,R,RESIDENCE,2012
2444,,11/10/2012,12/10/2012,250000,R,RESIDENCE,2012
2441,10.26,11/12/2012,12/07/2012,530000,R,RESIDENCE,2012
2439,4.047,11/06/2012,12/04/2012,360000,R,RESIDENCE,2012
2446,1050.0,11/08/2012,12/06/2012,170000,R,RESIDENCE,2012
2439,4095.0,11/08/2012,12/06/2012,500000,R,RESIDENCE,2012
2446,771.4,11/06/2012,12/07/2012,315000,R,RESIDENCE,2012
2446,531.1,09/05/2012,12/05/2012,192000,R,RESIDENCE,2012
2444,641.2,11/08/2012,12/07/2012,360000,R,RESIDENCE,2012
2443,992.7,11/08/2012,12/06/2012,395000,R,RESIDENCE,2012
2380,796.7,11/12/2012,12/05/2012,300000,R,RESIDENCE,2012
2380,765.1,10/10/2012,11/09/2012,160000,R,RESIDENCE,2012
2044,,11/01/2012,12/10/2012,502000,3,STRATA UNIT,2012
2204,809.4,09/04/2012,11/12/2012,2150000,R,RESIDENCE,2012
2203,512.2,10/04/2012,12/12/2012,1130000,R,RESIDENCE,2012
2204,278.2,08/04/2012,10/04/2012,297500,R,RESIDENCE,2012
2204,278.2,08/04/2012,10/04/2012,297500,R,RESIDENCE,2012
2203,,10/09/2012,12/10/2012,380000,R,RESIDENCE,2012
2048,335.1,11/02/2012,12/05/2012,1150000,R,RESIDENCE,2012
2203,490.54,11/08/2012,12/12/2012,1050000,R,RESIDENCE,2012
2044,178.92,11/06/2012,12/11/2012,635000,R,RESIDENCE,2012
2204,196.0,11/03/2012,12/10/2012,733000,R,RESIDENCE,2012
2044,366.8,11/01/2012,12/07/2012,700000,3,HOUSE,2012
2042,88.24,11/08/2012,12/07/2012,870000,R,RESIDENCE,2012
2049,269.9,10/09/2012,12/10/2012,1320000,R,RESIDENCE,2012
2049,211.4,12/11/2012,12/11/2012,450000,R,RESIDENCE,2012
2204,,11/07/2012,12/12/2012,625000,R,RESIDENCE,2012
2840,1012.0,11/08/2012,12/12/2012,150000,R,RESIDENCE,2012
2141,,11/12/2012,12/10/2012,265000,R,RESIDENCE,2012
2141,,11/01/2012,12/10/2012,491000,R,RESIDENCE,2012
2144,551.68,09/11/2012,12/03/2012,612500,R,RESIDENCE,2012
2144,,11/07/2012,12/12/2012,367000,R,RESIDENCE,2012
2127,,11/01/2012,12/05/2012,512000,R,RESIDENCE,2012
2127,,11/07/2012,12/05/2012,432000,R,RESIDENCE,2012
2127,145.0,11/08/2012,12/04/2012,595000,R,RESIDENCE,2012
2790,569.0,10/12/2012,12/05/2012,280000,R,RESIDENCE,2012
2263,607.0,12/03/2012,12/06/2012,270000,R,RESIDENCE,2012
