post_code,area,contract_date,settlement_date,purchase_price,nature_of_property,primary_purpose,year
2217,131.0,03/03/2023,04/06/2023,929000,R,RESIDENCE,2023
2223,102.0,03/01/2023,04/05/2023,736000,R,RESIDENCE,2023
2223,13.0,03/01/2023,04/05/2023,736000,R,RESIDENCE,2023
2803,8094.0,02/09/2023,04/05/2023,360000,R,RESIDENCE,2023
2594,4.0,03/07/2023,04/04/2023,440000,R,RESIDENCE,2023
2594,780.3,03/07/2023,04/04/2023,380000,R,RESIDENCE,2023
2594,2037.0,03/07/2023,04/04/2023,500000,R,RESIDENCE,2023
2203,,03/04/2023,04/04/2023,875000,R,RESIDENCE,2023
2130,,03/09/2023,04/05/2023,550000,R,RESIDENCE,2023
2130,,03/09/2023,04/05/2023,550000,R,RESIDENCE,2023
2131,,03/06/2023,04/03/2023,835000,R,RESIDENCE,2023
2131,,03/11/2023,04/06/2023,692500,R,RESIDENCE,2023
2131,,03/11/2023,04/06/2023,692500,R,RESIDENCE,2023
2045,297.2,04/04/2023,04/06/2023,1800000,R,RESIDENCE,2023
2044,,03/01/2023,04/05/2023,825000,R,RESIDENCE,2023
2039,,02/10/2023,04/04/2023,6350000,R,RESIDENCE,2023
2039,,02/10/2023,04/04/2023,6350000,R,RESIDENCE,2023
2040,145.4,03/02/2023,04/06/2023,1500000,R,RESIDENCE,2023
2204,514.6,12/08/2023,04/05/2023,2870000,R,RESIDENCE,2023
2049,196.62,02/10/2023,04/03/2023,1450000,R,RESIDENCE,2023
2042,141.0,03/04/2023,04/06/2023,2272000,R,RESIDENCE,2023
2204,132.8,03/08/2023,04/06/2023,1350000,R,RESIDENCE,2023
2428,557.48,03/06/2023,04/03/2023,511500,R,RESIDENCE,2023
2430,1.01,12/09/2023,04/05/2023,950000,R,RESIDENCE,2023
2430,749.1,03/10/2023,04/06/2023,655000,R,RESIDENCE,2023
2430,1012.0,03/03/2023,04/06/2023,370000,R,RESIDENCE,2023
2430,8616.0,03/08/2023,04/05/2023,1120000,R,RESIDENCE,2023
2430,531.1,03/08/2023,04/06/2023,440000,R,RESIDENCE,2023
2428,716.0,03/02/2023,04/03/2023,750000,R,RESIDENCE,2023
2428,45.0,04/04/2023,04/06/2023,352000,3,WAREHOUSE,2023
2427,307.6,09/06/2023,04/05/2023,715000,R,RESIDENCE,2023
2716,1012.0,01/11/2023,04/06/2023,245000,R,RESIDENCE,2023
2706,1316.0,03/10/2023,04/06/2023,500000,R,RESIDENCE,2023
2095,,03/09/2023,04/06/2023,2200000,R,RESIDENCE,2023
2095,,03/08/2023,04/05/2023,2350000,R,RESIDENCE,2023
2095,,03/08/2023,04/05/2023,2350000,R,RESIDENCE,2023
2100,,03/02/2023,04/04/2023,135000,R,RESIDENCE,2023
2097,543.7,01/11/2023,04/05/2023,2750000,R,RESIDENCE,2023
2099,455.32,02/11/2023,04/03/2023,2850000,R,RESIDENCE,2023
2096,404.71,12/02/2023,04/06/2023,3350000,R,RESIDENCE,2023
2101,,02/07/2023,04/04/2023,1175000,R,RESIDENCE,2023
2100,461.6,12/10/2023,04/05/2023,1990000,R,RESIDENCE,2023
2097,,03/01/2023,04/05/2023,3860000,R,RESIDENCE,2023
2096,642.0,02/03/2023,04/03/2023,4250000,R,RESIDENCE,2023
2099,,04/05/2023,04/05/2023,650000,R,RESIDENCE,2023
2099,682.9,11/08/2023,04/05/2023,4900000,R,RESIDENCE,2023
2097,866.3,02/04/2023,04/03/2023,1800000,R,RESIDENCE,2023
2099,455.32,04/03/2023,04/04/2023,4000000,R,RESIDENCE,2023
2097,676.6,02/01/2023,04/03/2023,2300000,R,RESIDENCE,2023
2084,689.2,03/01/2023,04/04/2023,500000,R,RESIDENCE,2023
2085,2.028,03/09/2023,04/03/2023,12500000,R,RESIDENCE,2023
2095,,03/10/2023,04/06/2023,1320000,R,RESIDENCE,2023
2099,,03/08/2023,04/05/2023,1000000,R,RESIDENCE,2023
2101,,03/03/2023,04/06/2023,680000,R,RESIDENCE,2023
2095,71.0,03/09/2023,04/03/2023,1200000,R,RESIDENCE,2023
2101,834.7,02/07/2023,04/04/2023,2102000,R,RESIDENCE,2023
2106,486.9,03/04/2023,04/06/2023,1510000,R,RESIDENCE,2023
2107,768.1,03/06/2023,04/06/2023,1955000,R,RESIDENCE,2023
2095,,03/10/2023,04/06/2023,1125000,R,RESIDENCE,2023
2621,1460.0,03/02/2023,04/03/2023,1100000,R,RESIDENCE,2023
2623,152.78,02/03/2023,04/04/2023,1750000,R,RESIDENCE,2023
2620,249.0,03/06/2023,04/05/2023,750000,R,RESIDENCE,2023
2581,9.877,12/03/2023,04/03/2023,1466000,R,RESIDENCE,2023
2620,,03/07/2023,04/06/2023,465000,R,RESIDENCE,2023
2620,708.2,03/07/2023,04/04/2023,710000,R,RESIDENCE,2023
2620,,03/07/2023,04/06/2023,220000,R,RESIDENCE,2023
2619,941.7,03/08/2023,04/05/2023,1085500,R,RESIDENCE,2023
2620,,03/07/2023,04/06/2023,372000,R,RESIDENCE,2023
2620,687.1,03/03/2023,04/03/2023,680000,R,RESIDENCE,2023
2620,,03/08/2023,04/06/2023,520000,R,RESIDENCE,2023
2620,,03/08/2023,04/06/2023,357500,R,RESIDENCE,2023
2620,,03/03/2023,04/03/2023,350000,R,RESIDENCE,2023
2620,2.0,02/03/2023,04/04/2023,1500000,R,RESIDENCE,2023
2621,986.4,03/09/2023,04/06/2023,668000,R,RESIDENCE,2023
2621,1000.0,03/07/2023,04/06/2023,875000,R,RESIDENCE,2023
2621,700.0,03/07/2023,04/05/2023,172500,R,RESIDENCE,2023
2620,,03/08/2023,04/03/2023,565000,R,RESIDENCE,2023
2621,1092.0,03/01/2023,04/04/2023,1100000,R,RESIDENCE,2023
2622,,10/11/2023,04/03/2023,295000,V,VACANT LAND,2023
2620,298.8,11/08/2023,04/06/2023,671900,R,RESIDENCE,2023
2620,617.4,02/08/2023,04/04/2023,450000,R,RESIDENCE,2023
2620,418.5,02/08/2023,04/04/2023,450000,V,VACANT LAND,2023
2620,569.0,02/08/2023,04/04/2023,450000,V,VACANT LAND,2023
2620,596.5,02/08/2023,04/04/2023,450000,V,VACANT LAND,2023
2620,438.0,02/08/2023,04/04/2023,450000,V,VACANT LAND,2023
2620,376.1,02/08/2023,04/04/2023,450000,V,VACANT LAND,2023
2620,417.3,02/08/2023,04/04/2023,450000,V,VACANT LAND,2023
2620,495.5,02/08/2023,04/04/2023,450000,V,VACANT LAND,2023
2620,573.2,02/08/2023,04/04/2023,450000,V,VACANT LAND,2023
2620,369.7,02/08/2023,04/04/2023,450000,V,VACANT LAND,2023
2620,443.0,03/03/2023,04/03/2023,960000,R,RESIDENCE,2023
2621,1001.0,03/09/2023,04/05/2023,1152000,R,RESIDENCE,2023
2630,809.4,03/02/2023,04/06/2023,476000,R,RESIDENCE,2023
2627,,02/03/2023,04/03/2023,510000,R,RESIDENCE,2023
2627,,02/03/2023,04/03/2023,510000,R,RESIDENCE,2023
2632,9416.0,03/07/2023,04/04/2023,120000,R,RESIDENCE,2023
2720,768.6,03/06/2023,04/03/2023,450000,R,RESIDENCE,2023
2830,706.6,03/07/2023,04/03/2023,470000,R,RESIDENCE,2023
2830,873.9,03/09/2023,04/06/2023,550000,R,RESIDENCE,2023
2830,887.3,03/03/2023,04/04/2023,510000,R,RESIDENCE,2023
2830,726.6,03/06/2023,04/03/2023,568000,R,RESIDENCE,2023
2831,215.3,03/02/2023,04/05/2023,1100000,3,FARM,2023
2820,53.49,04/05/2023,04/06/2023,332500,3,FARM,2023
2830,111.9,03/09/2023,04/03/2023,300000,R,RESIDENCE,2023
2830,947.6,03/08/2023,04/03/2023,890000,R,RESIDENCE,2023
2205,,03/03/2023,04/03/2023,898000,R,RESIDENCE,2023
2205,,04/04/2023,04/05/2023,760000,R,RESIDENCE,2023
2205,,02/10/2023,04/04/2023,705000,R,RESIDENCE,2023
2020,259.3,08/12/2023,04/03/2023,2100000,R,RESIDENCE,2023
2020,505.5,08/12/2023,04/03/2023,2100000,R,RESIDENCE,2023
2035,613.3,12/06/2023,04/06/2023,3000000,R,RESIDENCE,2023
2216,,02/01/2023,04/05/2023,865000,3,SHOP,2023
2207,,03/03/2023,04/06/2023,850000,R,RESIDENCE,2023
2217,,02/08/2023,04/06/2023,490000,R,RESIDENCE,2023
2217,,02/08/2023,04/06/2023,490000,R,RESIDENCE,2023
2216,,03/10/2023,04/03/2023,740000,R,RESIDENCE,2023
2216,,03/10/2023,04/03/2023,740000,R,RESIDENCE,2023
2207,657.5,12/05/2023,04/03/2023,1300000,R,RESIDENCE,2023
2205,442.6,03/03/2023,04/04/2023,1520000,R,RESIDENCE,2023
2216,,02/09/2023,04/04/2023,570000,R,RESIDENCE,2023
2019,,02/11/2023,04/06/2023,1100000,R,RESIDENCE,2023
2020,101.0,02/07/2023,04/03/2023,910000,R,RESIDENCE,2023
2020,106.0,02/07/2023,04/05/2023,935080,R,RESIDENCE,2023
2020,100.0,02/07/2023,04/06/2023,1019470,R,RESIDENCE,2023
2216,106.0,03/03/2023,04/03/2023,770000,R,RESIDENCE,2023
2216,107.0,03/09/2023,04/06/2023,785000,R,RESIDENCE,2023
2205,109.0,03/10/2023,04/04/2023,668000,R,RESIDENCE,2023
2020,,02/03/2023,04/06/2023,740000,R,RESIDENCE,2023
2402,3668.0,02/08/2023,04/06/2023,121670,3,COMMERCIAL,2023
2402,3668.0,02/08/2023,04/06/2023,121670,3,COMMERCIAL,2023
2343,82.84,02/03/2023,04/04/2023,1050000,R,RESIDENCE,2023
2464,,03/03/2023,04/03/2023,515000,R,RESIDENCE,2023
2460,864.0,03/02/2023,04/06/2023,450000,R,RESIDENCE,2023
2463,860.0,03/07/2023,04/06/2023,1050000,R,RESIDENCE,2023
2460,3.372,03/01/2023,04/05/2023,782000,R,RESIDENCE,2023
2463,5922.0,03/10/2023,04/04/2023,525000,R,RESIDENCE,2023
2460,1156.0,03/04/2023,04/03/2023,420000,R,RESIDENCE,2023
2338,1884.4,03/09/2023,04/06/2023,150000,V,VACANT LAND,2023
2583,1037.0,03/02/2023,04/05/2023,492000,R,RESIDENCE,2023
2582,246.6,03/06/2023,04/05/2023,320000,R,RESIDENCE,2023
2618,16.2,03/04/2023,04/03/2023,2700000,R,RESIDENCE,2023
2618,8.094,12/06/2023,04/06/2023,3000000,R,RESIDENCE,2023
2580,670.3,03/03/2023,04/06/2023,640000,R,RESIDENCE,2023
2579,11.97,01/11/2023,04/05/2023,975000,3,FARM,2023
2666,,03/09/2023,04/03/2023,325000,R,RESIDENCE,2023
2666,1214.0,03/09/2023,04/03/2023,335000,R,RESIDENCE,2023
2666,1012.0,03/06/2023,04/03/2023,205000,R,RESIDENCE,2023
2665,5598.0,02/10/2023,04/06/2023,160000,R,RESIDENCE,2023
2665,1012.0,03/07/2023,04/04/2023,225000,R,RESIDENCE,2023
2660,1568.0,03/03/2023,04/06/2023,375000,R,RESIDENCE,2023
2644,2971.9,02/07/2023,04/05/2023,505000,R,RESIDENCE,2023
2650,760.0,03/07/2023,04/04/2023,575000,R,RESIDENCE,2023
2650,676.8,03/09/2023,04/06/2023,600000,R,RESIDENCE,2023
2650,490.33,03/10/2023,04/06/2023,790000,R,RESIDENCE,2023
2650,482.97,03/06/2023,04/06/2023,750000,R,RESIDENCE,2023
2650,650.5,03/07/2023,04/04/2023,420000,R,RESIDENCE,2023
2650,742.5,03/09/2023,04/06/2023,395000,R,RESIDENCE,2023
2650,,03/10/2023,04/06/2023,295000,R,RESIDENCE,2023
2650,,03/07/2023,04/04/2023,253000,R,RESIDENCE,2023
2650,694.0,03/06/2023,04/03/2023,440000,R,RESIDENCE,2023
2650,512.2,03/10/2023,04/06/2023,515000,R,RESIDENCE,2023
2651,702.5,03/07/2023,04/04/2023,460000,R,RESIDENCE,2023
2650,858.2,03/02/2023,04/04/2023,575000,R,RESIDENCE,2023
2650,779.0,03/09/2023,04/05/2023,700000,R,RESIDENCE,2023
2650,726.0,03/03/2023,04/06/2023,480000,R,RESIDENCE,2023
2650,865.5,03/03/2023,04/03/2023,795000,R,RESIDENCE,2023
2650,442.6,06/06/2023,04/05/2023,195000,V,VACANT LAND,2023
2650,573.0,12/01/2023,04/05/2023,189500,V,VACANT LAND,2023
2650,510.8,12/07/2023,04/05/2023,195000,V,VACANT LAND,2023
2650,485.7,12/08/2023,04/05/2023,192500,V,VACANT LAND,2023
2650,499.1,01/12/2023,04/05/2023,195000,V,VACANT LAND,2023
2650,,11/10/2023,04/04/2023,2500000,3,FARM,2023
2650,1093.0,03/07/2023,04/04/2023,855000,R,RESIDENCE,2023
2795,689.1,03/02/2023,04/06/2023,595000,R,RESIDENCE,2023
2795,,03/03/2023,04/06/2023,325000,R,RESIDENCE,2023
2795,682.9,03/02/2023,04/06/2023,435000,R,RESIDENCE,2023
2795,554.2,03/09/2023,04/06/2023,590000,R,RESIDENCE,2023
2795,910.7,03/08/2023,04/05/2023,765000,R,RESIDENCE,2023
2795,1327.0,03/08/2023,04/05/2023,750000,R,RESIDENCE,2023
2850,4045.0,03/09/2023,04/03/2023,400000,R,RESIDENCE,2023
2850,,10/10/2023,04/04/2023,350000,V,VACANT LAND,2023
2444,,03/07/2023,04/04/2023,815000,R,RESIDENCE,2023
2446,873.2,03/08/2023,04/05/2023,1050000,R,RESIDENCE,2023
2439,710.1,03/06/2023,04/03/2023,365000,R,RESIDENCE,2023
2444,198.0,03/10/2023,04/06/2023,630000,R,RESIDENCE,2023
2443,740.3,03/08/2023,04/05/2023,759000,R,RESIDENCE,2023
2444,638.6,03/09/2023,04/06/2023,690000,R,RESIDENCE,2023
2444,626.0,03/10/2023,04/06/2023,740000,R,RESIDENCE,2023
2444,637.0,02/08/2023,04/04/2023,1075000,R,RESIDENCE,2023
2444,602.2,02/03/2023,04/06/2023,818000,R,RESIDENCE,2023
2444,696.8,03/10/2023,04/06/2023,650000,R,RESIDENCE,2023
2444,556.3,02/10/2023,04/06/2023,825000,R,RESIDENCE,2023
2444,,03/07/2023,04/06/2023,1230000,R,RESIDENCE,2023
2444,1832.0,03/09/2023,04/06/2023,4550000,3,COMMERCIAL,2023
2443,967.2,02/02/2023,04/04/2023,785000,R,RESIDENCE,2023
2444,,03/10/2023,04/06/2023,525000,R,RESIDENCE,2023
2444,607.0,02/06/2023,04/06/2023,1125000,R,RESIDENCE,2023
2443,613.4,03/07/2023,04/06/2023,1100000,R,RESIDENCE,2023
2443,490.4,03/01/2023,04/05/2023,790000,R,RESIDENCE,2023
2444,,02/07/2023,04/04/2023,565000,R,RESIDENCE,2023
2443,612.0,09/01/2023,04/06/2023,399000,V,VACANT LAND,2023
2446,4978.0,03/09/2023,04/05/2023,500000,R,RESIDENCE,2023
2445,210.0,03/06/2023,04/03/2023,645000,R,RESIDENCE,2023
2340,1.993,03/10/2023,04/06/2023,300000,R,RESIDENCE,2023
2340,632.3,03/09/2023,04/06/2023,310000,R,RESIDENCE,2023
2340,,03/10/2023,04/06/2023,330000,R,RESIDENCE,2023
2340,676.6,03/10/2023,04/05/2023,420000,R,RESIDENCE,2023
2340,556.4,03/06/2023,04/03/2023,385000,R,RESIDENCE,2023
2340,848.1,03/09/2023,04/06/2023,600000,R,RESIDENCE,2023
2340,712.2,03/09/2023,04/06/2023,205000,V,VACANT LAND,2023
2340,2.0,03/03/2023,04/03/2023,1185000,R,RESIDENCE,2023
2000,,03/11/2023,04/05/2023,1500000,R,RESIDENCE,2023
2000,,03/11/2023,04/05/2023,1500000,R,RESIDENCE,2023
2050,97.0,03/03/2023,04/06/2023,940000,R,RESIDENCE,2023
2037,,03/11/2023,04/06/2023,1275000,R,RESIDENCE,2023
2010,,02/04/2023,04/03/2023,1250000,R,RESIDENCE,2023
2010,,02/09/2023,04/06/2023,1500000,R,RESIDENCE,2023
2010,75.9,03/07/2023,04/06/2023,1435000,R,RESIDENCE,2023
2011,,03/03/2023,04/03/2023,665000,R,RESIDENCE,2023
2016,,03/10/2023,04/05/2023,800000,R,RESIDENCE,2023
2042,141.6,03/09/2023,04/06/2023,1902000,R,RESIDENCE,2023
2008,,03/03/2023,04/06/2023,1065000,R,RESIDENCE,2023
2010,63.2,03/06/2023,04/04/2023,2025000,R,RESIDENCE,2023
2011,,03/09/2023,04/06/2023,415000,R,RESIDENCE,2023
2000,,03/03/2023,04/05/2023,890000,R,RESIDENCE,2023
2000,,03/08/2023,04/06/2023,1820000,R,RESIDENCE,2023
2009,,02/06/2023,04/05/2023,3350000,R,RESIDENCE,2023
2018,119.0,03/09/2023,04/06/2023,990500,R,RESIDENCE,2023
2017,,02/03/2023,04/06/2023,1120000,R,RESIDENCE,2023
2017,116.0,02/04/2023,04/03/2023,1125000,R,RESIDENCE,2023
2037,197.91,03/03/2023,04/06/2023,3838000,R,RESIDENCE,2023
2037,202.9,03/07/2023,04/04/2023,1425000,R,RESIDENCE,2023
2037,,03/09/2023,04/06/2023,657000,R,RESIDENCE,2023
2050,137.0,03/07/2023,04/03/2023,1150000,R,RESIDENCE,2023
2037,68.0,02/04/2023,04/03/2023,861000,R,RESIDENCE,2023
2017,178.0,03/02/2023,04/05/2023,1750000,R,RESIDENCE,2023
2008,59.0,03/02/2023,04/03/2023,668000,R,RESIDENCE,2023
2037,85.0,03/09/2023,04/06/2023,858500,R,RESIDENCE,2023
2018,56.0,03/09/2023,04/04/2023,655000,R,RESIDENCE,2023
2017,72.0,03/03/2023,04/06/2023,999000,R,RESIDENCE,2023
2325,809.4,08/11/2023,11/10/2023,700000,R,RESIDENCE,2023
2267,462.1,09/08/2023,11/10/2023,800000,R,RESIDENCE,2023
2285,277.8,10/09/2023,11/10/2023,690000,R,RESIDENCE,2023
2280,704.8,10/10/2023,11/10/2023,910000,R,RESIDENCE,2023
2280,676.6,09/01/2023,11/10/2023,1150000,R,RESIDENCE,2023
2280,,10/06/2023,11/10/2023,740000,R,RESIDENCE,2023
2284,449.8,07/07/2023,11/10/2023,430000,V,VACANT LAND,2023
2284,550.1,10/06/2023,11/10/2023,1007000,R,RESIDENCE,2023
2285,712.8,10/10/2023,11/10/2023,927000,R,RESIDENCE,2023
2281,607.0,10/05/2023,11/10/2023,850000,R,RESIDENCE,2023
2283,556.4,10/07/2023,11/10/2023,1051000,R,RESIDENCE,2023
2285,600.6,10/06/2023,11/10/2023,840000,R,RESIDENCE,2023
2323,,10/06/2023,11/10/2023,610000,R,RESIDENCE,2023
2320,449.8,09/01/2023,11/10/2023,765000,R,RESIDENCE,2023
2321,13.618,10/05/2023,11/02/2023,487937,V,VACANT LAND,2023
2323,720.8,08/11/2023,11/10/2023,650000,R,RESIDENCE,2023
2333,645.9,10/06/2023,11/10/2023,542500,R,RESIDENCE,2023
2304,84.0,10/06/2023,11/10/2023,490000,R,RESIDENCE,2023
2287,350.7,10/11/2023,11/10/2023,710000,R,RESIDENCE,2023
2291,323.6,02/01/2023,11/10/2023,860000,R,RESIDENCE,2023
2304,723.32,09/01/2023,11/10/2023,1090000,V,VACANT LAND,2023
2287,192.0,10/04/2023,11/10/2023,760000,R,RESIDENCE,2023
2299,223.1,10/03/2023,11/10/2023,920000,R,RESIDENCE,2023
2315,,09/01/2023,11/10/2023,401000,R,RESIDENCE,2023
2324,540.2,10/06/2023,11/10/2023,688000,R,RESIDENCE,2023
2330,80.93,11/09/2023,11/10/2023,750000,R,RESIDENCE,2023
2550,3134.0,11/09/2023,11/10/2023,715000,3,COMMERCIAL,2023
2551,6.645,03/01/2023,11/10/2023,500000,V,VACANT LAND,2023
2551,6.304,03/07/2023,11/10/2023,520000,V,VACANT LAND,2023
2550,8.153,11/09/2023,11/10/2023,2145000,3,COMMERCIAL,2023
2548,,09/01/2023,11/10/2023,279000,3,SHOP,2023
2810,199.92,11/10/2023,11/10/2023,1360000,3,FARM,2023
2641,,10/10/2023,11/10/2023,189000,R,RESIDENCE,2023
2640,1023.0,10/04/2023,11/10/2023,260000,V,VACANT LAND,2023
2714,432.1,11/03/2023,11/10/2023,510000,R,RESIDENCE,2023
2666,194.25,11/01/2023,11/06/2023,3120000,3,FARM,2023
2656,920.5,09/12/2023,11/10/2023,455000,R,RESIDENCE,2023
2680,749.4,09/12/2023,11/10/2023,650000,R,RESIDENCE,2023
2680,5310.0,10/05/2023,11/09/2023,1250000,3,COMMERCIAL,2023
2680,1024.0,10/06/2023,11/10/2023,320000,R,RESIDENCE,2023
2155,328.1,10/08/2023,11/10/2023,1610000,R,RESIDENCE,2023
2153,143.0,06/02/2023,11/10/2023,1088000,R,RESIDENCE,2023
2153,93.0,07/04/2023,11/10/2023,695000,R,RESIDENCE,2023
2156,9.569,02/09/2023,11/09/2023,8200000,R,RESIDENCE,2023
2153,714.5,10/06/2023,11/10/2023,1850000,R,RESIDENCE,2023
2156,2.023,07/12/2023,11/10/2023,10500000,R,RESIDENCE,2023
2155,570.5,08/12/2023,11/10/2023,2022000,R,RESIDENCE,2023
2156,891.6,09/05/2023,11/10/2023,1565000,R,RESIDENCE,2023
2156,2.023,11/03/2023,11/09/2023,3700000,R,RESIDENCE,2023
2154,695.6,09/01/2023,11/10/2023,1875000,R,RESIDENCE,2023
2765,250.6,10/09/2023,11/10/2023,582000,R,RESIDENCE,2023
2157,1077.0,08/12/2023,11/10/2023,1895000,R,RESIDENCE,2023
2119,2662.0,08/10/2023,11/10/2023,3495000,R,RESIDENCE,2023
2076,766.3,09/02/2023,11/10/2023,2855000,R,RESIDENCE,2023
2075,1900.0,08/11/2023,11/10/2023,2640000,R,RESIDENCE,2023
2075,929.5,09/01/2023,11/10/2023,2470000,R,RESIDENCE,2023
2074,995.3,06/09/2023,11/09/2023,2347000,R,RESIDENCE,2023
2074,1601.56,05/10/2023,11/10/2023,5200000,R,RESIDENCE,2023
2071,1271.0,08/12/2023,11/10/2023,2957000,R,RESIDENCE,2023
2066,37.0,09/02/2023,11/10/2023,339150,3,COMMERCIAL,2023
2066,,10/10/2023,11/10/2023,455000,R,RESIDENCE,2023
2088,345.49,09/07/2023,11/10/2023,4275000,R,RESIDENCE,2023
2088,699.3,11/10/2023,11/10/2023,9750000,R,RESIDENCE,2023
2088,234.0,10/11/2023,11/10/2023,2600000,R,RESIDENCE,2023
2088,437.3,09/09/2023,11/10/2023,5000000,R,RESIDENCE,2023
2060,,11/09/2023,11/10/2023,750000,R,RESIDENCE,2023
2065,,10/06/2023,11/10/2023,1378000,R,RESIDENCE,2023
2090,,10/03/2023,11/08/2023,325000,R,RESIDENCE,2023
2090,265.0,06/11/2023,11/10/2023,3500000,R,RESIDENCE,2023
2113,897.8,08/12/2023,11/10/2023,2275000,R,RESIDENCE,2023
2122,474.3,10/07/2023,11/10/2023,2530000,R,RESIDENCE,2023
2113,,10/06/2023,11/10/2023,705000,R,RESIDENCE,2023
2114,,10/03/2023,11/10/2023,520000,R,RESIDENCE,2023
2112,,10/07/2023,11/10/2023,675000,R,RESIDENCE,2023
2113,74.0,10/11/2023,11/10/2023,549000,R,RESIDENCE,2023
2113,,10/12/2023,11/10/2023,620000,R,RESIDENCE,2023
2065,341.4,10/12/2023,11/10/2023,3150000,R,RESIDENCE,2023
2068,59.0,10/09/2023,11/10/2023,699000,R,RESIDENCE,2023
2067,,06/09/2023,11/10/2023,2515000,R,RESIDENCE,2023
2536,822.0,10/05/2023,11/10/2023,710000,R,RESIDENCE,2023
2536,640.3,10/04/2023,11/10/2023,650000,R,RESIDENCE,2023
2533,600.7,08/11/2023,11/10/2023,850000,R,RESIDENCE,2023
2529,325.2,11/06/2023,11/10/2023,330000,R,RESIDENCE,2023
2529,466.1,08/12/2023,11/10/2023,1700000,R,RESIDENCE,2023
2527,619.7,10/10/2023,11/10/2023,690000,R,RESIDENCE,2023
2541,1.507,05/03/2023,11/10/2023,5156130,V,VACANT LAND,2023
2541,,10/06/2023,11/10/2023,405000,R,RESIDENCE,2023
2538,1430.0,05/10/2023,11/10/2023,1050000,R,RESIDENCE,2023
2576,1829.0,06/02/2023,11/10/2023,2525000,R,RESIDENCE,2023
2576,922.1,10/05/2023,11/10/2023,332500,R,RESIDENCE,2023
2577,806.9,05/05/2023,11/10/2023,550000,V,VACANT LAND,2023
2515,,09/06/2023,11/10/2023,925000,R,RESIDENCE,2023
2502,638.6,11/09/2023,11/10/2023,233333,R,RESIDENCE,2023
2517,474.5,09/12/2023,11/10/2023,1200000,R,RESIDENCE,2023
2502,607.0,09/06/2023,11/10/2023,1200000,R,RESIDENCE,2023
2500,125.0,10/06/2023,11/10/2023,900000,R,RESIDENCE,2023
2870,847.0,10/12/2023,11/10/2023,380000,R,RESIDENCE,2023
2870,741.6,09/12/2023,11/10/2023,815000,R,RESIDENCE,2023
2799,894.2,10/04/2023,11/10/2023,520000,R,RESIDENCE,2023
2795,34.59,08/11/2023,11/10/2023,6300000,3,FARM,2023
2787,508.1,08/11/2023,11/10/2023,7500000,3,FARM,2023
2795,224.2,08/11/2023,11/10/2023,6300000,3,FARM,2023
2795,163.0,08/11/2023,11/10/2023,6300000,3,FARM,2023
2795,1.61,08/11/2023,11/10/2023,6300000,3,FARM,2023
2134,,10/04/2023,11/10/2023,600000,R,RESIDENCE,2023
2137,200.0,08/05/2023,11/10/2023,1525000,R,RESIDENCE,2023
2138,634.55,09/01/2023,11/10/2023,2925000,R,RESIDENCE,2023
2137,,11/01/2023,11/10/2023,800000,R,RESIDENCE,2023
2046,473.2,08/12/2023,11/10/2023,2615000,R,RESIDENCE,2023
2137,,09/06/2023,11/10/2023,810000,R,RESIDENCE,2023
2190,406.5,10/03/2023,11/10/2023,1048000,R,RESIDENCE,2023
2135,695.6,08/10/2023,11/10/2023,3160000,R,RESIDENCE,2023
2232,961.1,09/07/2023,11/10/2023,1320000,R,RESIDENCE,2023
2232,562.7,10/07/2023,11/10/2023,1604000,R,RESIDENCE,2023
2232,,09/05/2023,11/10/2023,700000,R,RESIDENCE,2023
2229,,10/11/2023,11/10/2023,946000,R,RESIDENCE,2023
2228,,10/04/2023,11/10/2023,610000,R,RESIDENCE,2023
2229,286.3,08/11/2023,11/10/2023,1950000,R,RESIDENCE,2023
2227,,11/08/2023,11/10/2023,480000,R,RESIDENCE,2023
2232,269.0,10/12/2023,11/10/2023,1345000,R,RESIDENCE,2023
2478,778.9,09/11/2023,11/10/2023,1820000,R,RESIDENCE,2023
2478,8015.0,09/12/2023,11/10/2023,1700000,R,RESIDENCE,2023
2478,562.0,10/11/2023,11/10/2023,885000,R,RESIDENCE,2023
2478,371.0,11/03/2023,11/10/2023,605000,R,RESIDENCE,2023
2481,613.4,09/07/2023,11/10/2023,4675000,R,RESIDENCE,2023
2481,,10/05/2023,11/10/2023,1140000,R,RESIDENCE,2023
2481,4497.0,09/11/2023,11/10/2023,2800000,R,RESIDENCE,2023
2470,,11/02/2023,11/10/2023,251250,R,RESIDENCE,2023
2456,439.5,09/12/2023,11/10/2023,580000,R,RESIDENCE,2023
2450,,10/06/2023,11/10/2023,512000,R,RESIDENCE,2023
2450,4005.0,10/09/2023,11/06/2023,255000,R,RESIDENCE,2023
2469,518.0,10/11/2023,11/08/2023,500000,3,FARM,2023
2469,173.8,10/11/2023,11/08/2023,1560000,3,FARM,2023
2480,594.38,10/06/2023,11/10/2023,290000,R,RESIDENCE,2023
2480,1.0,10/12/2023,11/10/2023,1049000,R,RESIDENCE,2023
2480,34.83,10/06/2023,11/03/2023,550000,R,RESIDENCE,2023
2480,303.6,08/08/2023,11/06/2023,270000,R,RESIDENCE,2023
2484,3873.0,10/03/2023,11/10/2023,361667,3,COMMERCIAL,2023
2485,,10/06/2023,11/10/2023,520000,R,RESIDENCE,2023
2488,600.2,11/07/2023,11/10/2023,1100000,R,RESIDENCE,2023
2486,,10/11/2023,11/10/2023,540000,R,RESIDENCE,2023
