post_code,area,contract_date,settlement_date,purchase_price,nature_of_property,primary_purpose,year
2325,2.503,03/01/2023,03/03/2023,6480000,3,COMMERCIAL,2023
2325,1012.0,02/08/2023,03/07/2023,670000,R,RESIDENCE,2023
2326,809.4,02/01/2023,03/08/2023,620000,R,RESIDENCE,2023
2334,1.619,06/08/2023,03/08/2023,1400000,R,RESIDENCE,2023
2327,674.6,02/06/2023,03/07/2023,550000,R,RESIDENCE,2023
2321,809.4,02/08/2023,03/08/2023,580000,R,RESIDENCE,2023
2325,2.633,02/10/2023,03/09/2023,350000,V,VACANT LAND,2023
2325,2062.5,02/03/2023,03/08/2023,910000,R,RESIDENCE,2023
2420,3396.0,02/02/2023,03/09/2023,750000,R,RESIDENCE,2023
2421,9280.0,02/06/2023,03/06/2023,565000,V,VACANT LAND,2023
2421,,09/03/2023,03/07/2023,725000,R,RESIDENCE,2023
2283,,02/02/2023,03/07/2023,690000,R,RESIDENCE,2023
2265,815.7,02/07/2023,03/07/2023,600000,R,RESIDENCE,2023
2280,594.4,02/07/2023,03/07/2023,1900000,R,RESIDENCE,2023
2280,588.1,02/01/2023,03/08/2023,672000,R,RESIDENCE,2023
2264,,11/10/2023,12/01/2023,750000,3,COMMERCIAL,2023
2290,,02/01/2023,03/09/2023,500000,3,WAREHOUSE,2023
2264,311.5,02/09/2023,03/09/2023,720000,R,RESIDENCE,2023
2283,645.0,02/07/2023,03/07/2023,770000,R,RESIDENCE,2023
2285,632.3,03/02/2023,03/09/2023,620000,R,RESIDENCE,2023
2289,,02/02/2023,03/09/2023,602000,R,RESIDENCE,2023
2290,600.7,02/02/2023,03/09/2023,755000,R,RESIDENCE,2023
2290,847.3,02/10/2023,03/03/2023,683000,R,RESIDENCE,2023
2281,751.4,12/06/2023,03/06/2023,1585000,R,RESIDENCE,2023
2280,594.4,02/09/2023,03/09/2023,875000,R,RESIDENCE,2023
2264,551.7,01/12/2023,03/09/2023,865000,R,RESIDENCE,2023
2283,636.6,02/03/2023,03/03/2023,712500,R,RESIDENCE,2023
2264,607.0,02/02/2023,03/03/2023,650000,R,RESIDENCE,2023
2281,550.1,01/07/2023,03/06/2023,1170000,R,RESIDENCE,2023
2282,808.0,02/02/2023,03/09/2023,840000,R,RESIDENCE,2023
2259,,02/03/2023,03/03/2023,455000,R,RESIDENCE,2023
2265,609.3,02/01/2023,03/03/2023,840000,R,RESIDENCE,2023
2283,113.0,03/02/2023,03/03/2023,341000,3,WAREHOUSE,2023
2290,451.0,11/11/2023,03/07/2023,420000,V,VACANT LAND,2023
2281,540.0,07/08/2023,03/08/2023,850000,V,VACANT LAND,2023
2281,625.2,03/07/2023,03/09/2023,550000,V,VACANT LAND,2023
2281,625.2,03/07/2023,03/09/2023,650000,V,VACANT LAND,2023
2281,450.2,06/11/2023,03/08/2023,465000,V,VACANT LAND,2023
2281,622.5,06/08/2023,03/08/2023,685000,R,RESIDENCE,2023
2281,596.9,07/01/2023,03/09/2023,625000,V,VACANT LAND,2023
2281,408.0,07/09/2023,03/09/2023,425000,V,VACANT LAND,2023
2281,490.7,06/04/2023,03/08/2023,450000,V,VACANT LAND,2023
2281,461.8,07/02/2023,03/08/2023,400000,V,VACANT LAND,2023
2281,450.1,07/07/2023,03/08/2023,400000,V,VACANT LAND,2023
2281,543.1,10/01/2023,03/08/2023,585000,V,VACANT LAND,2023
2281,745.4,11/11/2023,03/08/2023,670000,V,VACANT LAND,2023
2281,807.0,08/10/2023,03/09/2023,525000,V,VACANT LAND,2023
2281,664.2,06/09/2023,03/09/2023,494000,V,VACANT LAND,2023
2281,490.8,08/05/2023,03/08/2023,400000,V,VACANT LAND,2023
2281,490.8,03/08/2023,03/08/2023,599000,R,RESIDENCE,2023
2265,,07/09/2023,03/03/2023,343888,R,RESIDENCE,2023
2265,,08/04/2023,03/03/2023,308888,V,VACANT LAND,2023
2265,,07/12/2023,03/08/2023,308888,V,VACANT LAND,2023
2320,580.7,02/07/2023,03/07/2023,870000,R,RESIDENCE,2023
2322,602.7,02/10/2023,03/09/2023,1010000,R,RESIDENCE,2023
2321,,02/06/2023,03/06/2023,500000,R,RESIDENCE,2023
2320,556.4,02/03/2023,03/06/2023,620000,R,RESIDENCE,2023
2323,689.6,02/07/2023,03/07/2023,701000,R,RESIDENCE,2023
2320,556.4,02/02/2023,03/03/2023,445000,R,RESIDENCE,2023
2320,4704.0,10/10/2023,03/03/2023,1000000,R,RESIDENCE,2023
2322,902.7,02/01/2023,03/08/2023,760000,R,RESIDENCE,2023
2323,873.8,02/10/2023,03/08/2023,810000,R,RESIDENCE,2023
2321,866.6,12/05/2023,03/07/2023,890000,R,RESIDENCE,2023
2320,615.9,02/03/2023,03/09/2023,756000,R,RESIDENCE,2023
2322,578.6,02/08/2023,03/08/2023,420000,V,VACANT LAND,2023
2321,595.0,03/09/2023,03/09/2023,200000,V,VACANT LAND,2023
2320,403.9,02/02/2023,03/09/2023,700000,R,RESIDENCE,2023
2321,,02/02/2023,03/09/2023,510000,R,RESIDENCE,2023
2322,417.0,02/01/2023,03/07/2023,633000,R,RESIDENCE,2023
2333,1214.24,02/06/2023,03/06/2023,195000,R,RESIDENCE,2023
2333,1347.0,12/09/2023,03/07/2023,590000,R,RESIDENCE,2023
2333,741.8,02/10/2023,03/03/2023,350000,R,RESIDENCE,2023
2333,897.9,03/02/2023,03/09/2023,550000,R,RESIDENCE,2023
2333,979.7,02/09/2023,03/09/2023,505000,R,RESIDENCE,2023
2322,,02/09/2023,03/09/2023,431000,R,RESIDENCE,2023
2293,,02/08/2023,03/08/2023,705000,R,RESIDENCE,2023
2287,,02/02/2023,03/09/2023,565000,R,RESIDENCE,2023
2304,,10/08/2023,03/09/2023,420000,3,SHOP,2023
2298,129.0,02/02/2023,03/06/2023,685000,R,RESIDENCE,2023
2293,113.8,02/06/2023,03/06/2023,922000,R,RESIDENCE,2023
2296,170.7,02/01/2023,03/08/2023,760000,R,RESIDENCE,2023
2289,556.4,01/11/2023,03/07/2023,850000,R,RESIDENCE,2023
2303,203.8,02/01/2023,03/06/2023,820000,R,RESIDENCE,2023
2300,1491.0,12/02/2023,03/02/2023,7800000,3,COMMERCIAL,2023
2300,556.4,12/02/2023,03/02/2023,4600000,3,COMMERCIAL,2023
2303,223.0,02/09/2023,03/03/2023,950000,R,RESIDENCE,2023
2303,1034.0,01/11/2023,03/08/2023,2500000,R,RESIDENCE,2023
2295,600.7,12/09/2023,03/01/2023,6473480,R,RESIDENCE,2023
2295,9777.0,12/09/2023,03/01/2023,6473480,R,RESIDENCE,2023
2305,758.8,02/01/2023,03/09/2023,1800000,R,RESIDENCE,2023
2291,,02/03/2023,03/06/2023,860000,R,RESIDENCE,2023
2295,335.1,12/09/2023,03/06/2023,1700000,R,RESIDENCE,2023
2287,695.6,01/11/2023,03/06/2023,885500,R,RESIDENCE,2023
2291,,02/09/2023,03/09/2023,850000,R,RESIDENCE,2023
2322,581.7,02/07/2023,03/07/2023,532500,R,RESIDENCE,2023
2305,708.2,02/06/2023,03/07/2023,975000,R,RESIDENCE,2023
2291,594.4,12/08/2023,03/06/2023,2175000,R,RESIDENCE,2023
2299,777.8,03/02/2023,03/06/2023,480000,R,RESIDENCE,2023
2295,,02/03/2023,03/03/2023,925000,R,RESIDENCE,2023
2299,,02/10/2023,03/09/2023,601500,R,RESIDENCE,2023
2300,66.0,01/11/2023,03/08/2023,599000,R,RESIDENCE,2023
2300,308.0,03/01/2023,03/09/2023,4000000,R,RESIDENCE,2023
2294,607.0,02/04/2023,03/07/2023,1850000,R,RESIDENCE,2023
2300,108.0,05/11/2023,03/08/2023,950000,R,RESIDENCE,2023
2318,605.8,02/07/2023,03/07/2023,735000,R,RESIDENCE,2023
2324,,02/03/2023,03/03/2023,430000,R,RESIDENCE,2023
2324,,02/10/2023,03/03/2023,430000,R,RESIDENCE,2023
2321,170.9,02/01/2023,03/08/2023,950000,3,FARM,2023
2319,505.9,02/03/2023,03/03/2023,740000,R,RESIDENCE,2023
2317,,02/06/2023,03/03/2023,575000,R,RESIDENCE,2023
2317,,02/10/2023,03/03/2023,315000,3,WAREHOUSE,2023
2315,740.0,02/06/2023,03/06/2023,1240000,R,RESIDENCE,2023
2319,841.0,02/10/2023,03/03/2023,620000,R,RESIDENCE,2023
2319,556.4,02/10/2023,03/09/2023,655000,R,RESIDENCE,2023
2317,501.2,01/10/2023,03/06/2023,1080000,R,RESIDENCE,2023
2295,510.0,02/09/2023,03/06/2023,880000,R,RESIDENCE,2023
2330,,03/02/2023,03/07/2023,460000,R,RESIDENCE,2023
2330,,02/03/2023,03/03/2023,480000,R,RESIDENCE,2023
2330,7.79,02/11/2023,03/08/2023,2125000,R,RESIDENCE,2023
2330,3.903,03/07/2023,03/08/2023,2100000,R,RESIDENCE,2023
2550,1378.0,02/08/2023,03/06/2023,675000,R,RESIDENCE,2023
2548,,03/01/2023,03/09/2023,550000,R,RESIDENCE,2023
2548,,02/01/2023,03/03/2023,242000,R,RESIDENCE,2023
2550,5551.0,02/01/2023,03/07/2023,870000,R,RESIDENCE,2023
2550,11.42,02/09/2023,03/03/2023,750000,R,RESIDENCE,2023
2546,,02/07/2023,03/09/2023,825000,R,RESIDENCE,2023
2550,891.5,02/06/2023,03/08/2023,200000,V,VACANT LAND,2023
2794,739.8,02/08/2023,03/09/2023,310000,R,RESIDENCE,2023
2794,1012.0,02/06/2023,03/03/2023,385000,R,RESIDENCE,2023
2794,776.7,02/08/2023,03/03/2023,320000,R,RESIDENCE,2023
2794,1012.0,02/01/2023,03/03/2023,260000,R,RESIDENCE,2023
2640,,01/12/2023,03/06/2023,290000,R,RESIDENCE,2023
2640,569.1,02/06/2023,03/08/2023,480000,R,RESIDENCE,2023
2641,847.3,02/09/2023,03/09/2023,510000,R,RESIDENCE,2023
2640,690.5,02/10/2023,03/06/2023,415000,R,RESIDENCE,2023
2640,663.9,02/01/2023,03/03/2023,459000,R,RESIDENCE,2023
2640,836.22,02/02/2023,03/06/2023,434500,R,RESIDENCE,2023
2640,698.8,02/03/2023,03/06/2023,652000,R,RESIDENCE,2023
2640,924.0,02/09/2023,03/03/2023,910000,R,RESIDENCE,2023
2640,889.3,12/12/2023,03/06/2023,230000,V,VACANT LAND,2023
2713,911.4,02/03/2023,03/06/2023,385000,R,RESIDENCE,2023
2714,1.425,02/06/2023,03/08/2023,740000,R,RESIDENCE,2023
2713,,01/03/2023,03/06/2023,105000,R,RESIDENCE,2023
2663,1012.0,02/09/2023,03/09/2023,510000,R,RESIDENCE,2023
2656,1012.0,02/10/2023,03/09/2023,235000,R,RESIDENCE,2023
2700,632.3,02/08/2023,03/08/2023,305000,R,RESIDENCE,2023
2680,,03/07/2023,03/09/2023,352000,R,RESIDENCE,2023
2680,1008.0,02/06/2023,03/06/2023,425000,R,RESIDENCE,2023
2680,722.6,02/02/2023,03/06/2023,510000,R,RESIDENCE,2023
2155,,02/09/2023,03/09/2023,740000,R,RESIDENCE,2023
2765,378.2,09/07/2023,03/03/2023,1410000,R,RESIDENCE,2023
2158,122.0,02/10/2023,03/06/2023,825000,R,RESIDENCE,2023
2155,1556.0,09/02/2023,03/02/2023,3200000,3,COMMERCIAL,2023
2153,750.1,02/04/2023,03/03/2023,1590000,R,RESIDENCE,2023
2155,518.0,02/09/2023,03/07/2023,1550000,R,RESIDENCE,2023
2153,309.7,02/09/2023,03/09/2023,1630000,R,RESIDENCE,2023
2153,695.6,01/10/2023,03/07/2023,2005000,R,RESIDENCE,2023
2125,805.5,02/06/2023,03/06/2023,3200000,R,RESIDENCE,2023
2765,1.55,07/08/2023,03/03/2023,10797500,R,RESIDENCE,2023
2154,,12/10/2023,03/06/2023,1150000,R,RESIDENCE,2023
2153,192.0,12/09/2023,03/03/2023,977000,R,RESIDENCE,2023
2155,466.2,12/09/2023,03/06/2023,1570000,R,RESIDENCE,2023
2154,750.0,12/09/2023,03/09/2023,2850000,R,RESIDENCE,2023
2154,,02/03/2023,03/08/2023,885000,R,RESIDENCE,2023
2155,652.6,05/11/2023,03/03/2023,1400000,R,RESIDENCE,2023
2155,603.3,08/01/2023,03/03/2023,1200000,R,RESIDENCE,2023
2155,636.0,07/12/2023,03/03/2023,925000,V,VACANT LAND,2023
2155,980.0,07/09/2023,03/03/2023,925000,V,VACANT LAND,2023
2155,606.2,08/02/2023,03/03/2023,1100000,V,VACANT LAND,2023
2155,602.7,08/04/2023,03/03/2023,1100000,R,RESIDENCE,2023
2155,606.6,08/01/2023,03/03/2023,950000,V,VACANT LAND,2023
2155,606.7,07/05/2023,03/03/2023,1125000,V,VACANT LAND,2023
2155,180.0,02/04/2023,03/06/2023,1035000,R,RESIDENCE,2023
2765,319.6,02/04/2023,03/08/2023,620000,V,VACANT LAND,2023
2153,100.0,02/09/2023,03/09/2023,525000,R,RESIDENCE,2023
2153,189.0,01/05/2023,03/06/2023,1340000,R,RESIDENCE,2023
2077,,02/08/2023,03/03/2023,680000,R,RESIDENCE,2023
2126,740.5,12/07/2023,03/07/2023,2130000,R,RESIDENCE,2023
2077,,02/11/2023,03/06/2023,330000,R,RESIDENCE,2023
2077,,02/04/2023,03/06/2023,1116000,R,RESIDENCE,2023
2077,853.6,12/09/2023,03/09/2023,1457000,R,RESIDENCE,2023
2154,779.4,12/06/2023,03/08/2023,2390000,R,RESIDENCE,2023
2119,897.9,12/09/2023,03/03/2023,1730000,R,RESIDENCE,2023
2159,2.067,12/06/2023,03/06/2023,4250000,R,RESIDENCE,2023
2079,594.4,12/09/2023,03/09/2023,1080000,R,RESIDENCE,2023
2120,980.1,12/09/2023,03/03/2023,1710000,R,RESIDENCE,2023
2110,695.6,12/09/2023,03/03/2023,7500000,R,RESIDENCE,2023
2111,1101.0,12/05/2023,03/06/2023,8125000,3,COMMERCIAL,2023
2074,210.0,12/12/2023,03/08/2023,1000000,R,RESIDENCE,2023
2072,,02/01/2023,03/06/2023,1080000,R,RESIDENCE,2023
2072,165.1,12/06/2023,03/06/2023,2000000,3,COMMERCIAL,2023
2075,923.2,12/08/2023,03/06/2023,2550000,R,RESIDENCE,2023
2069,569.0,11/05/2023,12/08/2023,1830000,R,RESIDENCE,2023
2074,1561.8,02/01/2023,03/08/2023,7250000,R,RESIDENCE,2023
2076,1113.0,02/02/2023,03/09/2023,3310000,R,RESIDENCE,2023
2076,1676.0,11/09/2023,03/09/2023,3400000,R,RESIDENCE,2023
2074,689.2,02/01/2023,03/07/2023,2300000,R,RESIDENCE,2023
2076,137.0,02/03/2023,03/06/2023,860000,R,RESIDENCE,2023
2066,,02/03/2023,03/03/2023,820000,R,RESIDENCE,2023
2065,61.0,02/10/2023,03/06/2023,725000,R,RESIDENCE,2023
2066,114.0,02/02/2023,03/07/2023,1162000,R,RESIDENCE,2023
2066,,02/02/2023,03/06/2023,835000,R,RESIDENCE,2023
2065,103.0,09/03/2023,03/03/2023,1215000,R,RESIDENCE,2023
2065,60.0,06/03/2023,03/03/2023,805000,R,RESIDENCE,2023
2065,60.0,04/03/2023,03/06/2023,880000,R,RESIDENCE,2023
2065,60.0,07/06/2023,03/03/2023,872000,R,RESIDENCE,2023
2065,62.0,11/04/2023,03/03/2023,1125000,R,RESIDENCE,2023
2065,145.0,12/09/2023,03/03/2023,1298500,R,RESIDENCE,2023
2065,121.0,05/07/2023,03/03/2023,1205710,R,RESIDENCE,2023
2065,62.0,04/07/2023,03/03/2023,744800,R,RESIDENCE,2023
2065,61.0,05/07/2023,03/03/2023,742050,R,RESIDENCE,2023
2065,117.0,06/01/2023,03/03/2023,1180900,R,RESIDENCE,2023
2065,115.0,03/11/2023,03/03/2023,1239700,R,RESIDENCE,2023
2065,114.0,06/09/2023,03/03/2023,1435700,R,RESIDENCE,2023
2065,69.0,03/10/2023,03/03/2023,960000,R,RESIDENCE,2023
2065,68.0,03/04/2023,03/03/2023,868800,R,RESIDENCE,2023
2065,121.0,06/11/2023,03/03/2023,1482000,R,RESIDENCE,2023
2065,65.0,03/05/2023,03/03/2023,925000,R,RESIDENCE,2023
2066,161.0,12/03/2023,03/03/2023,1050000,R,RESIDENCE,2023
2088,261.9,02/08/2023,03/09/2023,3310000,R,RESIDENCE,2023
2088,105.0,12/05/2023,03/07/2023,2030000,R,RESIDENCE,2023
2060,,02/01/2023,03/09/2023,1335000,R,RESIDENCE,2023
2090,,02/02/2023,03/03/2023,1525000,R,RESIDENCE,2023
2060,,02/03/2023,03/03/2023,875000,R,RESIDENCE,2023
2060,,02/06/2023,03/06/2023,650000,R,RESIDENCE,2023
2065,,12/07/2023,03/07/2023,1900000,R,RESIDENCE,2023
2090,,02/03/2023,03/07/2023,1500000,R,RESIDENCE,2023
2061,,12/02/2023,03/03/2023,7010000,R,RESIDENCE,2023
2060,101.0,12/09/2023,03/06/2023,1310000,R,RESIDENCE,2023
2060,101.0,02/01/2023,03/03/2023,1350000,R,RESIDENCE,2023
2113,,02/01/2023,03/03/2023,590000,R,RESIDENCE,2023
2113,,02/03/2023,03/07/2023,600000,R,RESIDENCE,2023
2111,584.19,02/07/2023,03/07/2023,2675000,R,RESIDENCE,2023
2111,531.1,12/03/2023,03/03/2023,2350000,R,RESIDENCE,2023
2112,,03/08/2023,03/08/2023,272500,R,RESIDENCE,2023
2122,,02/06/2023,03/06/2023,645000,R,RESIDENCE,2023
2114,,02/03/2023,03/03/2023,625000,R,RESIDENCE,2023
2114,220.0,02/03/2023,03/03/2023,1000000,R,RESIDENCE,2023
2113,109.0,12/09/2023,03/09/2023,944000,R,RESIDENCE,2023
2067,442.6,09/09/2023,03/09/2023,5000000,R,RESIDENCE,2023
2068,556.4,12/12/2023,03/06/2023,3500000,R,RESIDENCE,2023
2068,,02/08/2023,03/08/2023,1140000,R,RESIDENCE,2023
2064,,02/02/2023,03/09/2023,1310000,R,RESIDENCE,2023
2067,,02/01/2023,03/07/2023,900000,R,RESIDENCE,2023
2067,,02/04/2023,03/06/2023,635000,R,RESIDENCE,2023
2546,,02/06/2023,03/03/2023,780000,R,RESIDENCE,2023
2536,1039.0,02/10/2023,03/06/2023,680000,R,RESIDENCE,2023
2537,1087.6,02/02/2023,03/03/2023,1010000,R,RESIDENCE,2023
2536,773.0,02/07/2023,03/06/2023,710000,R,RESIDENCE,2023
2536,667.9,02/07/2023,03/07/2023,760000,R,RESIDENCE,2023
2546,4.187,02/03/2023,03/03/2023,495000,R,RESIDENCE,2023
2537,1075.0,02/07/2023,03/07/2023,650000,R,RESIDENCE,2023
2537,739.8,02/10/2023,03/09/2023,709000,R,RESIDENCE,2023
2537,557.5,02/06/2023,03/06/2023,415000,V,VACANT LAND,2023
2533,815.7,02/03/2023,03/08/2023,1410000,R,RESIDENCE,2023
2533,723.4,12/09/2023,03/03/2023,1115000,R,RESIDENCE,2023
2529,,02/01/2023,03/03/2023,747000,R,RESIDENCE,2023
2528,575.4,02/01/2023,03/08/2023,680000,R,RESIDENCE,2023
2529,,02/02/2023,03/03/2023,1100000,R,RESIDENCE,2023
2527,300.0,02/06/2023,03/06/2023,840000,R,RESIDENCE,2023
2540,894.6,01/09/2023,03/09/2023,2080000,R,RESIDENCE,2023
2540,684.5,02/06/2023,03/06/2023,725000,R,RESIDENCE,2023
2539,10.94,02/10/2023,03/09/2023,1400000,3,FARM,2023
2540,638.6,02/03/2023,03/03/2023,1600000,R,RESIDENCE,2023
2541,809.4,02/02/2023,03/09/2023,610000,R,RESIDENCE,2023
2541,360.0,02/06/2023,03/08/2023,650000,R,RESIDENCE,2023
2540,556.4,02/12/2023,03/03/2023,550000,R,RESIDENCE,2023
2540,809.4,02/06/2023,03/06/2023,710000,R,RESIDENCE,2023
2540,765.1,02/10/2023,03/08/2023,1800000,R,RESIDENCE,2023
2541,1736.0,02/06/2023,03/08/2023,1067000,3,COMMERCIAL,2023
2540,2757.0,02/08/2023,03/08/2023,105000,R,RESIDENCE,2023
2539,800.0,02/02/2023,03/09/2023,870000,R,RESIDENCE,2023
2540,474.2,02/06/2023,03/08/2023,1065000,R,RESIDENCE,2023
2541,91.4,04/06/2023,03/09/2023,968000,R,RESIDENCE,2023
2541,87.4,04/06/2023,03/09/2023,968000,R,RESIDENCE,2023
2541,134.7,11/08/2023,03/08/2023,850000,R,RESIDENCE,2023
2541,351.4,01/12/2023,03/03/2023,740000,R,RESIDENCE,2023
2541,504.4,02/03/2023,03/03/2023,790000,R,RESIDENCE,2023
2576,1709.0,02/09/2023,03/03/2023,2400000,R,RESIDENCE,2023
2577,2770.0,01/09/2023,03/06/2023,1450000,R,RESIDENCE,2023
2577,622.2,02/09/2023,03/09/2023,754000,R,RESIDENCE,2023
2576,,02/02/2023,03/06/2023,743000,R,RESIDENCE,2023
2577,1231.0,02/07/2023,03/09/2023,744000,R,RESIDENCE,2023
2575,997.9,02/03/2023,03/03/2023,660000,R,RESIDENCE,2023
2575,1699.0,09/05/2023,03/07/2023,880000,R,RESIDENCE,2023
2519,,02/09/2023,03/07/2023,475000,R,RESIDENCE,2023
2519,556.4,02/03/2023,03/03/2023,899000,R,RESIDENCE,2023
2500,,01/10/2023,03/07/2023,481000,R,RESIDENCE,2023
2505,695.6,03/07/2023,03/09/2023,337500,R,RESIDENCE,2023
2526,1015.0,01/10/2023,03/08/2023,954000,R,RESIDENCE,2023
2500,701.4,07/06/2023,03/06/2023,3325000,R,RESIDENCE,2023
2519,594.4,02/10/2023,03/03/2023,946000,R,RESIDENCE,2023
2500,,02/03/2023,03/06/2023,490000,R,RESIDENCE,2023
2530,1035.0,03/02/2023,03/06/2023,745500,R,RESIDENCE,2023
2526,743.0,12/09/2023,03/03/2023,1200000,R,RESIDENCE,2023
2500,518.5,02/08/2023,03/08/2023,1760000,R,RESIDENCE,2023
2500,1151.0,02/02/2023,03/08/2023,2950000,3,COMMERCIAL,2023
2500,1322.0,02/02/2023,03/08/2023,3800000,3,COMMERCIAL,2023
2500,695.6,03/02/2023,03/08/2023,1500000,R,RESIDENCE,2023
2518,116.0,12/02/2023,03/06/2023,690000,R,RESIDENCE,2023
2866,1479.7,09/09/2023,03/09/2023,2445000,3,COMMERCIAL,2023
2864,7229.0,02/02/2023,03/02/2023,200000,V,VACANT LAND,2023
2870,758.6,02/09/2023,03/09/2023,330000,R,RESIDENCE,2023
2870,859.0,02/08/2023,03/08/2023,525500,R,RESIDENCE,2023
2870,1.0,03/02/2023,03/09/2023,220000,R,RESIDENCE,2023
2869,1.032,02/01/2023,03/01/2023,140000,V,VACANT LAND,2023
2870,740.8,02/03/2023,03/08/2023,495000,R,RESIDENCE,2023
2871,2.037,02/06/2023,03/03/2023,735000,R,RESIDENCE,2023
2798,155.0,11/10/2023,03/07/2023,2750000,3,FARM,2023
2798,2.111,02/03/2023,03/03/2023,480000,V,VACANT LAND,2023
2800,735.7,02/08/2023,03/08/2023,550000,R,RESIDENCE,2023
2800,670.3,11/11/2023,03/06/2023,1800000,R,RESIDENCE,2023
2800,920.1,02/07/2023,03/07/2023,882500,R,RESIDENCE,2023
2800,,02/09/2023,03/06/2023,520000,R,RESIDENCE,2023
2800,670.3,02/08/2023,03/03/2023,620000,R,RESIDENCE,2023
2800,612.1,02/02/2023,03/09/2023,1520000,R,RESIDENCE,2023
2800,,02/08/2023,03/08/2023,419000,R,RESIDENCE,2023
2800,5949.0,12/05/2023,03/06/2023,1700000,R,RESIDENCE,2023
2800,1129.0,02/07/2023,03/07/2023,880000,R,RESIDENCE,2023
2800,700.9,02/08/2023,03/08/2023,710000,R,RESIDENCE,2023
2800,2015.0,02/07/2023,03/07/2023,760000,V,VACANT LAND,2023
2134,111.0,02/02/2023,03/08/2023,860000,R,RESIDENCE,2023
2134,,02/09/2023,03/07/2023,1103000,R,RESIDENCE,2023
2137,,02/02/2023,03/03/2023,1300000,R,RESIDENCE,2023
2137,,02/08/2023,03/08/2023,790000,R,RESIDENCE,2023
2138,746.1,12/03/2023,03/03/2023,3200000,R,RESIDENCE,2023
2137,,11/12/2023,03/03/2023,1171000,R,RESIDENCE,2023
2137,442.6,12/01/2023,03/07/2023,2380000,R,RESIDENCE,2023
2137,556.4,12/10/2023,03/06/2023,2910000,R,RESIDENCE,2023
2137,,02/11/2023,03/06/2023,2150000,R,RESIDENCE,2023
2137,556.4,12/07/2023,03/07/2023,2700000,R,RESIDENCE,2023
2046,,12/08/2023,03/02/2023,1007000,R,RESIDENCE,2023
2138,249.0,12/06/2023,03/07/2023,1720000,R,RESIDENCE,2023
2140,125.0,02/08/2023,03/03/2023,700000,R,RESIDENCE,2023
2224,827.04,12/09/2023,03/09/2023,3050000,R,RESIDENCE,2023
2234,715.5,12/03/2023,03/08/2023,1565000,R,RESIDENCE,2023
2232,,11/03/2023,03/03/2023,1000000,R,RESIDENCE,2023
2230,,12/12/2023,03/06/2023,610000,R,RESIDENCE,2023
2233,662.2,12/07/2023,03/07/2023,1450000,R,RESIDENCE,2023
2230,,12/08/2023,03/03/2023,1575000,R,RESIDENCE,2023
2229,627.28,03/07/2023,03/09/2023,1207500,R,RESIDENCE,2023
2234,,01/09/2023,03/07/2023,803000,R,RESIDENCE,2023
2230,,12/09/2023,03/03/2023,791000,R,RESIDENCE,2023
2234,757.8,11/02/2023,03/07/2023,1835000,R,RESIDENCE,2023
2228,663.9,12/08/2023,03/03/2023,1685000,R,RESIDENCE,2023
2229,,01/10/2023,03/07/2023,2520000,R,RESIDENCE,2023
2232,20.0,02/07/2023,03/08/2023,171600,3,COMMERCIAL,2023
2227,967.4,12/10/2023,03/06/2023,3150000,R,RESIDENCE,2023
2229,992.7,10/05/2023,03/06/2023,2248000,R,RESIDENCE,2023
2226,670.0,02/07/2023,03/07/2023,1200000,R,RESIDENCE,2023
2228,1011.0,12/09/2023,03/09/2023,2500000,R,RESIDENCE,2023
2232,,03/03/2023,03/06/2023,362500,R,RESIDENCE,2023
2228,290.4,02/08/2023,03/08/2023,1702000,R,RESIDENCE,2023
2478,611.4,02/08/2023,03/08/2023,710000,R,RESIDENCE,2023
2478,978.2,09/08/2023,03/02/2023,815000,V,VACANT LAND,2023
2478,978.2,07/08/2023,03/02/2023,980000,V,VACANT LAND,2023
2478,797.5,09/03/2023,03/02/2023,765000,R,RESIDENCE,2023
2478,825.7,06/08/2023,03/02/2023,1050000,R,RESIDENCE,2023
2478,794.4,02/03/2023,03/08/2023,1100000,R,RESIDENCE,2023
2453,759.9,02/07/2023,03/07/2023,590000,R,RESIDENCE,2023
2483,252.9,02/02/2023,03/06/2023,1210000,R,RESIDENCE,2023
2483,638.6,02/07/2023,03/09/2023,1725000,R,RESIDENCE,2023
2482,1.25,02/02/2023,03/06/2023,1030000,R,RESIDENCE,2023
2473,,02/07/2023,03/07/2023,830000,R,RESIDENCE,2023
2472,1.0,02/02/2023,03/02/2023,810000,R,RESIDENCE,2023
2450,,02/01/2023,03/08/2023,518000,R,RESIDENCE,2023
2450,4046.0,02/06/2023,03/06/2023,1150000,R,RESIDENCE,2023
2450,770.0,02/08/2023,03/03/2023,580000,R,RESIDENCE,2023
2450,724.65,02/09/2023,03/09/2023,680000,R,RESIDENCE,2023
2450,708.2,02/01/2023,03/09/2023,670000,R,RESIDENCE,2023
2456,698.1,02/06/2023,03/06/2023,755000,R,RESIDENCE,2023
2456,575.4,02/03/2023,03/03/2023,655000,R,RESIDENCE,2023
2456,612.1,02/03/2023,03/03/2023,750000,R,RESIDENCE,2023
2456,967.5,02/07/2023,03/09/2023,1000000,R,RESIDENCE,2023
2452,494.6,02/03/2023,03/03/2023,950000,R,RESIDENCE,2023
2450,9.062,01/04/2023,03/02/2023,4000000,V,VACANT LAND,2023
2456,146.0,02/03/2023,03/03/2023,400000,R,RESIDENCE,2023
2431,,02/03/2023,03/03/2023,465000,R,RESIDENCE,2023
