area,contract_date,purchase_price,year,post_code
834.0,16/11/1990,160000,1990,2640
809.0,15/01/1990,175000,1990,2640
7.0,29/06/1990,265500,1990,2640
10.0,31/08/1990,170000,1990,2640
872.0,14/12/1990,130000,1990,2640
727.0,29/06/1990,165000,1990,2640
317.0,20/12/1990,105000,1990,2640
879.0,30/01/1990,185000,1990,2640
559.0,02/05/1990,118500,1990,2527
556.0,21/12/1990,110000,1990,2527
556.0,15/10/1990,107000,1990,2527
600.0,06/04/1990,116500,1990,2527
796.0,21/09/1990,132000,1990,2640
0.0,20/12/1990,105000,1990,2527
670.0,19/09/1990,125000,1990,2527
579.0,09/11/1990,112000,1990,2527
777.0,13/07/1990,138000,1990,2527
568.0,09/02/1990,114900,1990,2527
569.0,09/05/1990,126500,1990,2527
883.0,28/09/1990,120000,1990,2527
632.0,22/03/1990,105000,1990,2527
63.0,10/08/1990,355000,1990,2527
0.0,14/12/1990,106000,1990,2527
739.0,18/05/1990,105000,1990,2527
0.0,26/10/1990,278000,1990,2527
559.0,23/04/1990,110000,1990,2527
559.0,08/06/1990,126500,1990,2527
559.0,20/04/1990,120000,1990,2527
586.0,24/04/1990,119000,1990,2527
564.0,23/11/1990,117000,1990,2527
575.0,25/07/1990,120000,1990,2527
695.0,12/04/1990,159000,1990,2640
575.0,29/03/1990,110000,1990,2527
729.0,07/11/1990,112000,1990,2527
757.0,19/10/1990,114000,1990,2527
557.0,14/12/1990,106000,1990,2527
560.0,01/05/1990,126250,1990,2527
582.0,16/11/1990,105000,1990,2527
575.0,31/05/1990,102000,1990,2527
600.0,01/06/1990,106000,1990,2527
0.0,29/08/1990,140000,1990,2527
1018.0,17/08/1990,125000,1990,2527
632.0,13/12/1990,110000,1990,2640
,21/12/1990,145000,1990,2640
744.0,16/11/1990,117500,1990,2527
590.0,05/09/1990,115000,1990,2527
6708.0,26/06/1990,235000,1990,2527
1234.0,12/04/1990,143000,1990,2527
575.0,14/12/1990,127000,1990,2527
0.0,06/11/1990,230000,1990,2527
,23/10/1990,110000,1990,2289
0.0,23/10/1990,110000,1990,2289
569.0,07/09/1990,112000,1990,2289
1018.0,23/11/1990,117500,1990,2527
575.0,18/06/1990,117000,1990,2527
581.0,21/12/1990,113000,1990,2527
561.0,30/11/1990,144000,1990,2527
600.0,15/08/1990,126500,1990,2527
556.0,01/05/1990,104000,1990,2527
1018.0,25/09/1990,105000,1990,2527
1485.0,17/08/1990,160000,1990,2527
1485.0,13/07/1990,122000,1990,2527
916.0,12/11/1990,104000,1990,2640
695.0,23/02/1990,110000,1990,2527
822.0,19/10/1990,130000,1990,2640
979.0,16/07/1990,301500,1990,2640
656.0,31/01/1990,104000,1990,2527
1780.0,17/08/1990,240000,1990,2527
602.0,10/08/1990,105000,1990,2527
575.0,20/12/1990,193000,1990,2527
0.0,16/01/1990,465000,1990,2527
54.0,30/05/1990,107000,1990,2527
2074.0,25/05/1990,280000,1990,2527
2414.0,29/06/1990,235000,1990,2527
3344.0,20/12/1990,210000,1990,2527
300.0,23/04/1990,230000,1990,2527
623.0,23/04/1990,230000,1990,2527
40.0,14/11/1990,105000,1990,2527
902.0,16/07/1990,301500,1990,2640
704.8,30/11/1990,105298,1990,2527
0.0,27/07/1990,187500,1990,2527
705.0,30/11/1990,105298,1990,2527
3946.0,07/08/1990,245000,1990,2527
767.0,10/08/1990,123600,1990,2527
557.0,11/05/1990,115000,1990,2527
32.0,29/01/1990,375000,1990,2527
50.0,18/04/1990,200000,1990,2527
853.0,07/05/1990,114000,1990,2640
872.6,24/11/1990,127500,1990,2640
872.0,24/09/1990,120000,1990,2640
1394.0,01/03/1990,162000,1990,2640
1206.0,30/11/1990,195000,1990,2640
710.0,20/12/1990,120000,1990,2640
811.0,21/11/1990,155000,1990,2640
52.0,30/11/1990,210000,1990,2527
696.0,28/06/1990,115000,1990,2640
556.0,31/08/1990,111000,1990,2527
556.0,12/10/1990,118000,1990,2527
556.0,19/12/1990,115000,1990,2527
600.0,21/11/1990,147000,1990,2527
845.0,09/10/1990,113500,1990,2640
663.0,05/12/1990,183000,1990,2640
607.0,30/03/1990,142000,1990,2640
696.0,08/06/1990,112000,1990,2640
703.0,22/10/1990,145000,1990,2640
1238.0,02/01/1990,129000,1990,2640
1.0,17/08/1990,245000,1990,2640
737.0,21/12/1990,155000,1990,2640
669.0,16/03/1990,112000,1990,2640
1164.0,09/01/1990,161000,1990,2640
670.0,19/01/1990,130000,1990,2640
10.0,15/02/1990,400000,1990,2640
901.0,16/05/1990,135000,1990,2640
670.0,06/06/1990,135000,1990,2640
1790.0,29/11/1990,138000,1990,2640
795.0,23/01/1990,120000,1990,2640
3829.8,05/12/1990,400000,1990,2640
695.0,09/03/1990,104000,1990,2640
803.0,03/08/1990,128000,1990,2640
607.0,21/12/1990,123500,1990,2640
867.0,19/07/1990,105000,1990,2640
916.0,11/04/1990,132500,1990,2640
714.0,21/05/1990,106000,1990,2640
674.0,15/02/1990,104000,1990,2640
669.0,30/11/1990,145000,1990,2640
3012.0,30/03/1990,385000,1990,2640
1.0,20/12/1990,1500000,1990,2640
3151.0,20/12/1990,1500000,1990,2640
765.0,22/08/1990,122000,1990,2640
746.0,27/08/1990,143000,1990,2640
884.0,15/08/1990,248260,1990,2640
0.0,19/02/1990,104000,1990,2640
0.0,27/04/1990,119700,1990,2640
0.0,08/06/1990,101400,1990,2640
0.0,20/06/1990,122600,1990,2640
708.2,21/12/1990,104400,1990,2640
756.0,25/01/1990,141000,1990,2640
629.0,12/07/1990,128000,1990,2640
1165.0,14/09/1990,190000,1990,2640
915.0,21/09/1990,185000,1990,2640
708.0,09/03/1990,101000,1990,2640
943.0,31/08/1990,140000,1990,2640
486.0,08/05/1990,134000,1990,2640
1011.0,25/01/1990,130000,1990,2640
848.0,19/02/1990,165000,1990,2640
923.0,05/03/1990,235000,1990,2640
613.0,23/11/1990,145000,1990,2640
535.0,09/02/1990,165000,1990,2640
3636.0,21/01/1990,1020000,1990,2640
1173.0,06/07/1990,122500,1990,2640
834.0,15/01/1990,163000,1990,2640
,01/12/1990,163000,1990,2640
2484.0,23/07/1990,167000,1990,2640
4862.0,31/07/1990,230000,1990,2640
2235.0,30/05/1990,170000,1990,2640
719.0,10/09/1990,160000,1990,2640
733.0,20/12/1990,115000,1990,2640
4047.0,09/04/1990,105000,1990,2640
829.0,16/10/1990,175100,1990,2640
809.0,30/11/1990,125000,1990,2640
1012.0,14/12/1990,160000,1990,2640
926.0,20/12/1990,1500000,1990,2640
944.0,20/12/1990,1500000,1990,2640
612.0,26/11/1990,114000,1990,2527
1007.0,31/08/1990,180000,1990,2640
0.0,20/07/1990,125000,1990,2640
817.0,16/01/1990,135000,1990,2640
109.0,06/12/1990,127000,1990,2640
625.0,18/10/1990,180000,1990,2640
1216.0,21/12/1990,760000,1990,2640
0.0,21/12/1990,760000,1990,2640
910.0,16/07/1990,110000,1990,2640
822.0,23/04/1990,109000,1990,2640
758.0,06/04/1990,116000,1990,2640
714.0,23/02/1990,134000,1990,2527
828.0,09/03/1990,142000,1990,2640
820.0,16/03/1990,110000,1990,2640
820.3,12/12/1990,175000,1990,2640
774.0,11/05/1990,215000,1990,2640
793.0,04/09/1990,151500,1990,2640
746.0,02/04/1990,105000,1990,2640
870.0,29/06/1990,140000,1990,2640
751.0,30/08/1990,109250,1990,2640
3456.0,25/05/1990,250000,1990,2640
577.0,24/09/1990,103000,1990,2527
559.0,27/04/1990,113000,1990,2527
644.0,24/08/1990,134000,1990,2527
724.0,12/03/1990,123000,1990,2527
612.0,06/04/1990,112000,1990,2527
575.0,05/10/1990,107000,1990,2527
663.0,10/12/1990,115000,1990,2640
777.0,25/01/1990,130000,1990,2640
689.0,07/09/1990,138000,1990,2640
0.0,18/05/1990,103500,1990,2640
0.0,09/11/1990,102000,1990,2640
12.0,06/11/1990,160000,1990,2640
743.0,12/10/1990,155000,1990,2640
852.0,06/11/1990,110000,1990,2640
0.0,20/09/1990,280000,1990,2640
688.0,25/05/1990,137000,1990,2640
834.0,21/02/1990,110000,1990,2640
803.0,20/04/1990,107500,1990,2640
1265.0,02/04/1990,107000,1990,2640
771.0,09/11/1990,120000,1990,2527
652.0,21/12/1990,130000,1990,2527
733.0,27/07/1990,105000,1990,2527
1031.0,06/03/1990,242000,1990,2640
0.0,06/07/1990,103000,1990,2640
858.0,15/12/1990,250000,1990,2640
581.0,08/08/1990,179000,1990,2640
1100.0,19/01/1990,181000,1990,2640
743.0,23/03/1990,150000,1990,2640
1069.0,22/05/1990,181000,1990,2640
1353.0,18/04/1990,240000,1990,2640
989.0,30/11/1990,195000,1990,2640
1103.0,20/12/1990,175000,1990,2640
660.0,01/02/1990,445000,1990,2640
581.0,01/02/1990,350000,1990,2640
,20/12/1990,105000,1990,2640
573.0,09/07/1990,122000,1990,2527
685.0,11/05/1990,136500,1990,2527
687.0,07/06/1990,157000,1990,2640
672.0,09/10/1990,185000,1990,2640
0.0,19/06/1990,120000,1990,2640
1265.0,01/05/1990,240000,1990,2640
777.8,14/12/1990,102000,1990,2640
923.0,13/07/1990,165000,1990,2640
792.0,23/02/1990,130000,1990,2640
809.0,12/03/1990,166500,1990,2640
790.0,15/03/1990,127500,1990,2640
653.0,12/01/1990,115500,1990,2640
814.0,08/08/1990,180000,1990,2640
708.0,19/03/1990,130000,1990,2640
699.0,23/10/1990,107500,1990,2640
722.0,02/07/1990,122000,1990,2640
732.0,14/12/1990,145000,1990,2640
720.0,02/07/1990,106000,1990,2640
730.0,09/02/1990,143500,1990,2640
695.0,07/12/1990,120000,1990,2640
184.0,20/12/1990,112000,1990,2640
741.0,08/01/1990,140000,1990,2640
788.0,29/06/1990,126000,1990,2640
645.0,24/04/1990,120000,1990,2640
0.0,25/01/1990,130000,1990,2640
675.0,25/10/1990,166000,1990,2640
3.797,17/10/1990,200000,1990,2640
5217.0,20/11/1990,330000,1990,2640
800.0,04/01/1990,125000,1990,2640
796.0,11/05/1990,106000,1990,2640
815.0,10/08/1990,143000,1990,2640
1783.0,21/11/1990,200000,1990,2640
1783.0,21/11/1990,200000,1990,2640
697.0,16/03/1990,135500,1990,2640
696.7,16/03/1990,135500,1990,2640
763.0,11/05/1990,113500,1990,2640
1008.0,24/04/1990,112000,1990,2640
0.0,12/09/1990,106000,1990,2640
947.0,21/09/1990,130000,1990,2640
761.0,23/02/1990,115000,1990,2640
0.0,27/06/1990,118000,1990,2640
0.0,08/08/1990,125000,1990,2640
680.0,24/07/1990,150000,1990,2640
2675.0,24/08/1990,600000,1990,2640
703.0,19/04/1990,215000,1990,2640
933.0,23/02/1990,113000,1990,2640
,15/12/1990,120500,1990,2640
850.0,08/02/1990,108000,1990,2640
886.0,24/08/1990,103000,1990,2640
0.0,25/09/1990,120000,1990,2640
0.0,30/11/1990,108750,1990,2640
0.0,01/08/1990,111000,1990,2640
758.0,21/09/1990,146000,1990,2640
758.0,13/12/1990,173000,1990,2640
626.0,18/06/1990,112000,1990,2640
675.3,21/12/1990,108000,1990,2640
697.0,14/02/1990,160000,1990,2640
838.0,14/03/1990,143000,1990,2640
142.2,31/08/1990,189000,1990,2015
142.0,02/11/1990,189000,1990,2015
,28/11/1990,118500,1990,2015
,12/09/1990,177500,1990,2015
149.0,16/11/1990,177500,1990,2015
,16/03/1990,178000,1990,2015
163.0,11/05/1990,178000,1990,2015
820.0,12/04/1990,106000,1990,2640
698.0,16/03/1990,120000,1990,2640
5665.0,20/12/1990,102000,1990,2440
1450.8,06/06/1990,460000,1990,2015
208.7,25/09/1990,125000,1990,2015
209.0,12/12/1990,125000,1990,2015
89.0,31/01/1990,126500,1990,2015
,25/06/1990,151000,1990,2015
149.0,02/08/1990,151000,1990,2015
,25/09/1990,185000,1990,2015
297.0,02/11/1990,185000,1990,2015
260.0,01/11/1990,350000,1990,2015
260.4,03/10/1990,350000,1990,2015
149.0,31/01/1990,171000,1990,2015
,23/05/1990,110000,1990,2015
182.0,04/07/1990,110000,1990,2015
,02/08/1990,129500,1990,2015
4905.0,09/10/1990,2000000,1990,2015
5823.0,09/10/1990,2000000,1990,2015
4905.0,06/07/1990,2000000,1990,2015
0.0,10/01/1990,1700000,1990,2015
2217.0,16/05/1990,1035000,1990,2015
,04/04/1990,1035000,1990,2015
0.0,26/06/1990,804634,1990,2015
3.0,26/03/1990,15750000,1990,2015
3.455,29/01/1990,15750000,1990,2015
2254.0,26/04/1990,120000,1990,2640
21.0,26/10/1990,240000,1990,2440
2000.0,15/08/1990,185000,1990,2440
7875.0,24/12/1990,152000,1990,2440
,10/01/1990,188000,1990,2015
153.0,14/02/1990,188000,1990,2015
276.0,18/07/1990,159000,1990,2015
,21/04/1990,159000,1990,2015
139.1,30/01/1990,142000,1990,2015
139.0,13/02/1990,142000,1990,2015
,14/09/1990,165000,1990,2015
159.0,10/10/1990,165000,1990,2015
158.1,26/06/1990,168000,1990,2015
158.0,20/08/1990,168000,1990,2015
347.5,13/08/1990,285000,1990,2015
348.0,15/11/1990,285000,1990,2015
1056.0,02/02/1990,187500,1990,2640
1815.0,07/11/1990,1100000,1990,2015
6290.0,17/07/1990,1250000,1990,2015
0.0,03/04/1990,530000,1990,2015
0.0,11/07/1990,525000,1990,2015
,21/08/1990,850000,1990,2015
645.0,16/05/1990,115000,1990,2640
0.0,09/07/1990,103000,1990,2640
729.0,29/08/1990,183000,1990,2640
,13/11/1990,153000,1990,2015
1074.0,16/05/1990,160000,1990,2640
841.0,27/06/1990,140000,1990,2640
717.0,12/10/1990,137000,1990,2640
4068.0,07/08/1990,138000,1990,2440
2.0,30/11/1990,128000,1990,2440
28.0,20/08/1990,300000,1990,2640
797.0,22/02/1990,155000,1990,2640
796.7,22/02/1990,155000,1990,2640
897.0,01/10/1990,760000,1990,2640
575.0,02/10/1990,407500,1990,2640
860.0,23/11/1990,145000,1990,2640
1113.0,18/12/1990,132000,1990,2640
798.0,04/07/1990,201000,1990,2640
1216.0,10/04/1990,280000,1990,2640
461.0,08/08/1990,138000,1990,2640
164.4,17/12/1990,145000,1990,2015
,20/05/1990,116000,1990,2015
153.0,11/07/1990,116000,1990,2015
,11/07/1990,165000,1990,2015
228.0,03/08/1990,165000,1990,2015
15.0,19/12/1990,148500,1990,2440
4444.0,07/12/1990,135000,1990,2440
3.0,06/04/1990,159000,1990,2440
,04/10/1990,106000,1990,2015
153.0,15/11/1990,106000,1990,2015
153.3,06/08/1990,130000,1990,2015
,13/11/1990,134000,1990,2015
1375.0,21/08/1990,780000,1990,2015
1379.0,05/12/1990,780000,1990,2015
,29/03/1990,129000,1990,2015
297.0,22/06/1990,129000,1990,2015
,05/06/1990,139000,1990,2015
149.0,13/07/1990,139000,1990,2015
,01/12/1990,128000,1990,2015
897.0,22/02/1990,135000,1990,2640
885.0,27/02/1990,170000,1990,2640
542.0,14/09/1990,170000,1990,2640
689.0,12/10/1990,126000,1990,2640
860.0,22/11/1990,126000,1990,2640
720.0,16/10/1990,110000,1990,2640
2.173,03/07/1990,6700000,1990,2015
2173.0,03/08/1990,6700000,1990,2015
107.4,26/03/1990,130000,1990,2015
107.4,14/09/1990,167000,1990,2015
107.0,12/10/1990,167000,1990,2015
101.0,01/05/1990,130000,1990,2015
101.0,02/11/1990,138000,1990,2015
7666.0,18/07/1990,6580000,1990,2015
156.1,06/12/1990,120000,1990,2015
2027.0,30/05/1990,375000,1990,2640
