area,contract_date,purchase_price,year,post_code
,21/07/1995,260000,1995,2204
,04/08/1995,183000,1995,2204
233.9,21/02/1995,145000,1995,2204
,28/10/1995,228000,1995,2204
,21/08/1995,190000,1995,2204
,22/04/1995,236000,1995,2035
,11/10/1995,193500,1995,2035
448.9,08/12/1995,210000,1995,2035
379.4,21/04/1995,187500,1995,2035
557.8,11/08/1995,147000,1995,2204
2.187,14/11/1995,220000,1995,2765
1.455,31/07/1995,232500,1995,2765
2415.0,27/07/1995,170000,1995,2122
,28/04/1995,102000,1995,2204
,02/05/1995,165000,1995,2204
314.3,03/02/1995,2700000,1995,2035
,07/02/1995,345000,1995,2035
550.1,01/05/1995,430000,1995,2035
645.0,30/08/1995,350000,1995,2035
682.9,22/02/1995,309500,1995,2122
1451.0,21/07/1995,265000,1995,2122
1109.0,27/05/1995,300000,1995,2122
164.0,22/06/1995,155000,1995,2204
202.3,19/04/1995,200000,1995,2204
,09/04/1995,380000,1995,2204
158.1,28/09/1995,220000,1995,2204
328.8,07/06/1995,158000,1995,2204
,27/07/1995,112000,1995,2204
,27/04/1995,110000,1995,2204
,13/10/1995,120000,1995,2204
,04/05/1995,133000,1995,2204
6061.0,18/05/1995,915000,1995,2204
4432.0,23/06/1995,400000,1995,2204
562.8,04/10/1995,870000,1995,2035
4141.0,07/04/1995,207000,1995,2790
2733.0,22/12/1995,235000,1995,2790
4000.0,03/02/1995,173000,1995,2790
3035.0,08/03/1995,110000,1995,2652
196.0,03/04/1995,148917,1995,2204
,26/05/1995,240000,1995,2204
2897.0,01/02/1995,112000,1995,2204
88.5,09/08/1995,157000,1995,2204
88.5,29/03/1995,136000,1995,2204
512.2,03/08/1995,145000,1995,2204
215.0,29/08/1995,175000,1995,2204
,28/02/1995,162500,1995,2204
411.0,01/11/1995,420000,1995,2204
430.0,01/05/1995,285000,1995,2204
416.1,28/10/1995,112500,1995,2204
,23/10/1995,172500,1995,2204
173.3,04/12/1995,168000,1995,2204
3219.0,16/05/1995,275000,1995,2204
3219.0,18/10/1995,305000,1995,2204
183.4,14/08/1995,150000,1995,2204
243.5,26/05/1995,135000,1995,2204
1619.0,28/04/1995,375000,1995,2204
1619.0,24/11/1995,135000,1995,2204
196.0,30/06/1995,140000,1995,2204
196.0,20/10/1995,182500,1995,2204
,25/10/1995,400000,1995,2035
183.4,14/11/1995,160000,1995,2204
316.2,17/03/1995,340000,1995,2204
202.3,17/03/1995,340000,1995,2204
533.1,07/07/1995,158000,1995,2204
164.4,12/01/1995,160000,1995,2204
,14/07/1995,175000,1995,2204
,27/03/1995,192000,1995,2204
8010.0,25/05/1995,515000,1995,2204
,15/11/1995,400000,1995,2204
,28/11/1995,130500,1995,2204
113.8,18/05/1995,135000,1995,2204
237.3,25/10/1995,185000,1995,2204
,01/11/1995,211000,1995,2204
,15/11/1995,176000,1995,2204
,11/11/1995,365000,1995,2204
404.3,11/04/1995,350000,1995,2204
,21/07/1995,230000,1995,2204
,18/05/1995,350000,1995,2204
,14/07/1995,300000,1995,2204
,18/10/1995,270000,1995,2204
1888.0,31/10/1995,140000,1995,2204
,28/04/1995,275000,1995,2035
,08/02/1995,209000,1995,2035
,26/05/1995,157000,1995,2035
,29/11/1995,155000,1995,2035
,22/11/1995,232000,1995,2035
276.5,21/06/1995,325000,1995,2035
,23/11/1995,850000,1995,2035
,13/12/1995,236000,1995,2035
166.7,02/03/1995,185000,1995,2204
139.1,22/11/1995,152000,1995,2204
,16/11/1995,215000,1995,2204
,27/12/1995,1000000,1995,2204
3821.0,21/10/1995,220000,1995,2122
59.0,22/06/1995,195000,1995,2122
5900.0,03/07/1995,170000,1995,2122
5900.0,15/09/1995,185000,1995,2122
,24/10/1995,230000,1995,2035
,16/01/1995,149000,1995,2035
,24/01/1995,285000,1995,2204
215.0,27/07/1995,170000,1995,2204
436.3,20/04/1995,333000,1995,2035
,18/04/1995,258000,1995,2035
,17/05/1995,236000,1995,2035
,08/09/1995,215000,1995,2035
,15/09/1995,208000,1995,2035
,15/07/1995,184000,1995,2035
,20/09/1995,173000,1995,2204
1855.0,19/03/1995,1300000,1995,2204
404.7,01/03/1995,166500,1995,2204
,15/04/1995,200000,1995,2204
,13/12/1995,158000,1995,2204
202.2,20/07/1995,145500,1995,2204
,09/06/1995,114000,1995,2204
758.8,16/06/1995,425000,1995,2035
790.4,10/05/1995,320000,1995,2035
645.0,15/09/1995,380000,1995,2035
368.8,12/04/1995,498000,1995,2652
,24/05/1995,186500,1995,2204
695.6,13/02/1995,258000,1995,2204
,17/05/1995,215000,1995,2204
259.3,14/09/1995,193540,1995,2204
,05/12/1995,312500,1995,2204
,03/11/1995,245000,1995,2204
,03/11/1995,245000,1995,2204
9996.8,01/06/1995,1742500,1995,2204
178.2,30/10/1995,170000,1995,2204
,20/01/1995,182000,1995,2204
,17/01/1995,175000,1995,2204
594.3,22/12/1995,260000,1995,2204
594.3,23/02/1995,180000,1995,2204
,13/11/1995,279000,1995,2204
,20/12/1995,120000,1995,2204
240.3,22/03/1995,165000,1995,2204
,04/08/1995,205000,1995,2204
141.0,17/08/1995,162000,1995,2204
4520.0,27/11/1995,237500,1995,2204
75.9,05/09/1995,153000,1995,2204
168.3,29/09/1995,214240,1995,2652
364.5,06/12/1995,468250,1995,2652
,27/01/1995,167000,1995,2204
,26/09/1995,185000,1995,2204
323.8,21/08/1995,160000,1995,2204
,25/09/1995,161000,1995,2204
328.8,18/09/1995,190000,1995,2204
,14/06/1995,382000,1995,2204
,14/09/1995,272000,1995,2204
,12/12/1995,135000,1995,2204
207.2,24/02/1995,205000,1995,2204
208.1,24/02/1995,205000,1995,2204
214.9,22/06/1995,138000,1995,2204
542.0,25/05/1995,442000,1995,2204
554.1,01/11/1995,505000,1995,2204
,15/11/1995,220000,1995,2204
,21/04/1995,136000,1995,2204
,28/04/1995,139500,1995,2204
,27/06/1995,124000,1995,2204
,03/07/1995,128000,1995,2204
,21/07/1995,131000,1995,2204
,24/08/1995,135000,1995,2204
,28/08/1995,132000,1995,2204
,24/10/1995,125000,1995,2204
,04/12/1995,124000,1995,2204
,22/12/1995,128000,1995,2204
,22/12/1995,130000,1995,2204
,15/12/1995,270000,1995,2204
,13/05/1995,160000,1995,2204
,07/08/1995,170000,1995,2204
,22/03/1995,207000,1995,2035
,20/06/1995,240000,1995,2035
290.9,27/04/1995,277000,1995,2035
,16/06/1995,155000,1995,2035
278.4,25/11/1995,250000,1995,2035
366.7,15/11/1995,231000,1995,2035
303.5,06/12/1995,250000,1995,2035
1511.25,26/06/1995,1600000,1995,2035
,11/09/1995,2100000,1995,2035
1257.0,20/01/1995,280000,1995,2035
1257.0,27/01/1995,258000,1995,2035
1257.0,20/03/1995,262000,1995,2035
1257.0,24/04/1995,270000,1995,2035
1257.0,24/04/1995,272000,1995,2035
1257.0,15/06/1995,255000,1995,2035
1257.0,25/06/1995,258000,1995,2035
1257.0,11/08/1995,277000,1995,2035
1257.0,21/09/1995,240000,1995,2035
1257.0,18/10/1995,240000,1995,2035
1257.0,16/11/1995,267000,1995,2035
1257.0,07/12/1995,272000,1995,2035
1257.0,07/12/1995,282888,1995,2035
,06/04/1995,189000,1995,2204
259.2,19/12/1995,225000,1995,2204
,13/07/1995,212000,1995,2204
,17/02/1995,162500,1995,2204
,31/03/1995,152500,1995,2204
,03/08/1995,288000,1995,2204
,09/08/1995,220000,1995,2204
,30/11/1995,285000,1995,2204
,31/08/1995,206000,1995,2204
5339.0,15/11/1995,200000,1995,2122
314.2,22/07/1995,265000,1995,2035
838.3,16/06/1995,500000,1995,2035
838.3,16/06/1995,3700000,1995,2035
290.9,12/04/1995,280000,1995,2035
321.4,11/12/1995,272500,1995,2035
234.6,11/12/1995,272500,1995,2035
,09/08/1995,365000,1995,2035
531.1,18/02/1995,291000,1995,2035
,02/08/1995,261000,1995,2035
,18/10/1995,377500,1995,2035
227.6,20/05/1995,225500,1995,2035
271.6,02/06/1995,273000,1995,2035
181.9,07/12/1995,165000,1995,2204
,10/08/1995,156000,1995,2204
,13/06/1995,230000,1995,2204
208.6,03/11/1995,192500,1995,2204
234.0,03/07/1995,165000,1995,2204
177.0,08/11/1995,158000,1995,2204
543.8,11/10/1995,150000,1995,2035
,09/03/1995,144000,1995,2035
,02/11/1995,680000,1995,2204
,20/10/1995,340000,1995,2035
11.33,19/06/1995,150000,1995,2652
1486.0,30/05/1995,950000,1995,2204
,28/08/1995,150000,1995,2204
,12/10/1995,173500,1995,2204
314.8,22/12/1995,445000,1995,2204
,11/04/1995,190000,1995,2204
,13/04/1995,167000,1995,2204
,29/09/1995,164000,1995,2204
,24/07/1995,162000,1995,2204
,06/03/1995,123750,1995,2204
538.8,31/10/1995,322000,1995,2204
,20/06/1995,360000,1995,2204
467.9,17/07/1995,250000,1995,2204
,31/05/1995,260000,1995,2204
668.7,06/11/1995,112500,1995,2204
,14/10/1995,355000,1995,2204
,11/04/1995,421000,1995,2204
,24/08/1995,214000,1995,2204
,12/01/1995,150000,1995,2204
234.0,05/10/1995,172000,1995,2204
,02/06/1995,222000,1995,2204
259.3,17/11/1995,171000,1995,2204
271.9,13/04/1995,140000,1995,2204
211.2,06/07/1995,170000,1995,2204
,01/11/1995,309000,1995,2204
265.6,01/02/1995,110000,1995,2204
265.6,29/11/1995,127000,1995,2204
,26/05/1995,245000,1995,2204
,22/05/1995,110000,1995,2204
,07/07/1995,230000,1995,2204
3098.0,06/09/1995,1300000,1995,2204
436.3,04/08/1995,365000,1995,2204
398.4,11/09/1995,450000,1995,2204
507.9,14/11/1995,490000,1995,2204
,22/03/1995,130500,1995,2204
,26/11/1995,137000,1995,2204
126.5,01/10/1995,182000,1995,2204
,11/08/1995,130000,1995,2204
,24/08/1995,155000,1995,2204
480.6,25/09/1995,300000,1995,2035
,04/12/1995,426000,1995,2035
493.2,22/07/1995,491000,1995,2035
575.4,01/08/1995,450000,1995,2035
,19/09/1995,272500,1995,2035
550.1,17/11/1995,178000,1995,2035
,10/06/1995,280000,1995,2035
183.4,07/11/1995,210000,1995,2204
1848.0,13/01/1995,110500,1995,2035
1848.0,30/01/1995,112500,1995,2035
1848.0,03/02/1995,128000,1995,2035
1848.0,03/02/1995,190000,1995,2035
1848.0,24/02/1995,102000,1995,2035
1848.0,10/03/1995,108500,1995,2035
1848.0,27/03/1995,109000,1995,2035
1848.0,28/03/1995,112500,1995,2035
1848.0,24/04/1995,138000,1995,2035
1848.0,24/04/1995,209000,1995,2035
1848.0,28/04/1995,106500,1995,2035
1848.0,17/05/1995,107000,1995,2035
1848.0,16/06/1995,112500,1995,2035
1848.0,12/07/1995,106950,1995,2035
1848.0,05/10/1995,108000,1995,2035
1848.0,21/11/1995,108000,1995,2035
177.0,12/05/1995,155000,1995,2204
,09/11/1995,176500,1995,2204
,21/09/1995,128000,1995,2204
158.1,15/12/1995,134000,1995,2204
2.093,09/02/1995,236000,1995,2122
2.093,24/02/1995,236000,1995,2122
2.093,23/03/1995,226000,1995,2122
2.093,10/05/1995,248000,1995,2122
2.093,16/06/1995,245000,1995,2122
2.093,19/06/1995,223000,1995,2122
2.093,07/11/1995,285000,1995,2122
665.0,01/12/1995,155000,1995,2287
630.0,03/05/1995,149000,1995,2287
738.8,09/08/1995,150000,1995,2287
595.0,16/10/1995,105000,1995,2287
694.8,28/06/1995,117000,1995,2287
617.3,21/07/1995,158000,1995,2287
536.6,07/09/1995,131000,1995,2287
969.0,07/03/1995,310000,1995,2293
,12/01/1995,115000,1995,2293
,07/04/1995,130000,1995,2293
91.94,20/04/1995,165000,1995,2204
,24/01/1995,170000,1995,2204
,28/10/1995,175000,1995,2204
,11/08/1995,290000,1995,2204
,27/06/1995,115000,1995,2204
1486.0,28/04/1995,170550,1995,2204
,17/02/1995,127000,1995,2765
1.951,18/11/1995,325000,1995,2765
680.0,26/06/1995,136000,1995,2287
730.5,31/01/1995,127000,1995,2287
88.0,11/01/1995,154000,1995,2287
608.0,14/11/1995,135000,1995,2287
1814.0,07/12/1995,220000,1995,2287
720.4,07/09/1995,166500,1995,2287
776.1,31/03/1995,173000,1995,2287
,20/01/1995,155000,1995,2204
,24/03/1995,150000,1995,2204
,20/10/1995,210000,1995,2204
,07/07/1995,155000,1995,2204
371.6,20/07/1995,152000,1995,2204
,16/11/1995,265000,1995,2204
,01/03/1995,240000,1995,2204
423.7,03/10/1995,314000,1995,2204
63.0,31/01/1995,135000,1995,2287
591.3,04/04/1995,432000,1995,2122
591.3,25/01/1995,460000,1995,2122
7.0,24/03/1995,530000,1995,2122
575.4,06/09/1995,283000,1995,2122
8085.0,10/05/1995,172000,1995,2122
8085.0,30/05/1995,185000,1995,2122
8085.0,27/06/1995,180000,1995,2122
8085.0,14/08/1995,183000,1995,2122
8085.0,15/09/1995,170000,1995,2122
484.5,24/10/1995,514000,1995,2287
,02/02/1995,190000,1995,2122
,17/05/1995,194000,1995,2122
,07/09/1995,180000,1995,2122
4453.0,20/02/1995,158000,1995,2122
4453.0,27/04/1995,170000,1995,2122
4453.0,23/12/1995,163000,1995,2122
,28/11/1995,144000,1995,2204
803.1,19/05/1995,125000,1995,2204
1673.0,09/06/1995,2350000,1995,2204
1673.0,20/09/1995,140000,1995,2204
1673.0,20/09/1995,159000,1995,2204
1673.0,21/09/1995,142500,1995,2204
1673.0,27/09/1995,135000,1995,2204
1673.0,28/09/1995,144000,1995,2204
1673.0,03/10/1995,149000,1995,2204
1673.0,06/10/1995,117000,1995,2204
1673.0,10/10/1995,144000,1995,2204
1673.0,13/10/1995,142500,1995,2204
1673.0,13/10/1995,143000,1995,2204
1673.0,20/10/1995,140000,1995,2204
1673.0,20/10/1995,155000,1995,2204
1673.0,24/10/1995,129000,1995,2204
1673.0,27/10/1995,135000,1995,2204
1673.0,31/10/1995,117000,1995,2204
1673.0,01/11/1995,115000,1995,2204
1673.0,01/11/1995,145000,1995,2204
1673.0,07/11/1995,147000,1995,2204
1673.0,22/11/1995,140500,1995,2204
1673.0,22/11/1995,144000,1995,2204
1673.0,23/11/1995,135000,1995,2204
1673.0,23/11/1995,150000,1995,2204
1673.0,24/11/1995,137500,1995,2204
1673.0,24/11/1995,147000,1995,2204
1673.0,28/11/1995,136000,1995,2204
1673.0,01/12/1995,135000,1995,2204
1.092,21/04/1995,182500,1995,2122
1.092,22/12/1995,170000,1995,2122
741.4,06/12/1995,120000,1995,2287
696.5,04/10/1995,135950,1995,2287
817.2,28/02/1995,146000,1995,2287
744.5,23/02/1995,132000,1995,2287
593.4,07/08/1995,118500,1995,2287
896.7,20/01/1995,130000,1995,2287
551.4,12/05/1995,112500,1995,2287
526.8,06/04/1995,140000,1995,2287
526.8,09/11/1995,105000,1995,2287
315.4,22/12/1995,235000,1995,2204
,21/03/1995,110000,1995,2204
,29/06/1995,107000,1995,2204
,08/08/1995,117000,1995,2204
,08/09/1995,114000,1995,2204
,31/10/1995,109000,1995,2204
,12/10/1995,260000,1995,2204
,28/05/1995,125000,1995,2204
,29/05/1995,125000,1995,2204
7446.0,30/03/1995,1305000,1995,2204
,18/05/1995,255000,1995,2204
168.0,10/10/1995,146000,1995,2204
,29/08/1995,302000,1995,2204
589.1,09/11/1995,118000,1995,2287
573.9,22/12/1995,125000,1995,2287
303.5,30/08/1995,125000,1995,2293
,18/09/1995,103000,1995,2293
,17/08/1995,140000,1995,2293
,08/05/1995,128500,1995,2293
1256.0,18/10/1995,153500,1995,2204
,17/03/1995,120000,1995,2204
,13/03/1995,127000,1995,2204
,14/09/1995,208000,1995,2204
699.5,18/05/1995,106300,1995,2287
1.125,15/03/1995,215500,1995,2122
1.125,04/09/1995,203000,1995,2122
1.125,22/09/1995,201000,1995,2122
,03/08/1995,231000,1995,2204
1086.0,15/02/1995,165000,1995,2204
1086.0,31/03/1995,160000,1995,2204
1086.0,19/07/1995,169500,1995,2204
1086.0,17/08/1995,178000,1995,2204
1086.0,23/08/1995,160000,1995,2204
1086.0,07/11/1995,160000,1995,2204
1086.0,10/11/1995,185000,1995,2204
1086.0,14/11/1995,170000,1995,2204
1086.0,06/12/1995,162000,1995,2204
1086.0,22/12/1995,163000,1995,2204
,01/03/1995,185000,1995,2204
753.1,19/12/1995,119050,1995,2287
624.7,31/05/1995,125000,1995,2287
674.4,20/10/1995,105000,1995,2287
9200.0,19/06/1995,186000,1995,2122
92.0,23/06/1995,180000,1995,2122
9200.0,03/07/1995,190000,1995,2122
92.0,24/11/1995,188000,1995,2122
1.568,28/07/1995,195000,1995,2122
1.568,07/09/1995,184000,1995,2122
1.568,20/12/1995,188500,1995,2122
714.7,06/02/1995,185000,1995,2287
,06/10/1995,345000,1995,2204
594.4,16/12/1995,245000,1995,2204
,17/06/1995,151000,1995,2204
,29/06/1995,133000,1995,2204
,22/09/1995,200000,1995,2204
,13/10/1995,360000,1995,2204
102.0,10/05/1995,185000,1995,2204
1086.0,12/01/1995,720000,1995,2204
,02/03/1995,176000,1995,2204
322.5,15/05/1995,185000,1995,2204
1079.0,19/05/1995,168000,1995,2204
1079.0,10/11/1995,173000,1995,2204
294.9,18/01/1995,116500,1995,2287
620.0,13/02/1995,122000,1995,2287
558.0,31/05/1995,155000,1995,2287
,06/09/1995,100500,1995,2204
,22/12/1995,134000,1995,2204
,14/09/1995,142500,1995,2204
1151.0,09/08/1995,116000,1995,2204
681.9,16/11/1995,153500,1995,2204
681.9,20/11/1995,153500,1995,2204
,04/12/1995,160000,1995,2204
,16/05/1995,170000,1995,2204
183.4,03/11/1995,147000,1995,2204
215.9,20/09/1995,405000,1995,2204
,05/04/1995,250000,1995,2204
,01/02/1995,650000,1995,2204
,06/04/1995,106000,1995,2293
,31/07/1995,122000,1995,2293
,08/11/1995,250000,1995,2293
,28/04/1995,275000,1995,2204
,14/09/1995,217000,1995,2204
,22/12/1995,249200,1995,2204
,16/03/1995,118500,1995,2204
,03/04/1995,123000,1995,2204
,21/04/1995,120000,1995,2204
,22/06/1995,120000,1995,2204
,14/07/1995,116500,1995,2204
,14/07/1995,278000,1995,2204
,01/04/1995,161000,1995,2204
,01/04/1995,158000,1995,2204
2283.0,15/09/1995,673334,1995,2204
,09/06/1995,112000,1995,2204
366.7,03/03/1995,230000,1995,2204
423.7,06/10/1995,121000,1995,2204
756.2,16/06/1995,146500,1995,2287
660.0,08/03/1995,156000,1995,2287
3910.0,13/01/1995,183000,1995,2122
3910.0,23/11/1995,189500,1995,2122
,20/01/1995,170000,1995,2204
385.7,06/12/1995,237000,1995,2204
,25/05/1995,120000,1995,2204
,22/11/1995,237000,1995,2204
,08/06/1995,320000,1995,2204
,07/08/1995,415000,1995,2204
,30/11/1995,200000,1995,2204
189.7,13/08/1995,202500,1995,2204
,17/07/1995,114000,1995,2204
,27/01/1995,225000,1995,2204
,07/07/1995,269500,1995,2204
,23/02/1995,285000,1995,2204
,31/05/1995,145990,1995,2765
1618.8,20/03/1995,147000,1995,2765
1.637,12/07/1995,270000,1995,2765
1214.0,31/07/1995,274000,1995,2122
607.0,12/01/1995,313000,1995,2122
556.1,01/03/1995,113500,1995,2287
189.7,18/07/1995,190000,1995,2204
,27/01/1995,148000,1995,2204
,05/05/1995,224000,1995,2204
303.5,20/12/1995,205500,1995,2204
,16/03/1995,260000,1995,2204
169.2,18/05/1995,157500,1995,2204
341.5,21/04/1995,180000,1995,2204
1296.0,24/03/1995,245000,1995,2204
1296.0,26/04/1995,319000,1995,2204
227.6,20/09/1995,250000,1995,2204
158.1,07/07/1995,345000,1995,2204
10.1,24/02/1995,154000,1995,2579
70.92,21/03/1995,150000,1995,2579
48.95,31/08/1995,115000,1995,2579
16.22,20/09/1995,220000,1995,2579
134.9,25/09/1995,170000,1995,2579
581.1,16/11/1995,110000,1995,2287
259.3,16/11/1995,230000,1995,2204
,07/07/1995,325000,1995,2204
,11/07/1995,415000,1995,2204
1789.0,15/03/1995,125000,1995,2204
,19/10/1995,110000,1995,2204
,27/01/1995,234000,1995,2204
,20/04/1995,166000,1995,2204
,10/01/1995,252000,1995,2204
,23/10/1995,206000,1995,2204
871.1,01/05/1995,144000,1995,2287
,20/01/1995,115000,1995,2293
1040.0,04/07/1995,168000,1995,2204
1040.0,20/09/1995,126000,1995,2204
104.0,01/12/1995,119000,1995,2204
360.4,22/02/1995,350000,1995,2204
,06/09/1995,210000,1995,2204
747.0,29/11/1995,140500,1995,2287
733.2,07/11/1995,135000,1995,2287
518.5,26/05/1995,143000,1995,2287
527.0,08/02/1995,121000,1995,2287
,05/10/1995,102500,1995,2204
,12/05/1995,126500,1995,2204
,30/06/1995,128000,1995,2204
,18/07/1995,141000,1995,2204
,15/11/1995,135500,1995,2204
,28/03/1995,115000,1995,2204
102.0,21/04/1995,175000,1995,2204
259.3,27/02/1995,183000,1995,2204
1042.0,18/09/1995,187728,1995,2204
1042.0,18/09/1995,197538,1995,2204
1042.0,18/09/1995,202440,1995,2204
1042.0,18/09/1995,207345,1995,2204
1042.0,18/09/1995,217155,1995,2204
1042.0,18/09/1995,217156,1995,2204
1042.0,18/09/1995,330638,1995,2204
1042.0,21/12/1995,152500,1995,2204
1335.0,24/04/1995,139000,1995,2204
1335.0,21/07/1995,134000,1995,2204
582.5,20/06/1995,118000,1995,2287
624.7,16/06/1995,132000,1995,2287
544.0,27/10/1995,122000,1995,2287
594.7,28/01/1995,128000,1995,2287
21490.0,08/03/1995,181500,1995,2122
21490.0,22/04/1995,175500,1995,2122
21490.0,17/06/1995,172000,1995,2122
21490.0,19/10/1995,174700,1995,2122
,29/03/1995,235000,1995,2204
320.3,30/10/1995,355000,1995,2204
,28/12/1995,780000,1995,2204
,02/08/1995,600000,1995,2204
,26/10/1995,545000,1995,2204
,06/09/1995,450000,1995,2204
745.2,03/08/1995,190875,1995,2287
569.2,13/10/1995,174000,1995,2287
715.7,30/05/1995,143000,1995,2287
725.0,17/03/1995,131000,1995,2287
975.3,24/11/1995,170000,1995,2287
689.3,21/02/1995,154000,1995,2287
,13/10/1995,200000,1995,2204
1131.9,05/12/1995,575000,1995,2204
,08/11/1995,235000,1995,2204
1156.0,08/11/1995,235000,1995,2204
1131.9,08/11/1995,235000,1995,2204
1056.0,23/11/1995,596000,1995,2204
,18/01/1995,120000,1995,2204
,10/02/1995,116000,1995,2204
341.5,01/12/1995,195000,1995,2204
240.2,13/01/1995,305000,1995,2020
,29/04/1995,145000,1995,2020
923.2,20/10/1995,115000,1995,2036
221.3,21/12/1995,150000,1995,2020
221.3,21/07/1995,215000,1995,2020
972.0,16/02/1995,350000,1995,2020
868.0,13/02/1995,285000,1995,2020
251.0,15/02/1995,225000,1995,2020
524.8,24/07/1995,470000,1995,2020
467.9,16/03/1995,5900000,1995,2020
5491.0,19/04/1995,210000,1995,2122
5491.0,06/05/1995,196000,1995,2122
5739.0,18/05/1995,220000,1995,2122
54.0,07/07/1995,127500,1995,2287
702.0,11/08/1995,118000,1995,2287
679.1,05/12/1995,167500,1995,2287
1674.0,23/05/1995,122500,1995,2287
487.0,14/09/1995,117000,1995,2287
1.3,16/12/1995,820000,1995,2250
5860.0,04/07/1995,225000,1995,2250
599.1,18/01/1995,165000,1995,2287
426.3,30/05/1995,103900,1995,2287
202.3,17/11/1995,207500,1995,2036
,13/04/1995,196000,1995,2036
284.5,12/07/1995,217000,1995,2036
727.2,28/06/1995,297000,1995,2036
401.9,12/10/1995,508000,1995,2036
378.5,19/12/1995,150000,1995,2036
3364.0,31/10/1995,800000,1995,2036
457.4,13/09/1995,185000,1995,2036
378.5,22/12/1995,143000,1995,2036
378.6,22/12/1995,143000,1995,2036
457.4,21/10/1995,151000,1995,2036
378.6,28/11/1995,153000,1995,2036
528.8,23/02/1995,320000,1995,2036
,05/05/1995,265000,1995,2036
6323.0,21/07/1995,2700000,1995,2036
6116.0,20/12/1995,215000,1995,2122
3299.0,18/10/1995,195000,1995,2122
957.6,06/12/1995,130000,1995,2579
3617.0,24/11/1995,140000,1995,2579
1100.0,09/06/1995,114500,1995,2122
1100.0,18/09/1995,120000,1995,2122
1100.0,01/12/1995,137000,1995,2122
8736.0,14/03/1995,170112,1995,2122
8736.0,03/11/1995,240000,1995,2122
44.11,07/07/1995,187500,1995,2579
40.07,22/11/1995,135000,1995,2579
42.49,20/12/1995,192500,1995,2579
442.6,21/07/1995,270000,1995,2036
315.0,11/04/1995,217000,1995,2036
183.4,22/03/1995,180000,1995,2036
,22/11/1995,284000,1995,2036
619.7,28/08/1995,200000,1995,2036
9634.0,03/03/1995,328000,1995,2036
1.287,12/07/1995,420000,1995,2036
1.287,15/08/1995,390000,1995,2036
1.287,20/12/1995,330000,1995,2036
,06/04/1995,205000,1995,2036
2567.0,05/05/1995,133500,1995,2036
2567.0,05/05/1995,142000,1995,2036
1296.0,20/06/1995,123250,1995,2036
303.5,28/12/1995,112000,1995,2293
611.3,27/10/1995,108000,1995,2287
4.605,30/06/1995,650000,1995,2287
4.579,08/08/1995,320000,1995,2287
332.9,15/08/1995,107900,1995,2287
631.7,06/10/1995,121000,1995,2287
569.1,13/07/1995,240000,1995,2020
869.7,27/03/1995,134000,1995,2020
334.3,28/06/1995,249000,1995,2020
334.0,24/03/1995,250500,1995,2020
183.4,01/06/1995,188000,1995,2020
,25/10/1995,130000,1995,2020
10610.0,23/01/1995,159000,1995,2020
395.0,21/10/1995,310000,1995,2020
164.4,16/01/1995,195000,1995,2020
699.0,28/08/1995,210000,1995,2020
354.7,15/07/1995,300000,1995,2020
351.9,04/08/1995,315000,1995,2020
468.09,29/12/1995,150000,1995,2020
398.4,04/07/1995,235000,1995,2020
583.9,13/07/1995,156500,1995,2287
633.9,12/10/1995,155000,1995,2287
675.2,01/05/1995,125000,1995,2287
804.4,19/07/1995,135000,1995,2287
621.4,05/10/1995,115000,1995,2287
535.1,28/02/1995,112000,1995,2287
15.23,10/02/1995,325000,1995,2250
2.113,07/03/1995,280000,1995,2250
5.0,17/10/1995,245000,1995,2250
1.0,11/08/1995,360000,1995,2250
1.0,06/12/1995,435000,1995,2250
16.5,03/05/1995,260000,1995,2250
2.023,31/05/1995,335000,1995,2250
1.0,18/08/1995,150000,1995,2250
19.93,08/11/1995,525000,1995,2250
361.0,09/12/1995,222000,1995,2020
121.4,15/08/1995,132500,1995,2710
292.2,20/11/1995,220000,1995,2710
97.16,27/11/1995,102000,1995,2710
641.0,02/11/1995,133000,1995,2287
2309.0,09/06/1995,196000,1995,2122
5056.0,16/11/1995,196000,1995,2122
671.2,19/10/1995,180000,1995,2287
597.1,13/03/1995,134000,1995,2287
746.1,18/03/1995,306000,1995,2122
2841.0,16/01/1995,230000,1995,2036
2841.0,14/02/1995,220500,1995,2036
2841.0,15/02/1995,212500,1995,2036
2841.0,16/02/1995,225000,1995,2036
2841.0,16/02/1995,247500,1995,2036
2841.0,24/02/1995,225000,1995,2036
2841.0,14/03/1995,254500,1995,2036
2841.0,21/03/1995,220500,1995,2036
2841.0,21/03/1995,227500,1995,2036
2841.0,24/03/1995,237500,1995,2036
2841.0,28/03/1995,224000,1995,2036
2841.0,31/03/1995,218500,1995,2036
2841.0,25/05/1995,235000,1995,2036
2841.0,26/05/1995,225000,1995,2036
2841.0,14/08/1995,236500,1995,2036
2841.0,18/08/1995,215000,1995,2036
2841.0,30/08/1995,258000,1995,2036
2841.0,26/09/1995,260000,1995,2036
2841.0,12/10/1995,223000,1995,2036
2841.0,13/10/1995,215000,1995,2036
2841.0,20/12/1995,222000,1995,2036
607.0,17/03/1995,300000,1995,2036
,15/09/1995,191000,1995,2036
1265.0,14/06/1995,107000,1995,2579
,14/01/1995,277000,1995,2036
720.8,21/10/1995,313500,1995,2036
720.8,11/04/1995,305000,1995,2036
581.7,15/08/1995,165000,1995,2036
645.0,01/06/1995,245000,1995,2036
645.0,06/06/1995,340000,1995,2036
