area,contract_date,purchase_price,year,post_code
,18/07/1995,243500,1995,2026
,09/02/1995,150000,1995,2026
222.8,13/02/1995,300000,1995,2026
,30/08/1995,160000,1995,2026
663.9,24/01/1995,155000,1995,2026
,25/08/1995,225000,1995,2026
,24/11/1995,260000,1995,2026
659.3,03/03/1995,225000,1995,2026
659.3,07/04/1995,215500,1995,2026
189.7,30/11/1995,280000,1995,2026
193.3,03/08/1995,400000,1995,2026
1593.0,30/03/1995,138000,1995,2026
1593.0,11/04/1995,187000,1995,2026
1593.0,23/10/1995,227500,1995,2026
1593.0,12/12/1995,155000,1995,2026
619.7,06/09/1995,245000,1995,2026
512.2,19/07/1995,205000,1995,2026
512.2,21/07/1995,210000,1995,2026
512.2,24/07/1995,210000,1995,2026
512.2,27/07/1995,210000,1995,2026
512.2,24/08/1995,210000,1995,2026
512.2,06/09/1995,210000,1995,2026
512.2,12/09/1995,210000,1995,2026
512.2,29/11/1995,210000,1995,2026
,15/06/1995,325000,1995,2026
170.7,17/03/1995,375000,1995,2026
,05/09/1995,366000,1995,2026
215.0,26/07/1995,355000,1995,2026
196.0,15/11/1995,282000,1995,2026
246.6,05/04/1995,285000,1995,2026
,11/08/1995,199000,1995,2026
,13/10/1995,178500,1995,2026
,20/09/1995,125000,1995,2026
,27/10/1995,137000,1995,2026
1556.5,10/01/1995,122500,1995,2026
1556.5,20/02/1995,139000,1995,2026
1556.5,22/02/1995,115000,1995,2026
1556.5,14/03/1995,118000,1995,2026
1556.5,14/03/1995,140000,1995,2026
1556.5,14/06/1995,137500,1995,2026
1556.5,08/08/1995,126100,1995,2026
1556.5,28/08/1995,119000,1995,2026
1556.5,21/11/1995,130000,1995,2026
1556.5,24/11/1995,125000,1995,2026
1556.5,21/12/1995,125000,1995,2026
1028.0,21/08/1995,220000,1995,2026
1028.0,22/12/1995,190000,1995,2026
468.1,31/10/1995,1630000,1995,2026
2.275,09/06/1995,695000,1995,2026
,02/11/1995,403000,1995,2026
,10/02/1995,360000,1995,2026
,13/09/1995,298000,1995,2026
,13/04/1995,227000,1995,2026
,22/12/1995,130000,1995,2026
189.1,07/04/1995,265000,1995,2026
191.7,29/06/1995,264000,1995,2026
284.5,13/03/1995,287500,1995,2026
1059.0,04/05/1995,241500,1995,2026
341.68,14/12/1995,422500,1995,2026
366.7,22/12/1995,414000,1995,2026
208.7,01/05/1995,425000,1995,2026
1511.0,24/02/1995,400000,1995,2026
1511.0,20/04/1995,370000,1995,2026
,08/03/1995,175000,1995,2026
,31/10/1995,220000,1995,2026
,07/09/1995,198000,1995,2026
,17/07/1995,220001,1995,2026
,17/11/1995,239700,1995,2026
,08/08/1995,310000,1995,2026
,19/10/1995,277000,1995,2026
2.275,19/06/1995,399000,1995,2026
2.275,09/08/1995,385000,1995,2026
2.275,01/09/1995,370000,1995,2026
2.275,06/09/1995,445000,1995,2026
2.275,14/09/1995,499000,1995,2026
646.6,31/10/1995,420000,1995,2026
1122.0,31/10/1995,2400000,1995,2026
1116.0,08/02/1995,232000,1995,2026
,09/06/1995,285000,1995,2026
,08/10/1995,185000,1995,2026
,10/10/1995,257000,1995,2026
,25/11/1995,277000,1995,2026
4031.8,03/06/1995,165000,1995,2026
1512.0,24/02/1995,100116,1995,2026
2203.0,09/02/1995,306000,1995,2026
2203.0,31/03/1995,500000,1995,2026
2203.0,24/08/1995,385000,1995,2026
2203.0,14/09/1995,188000,1995,2026
499.5,30/06/1995,195000,1995,2026
1239.0,25/02/1995,356000,1995,2026
,02/05/1995,440000,1995,2026
826.0,21/04/1995,190000,1995,2026
826.0,24/12/1995,142800,1995,2026
,19/05/1995,490000,1995,2026
1236.0,20/06/1995,190000,1995,2026
,12/10/1995,378000,1995,2026
547.0,27/04/1995,285000,1995,2026
505.8,13/10/1995,148000,1995,2026
,10/02/1995,182500,1995,2026
,11/02/1995,200000,1995,2026
253.0,14/09/1995,425000,1995,2026
,12/12/1995,102350,1995,2026
1512.0,22/09/1995,164000,1995,2026
1512.0,30/10/1995,118000,1995,2026
1512.0,03/11/1995,150000,1995,2026
,23/03/1995,2250000,1995,2026
543.8,14/09/1995,180000,1995,2026
,14/12/1995,277000,1995,2026
898.0,08/03/1995,169500,1995,2026
,04/08/1995,454000,1995,2026
933.0,12/07/1995,205000,1995,2026
791.0,05/05/1995,275000,1995,2026
511.6,30/05/1995,110000,1995,2026
301.5,10/03/1995,115000,1995,2026
765.1,25/01/1995,175000,1995,2026
765.1,24/11/1995,172500,1995,2026
512.2,08/11/1995,370000,1995,2026
727.2,06/03/1995,171000,1995,2026
727.2,18/10/1995,165000,1995,2026
,06/11/1995,125000,1995,2026
,02/02/1995,239300,1995,2026
,22/03/1995,375000,1995,2026
,28/09/1995,325000,1995,2026
,14/12/1995,360000,1995,2026
,17/02/1995,600000,1995,2026
,27/10/1995,285000,1995,2026
208.7,16/11/1995,415500,1995,2026
,22/12/1995,1080000,1995,2026
,17/02/1995,700000,1995,2026
,01/08/1995,510000,1995,2026
221.3,11/01/1995,320000,1995,2026
221.3,19/06/1995,325000,1995,2026
1540.0,31/05/1995,488000,1995,2026
727.2,17/11/1995,190000,1995,2026
607.0,25/05/1995,181000,1995,2026
607.0,09/11/1995,178500,1995,2026
,15/03/1995,148000,1995,2026
,26/10/1995,164000,1995,2026
,07/12/1995,170000,1995,2026
,08/06/1995,185000,1995,2026
153.5,20/06/1995,270000,1995,2026
271.9,30/01/1995,177500,1995,2026
,17/05/1995,252500,1995,2026
379.4,30/05/1995,906000,1995,2026
581.7,16/05/1995,130000,1995,2026
,28/09/1995,365000,1995,2026
,05/10/1995,253000,1995,2026
,13/09/1995,135500,1995,2026
,18/05/1995,184000,1995,2026
550.1,05/08/1995,420000,1995,2026
,31/05/1995,166000,1995,2026
,04/04/1995,250000,1995,2026
,15/05/1995,225000,1995,2026
,26/07/1995,310000,1995,2026
891.5,21/09/1995,422000,1995,2026
,22/03/1995,305000,1995,2026
440.0,07/07/1995,447500,1995,2026
,09/11/1995,375000,1995,2026
,07/04/1995,165000,1995,2026
,02/08/1995,180000,1995,2026
505.0,05/07/1995,270000,1995,2026
505.0,17/07/1995,263000,1995,2026
1012.0,28/08/1995,140000,1995,2026
1012.0,09/10/1995,110000,1995,2026
322.5,10/04/1995,400000,1995,2026
,22/07/1995,665000,1995,2026
1240.9,27/07/1995,278000,1995,2026
445.84,14/07/1995,151000,1995,2026
223.0,01/03/1995,405000,1995,2026
223.0,23/05/1995,170000,1995,2026
223.0,23/05/1995,176000,1995,2026
303.5,17/03/1995,210000,1995,2026
626.0,30/11/1995,194500,1995,2026
,07/08/1995,272500,1995,2026
1203.9,11/12/1995,238000,1995,2026
391.7,10/04/1995,300000,1995,2026
682.9,24/07/1995,200000,1995,2026
682.9,23/02/1995,255000,1995,2026
682.9,11/05/1995,197000,1995,2026
1360.0,27/07/1995,285000,1995,2026
,11/10/1995,190000,1995,2026
,25/01/1995,150000,1995,2026
,25/01/1995,190000,1995,2026
,15/02/1995,115000,1995,2026
,24/02/1995,107000,1995,2026
,18/03/1995,103000,1995,2026
,19/10/1995,227000,1995,2026
,07/04/1995,160000,1995,2026
948.4,03/03/1995,265000,1995,2026
234.0,31/03/1995,315000,1995,2026
,16/11/1995,262000,1995,2026
449.33,15/02/1995,255000,1995,2026
449.33,24/02/1995,205000,1995,2026
354.1,28/09/1995,575000,1995,2026
,30/03/1995,515000,1995,2026
,04/05/1995,540000,1995,2026
,24/11/1995,240000,1995,2026
,12/12/1995,105000,1995,2026
,12/12/1995,200000,1995,2026
,12/12/1995,260000,1995,2026
,12/12/1995,520000,1995,2026
575.4,27/09/1995,1550000,1995,2026
,14/11/1995,387000,1995,2026
,10/08/1995,180000,1995,2026
,08/09/1995,755000,1995,2026
,15/08/1995,260000,1995,2026
500.0,19/01/1995,265000,1995,2026
5.0,23/06/1995,240000,1995,2026
5.0,29/06/1995,270000,1995,2026
,20/04/1995,220000,1995,2026
,20/07/1995,186000,1995,2026
,14/07/1995,325000,1995,2026
,27/09/1995,255000,1995,2026
,30/06/1995,453000,1995,2026
,07/04/1995,105000,1995,2026
,13/04/1995,105000,1995,2026
,24/04/1995,101500,1995,2026
,30/06/1995,102600,1995,2026
,30/06/1995,103000,1995,2026
,11/07/1995,101250,1995,2026
,19/10/1995,105500,1995,2026
,20/10/1995,107000,1995,2026
,28/11/1995,116500,1995,2026
,18/12/1995,112000,1995,2026
,18/12/1995,118000,1995,2026
475.0,29/08/1995,255000,1995,2026
4806.0,23/10/1995,425000,1995,2026
,07/04/1995,183000,1995,2026
,27/06/1995,260000,1995,2026
,15/12/1995,180000,1995,2026
,13/04/1995,770000,1995,2026
,15/08/1995,192500,1995,2026
,14/07/1995,206500,1995,2026
485.0,06/10/1995,191000,1995,2026
703.0,23/05/1995,167500,1995,2026
1.579,10/03/1995,345000,1995,2026
247.8,16/05/1995,306000,1995,2026
252.9,06/10/1995,430000,1995,2026
287.1,25/03/1995,420000,1995,2026
,26/10/1995,206500,1995,2026
309.8,28/10/1995,421000,1995,2026
,17/08/1995,188000,1995,2026
,23/02/1995,185000,1995,2026
,19/06/1995,275000,1995,2026
,17/07/1995,292000,1995,2026
907.9,05/04/1995,218000,1995,2026
,25/03/1995,650000,1995,2026
175.7,02/08/1995,235000,1995,2026
18.0,17/03/1995,260000,1995,2026
619.7,11/03/1995,177000,1995,2026
373.1,19/09/1995,105000,1995,2026
4572.0,13/12/1995,206000,1995,2026
1.092,22/12/1995,200000,1995,2026
1.092,22/12/1995,208000,1995,2026
1.092,22/12/1995,228000,1995,2026
,08/03/1995,372000,1995,2026
556.4,06/11/1995,200000,1995,2026
550.1,03/08/1995,216000,1995,2026
467.9,27/08/1995,208000,1995,2026
265.6,09/03/1995,386000,1995,2026
1014.0,29/09/1995,250000,1995,2026
501.1,16/01/1995,325000,1995,2026
501.1,02/02/1995,280000,1995,2026
501.1,14/02/1995,195000,1995,2026
501.1,15/05/1995,320000,1995,2026
,12/05/1995,156000,1995,2026
268.3,07/04/1995,280000,1995,2026
,18/05/1995,300000,1995,2026
,04/09/1995,243000,1995,2026
,26/07/1995,125000,1995,2026
,18/01/1995,340000,1995,2026
531.1,23/02/1995,271000,1995,2026
531.1,13/04/1995,260000,1995,2026
1011.0,14/12/1995,197000,1995,2026
1110.0,30/11/1995,290000,1995,2026
183.4,10/11/1995,336000,1995,2026
417.3,23/05/1995,470000,1995,2026
436.3,07/10/1995,465000,1995,2026
449.33,14/03/1995,750000,1995,2026
449.33,17/03/1995,255000,1995,2026
449.33,28/04/1995,260000,1995,2026
449.33,07/06/1995,255000,1995,2026
449.33,17/11/1995,260000,1995,2026
,02/05/1995,3350000,1995,2026
910.5,20/11/1995,195000,1995,2026
448.9,13/09/1995,440000,1995,2026
474.2,30/11/1995,485000,1995,2026
,06/12/1995,222000,1995,2026
,19/01/1995,240000,1995,2026
,09/08/1995,405000,1995,2026
442.6,13/02/1995,560000,1995,2026
442.6,03/05/1995,551000,1995,2026
,23/01/1995,250000,1995,2026
,08/04/1995,360000,1995,2026
384.0,07/09/1995,291000,1995,2026
303.5,02/11/1995,485000,1995,2026
,09/11/1995,350000,1995,2026
,19/09/1995,227500,1995,2026
,21/02/1995,206000,1995,2026
,12/04/1995,234000,1995,2026
,19/10/1995,490000,1995,2026
,16/08/1995,390000,1995,2026
562.8,05/05/1995,182000,1995,2026
,05/04/1995,242000,1995,2026
,19/05/1995,192500,1995,2026
,06/07/1995,1260000,1995,2026
,28/08/1995,200000,1995,2026
,30/08/1995,186000,1995,2026
,24/10/1995,270000,1995,2026
,06/12/1995,230000,1995,2026
,24/11/1995,241000,1995,2026
,31/05/1995,180000,1995,2026
,17/10/1995,200000,1995,2026
61.0,25/07/1995,157000,1995,2026
56.0,27/04/1995,238500,1995,2026
316.4,13/04/1995,355000,1995,2026
,12/09/1995,200000,1995,2026
,12/09/1995,210000,1995,2026
446.0,13/04/1995,233000,1995,2026
118.0,15/02/1995,195500,1995,2026
183.4,04/05/1995,319000,1995,2026
215.0,04/12/1995,338000,1995,2026
196.0,07/08/1995,168000,1995,2026
303.5,26/05/1995,310000,1995,2026
,20/03/1995,210000,1995,2026
,21/06/1995,292000,1995,2026
,02/08/1995,159000,1995,2026
367.0,09/02/1995,130000,1995,2026
290.9,24/02/1995,410000,1995,2026
,17/03/1995,392500,1995,2026
,01/01/1995,272500,1995,2026
,23/01/1995,220000,1995,2026
,03/02/1995,240000,1995,2026
,17/02/1995,238000,1995,2026
,14/03/1995,240000,1995,2026
,04/04/1995,212000,1995,2026
,11/05/1995,210000,1995,2026
,14/12/1995,247500,1995,2026
1615.0,22/11/1995,230000,1995,2026
354.1,14/11/1995,340000,1995,2026
,02/02/1995,180000,1995,2026
,13/10/1995,142000,1995,2026
196.0,09/03/1995,312500,1995,2026
,21/10/1995,374000,1995,2026
1657.0,30/03/1995,175000,1995,2026
316.2,04/07/1995,146500,1995,2026
,05/10/1995,165000,1995,2026
,23/03/1995,215500,1995,2026
663.9,26/04/1995,221000,1995,2026
,22/06/1995,155000,1995,2026
392.0,30/06/1995,412000,1995,2026
,31/03/1995,233000,1995,2026
,11/03/1995,211500,1995,2026
518.5,03/04/1995,230000,1995,2026
,20/06/1995,300000,1995,2026
,25/08/1995,212500,1995,2026
,28/09/1995,208500,1995,2026
556.4,08/02/1995,464000,1995,2026
,29/11/1995,408000,1995,2026
271.9,07/02/1995,325000,1995,2026
,13/11/1995,267500,1995,2026
,10/05/1995,275000,1995,2026
663.9,28/04/1995,208000,1995,2026
663.9,25/07/1995,160000,1995,2026
896.0,21/12/1995,314000,1995,2026
1115.0,29/08/1995,306000,1995,2026
2575.0,10/03/1995,220000,1995,2026
2575.0,13/10/1995,237500,1995,2026
2575.0,16/11/1995,255000,1995,2026
316.2,23/07/1995,380000,1995,2026
208.6,22/09/1995,295000,1995,2026
,13/02/1995,176000,1995,2026
,07/10/1995,282000,1995,2026
1018.0,10/02/1995,112500,1995,2026
2197.0,26/07/1995,245000,1995,2026
2197.0,22/12/1995,248000,1995,2026
,21/01/1995,195000,1995,2026
,25/01/1995,195000,1995,2026
,13/06/1995,200000,1995,2026
,27/07/1995,260000,1995,2026
,13/07/1995,161000,1995,2026
,21/07/1995,165000,1995,2026
,16/10/1995,179900,1995,2026
,27/10/1995,400000,1995,2026
480.6,09/10/1995,102000,1995,2026
480.6,26/10/1995,130000,1995,2026
480.6,09/11/1995,140000,1995,2026
480.6,24/11/1995,102000,1995,2026
480.6,22/12/1995,130000,1995,2026
249.1,14/03/1995,371000,1995,2026
183.4,24/05/1995,380000,1995,2026
,06/04/1995,124000,1995,2026
,07/07/1995,122000,1995,2026
,27/11/1995,115000,1995,2026
1191.0,21/07/1995,340000,1995,2026
,12/09/1995,200000,1995,2026
240.3,09/12/1995,423000,1995,2026
,14/12/1995,459000,1995,2026
,19/10/1995,255000,1995,2026
354.1,25/07/1995,650000,1995,2026
,28/04/1995,327000,1995,2026
215.0,08/11/1995,349500,1995,2026
221.3,12/04/1995,308000,1995,2026
215.0,30/11/1995,320000,1995,2026
,27/04/1995,174000,1995,2026
,29/04/1995,325000,1995,2026
,14/11/1995,226500,1995,2026
581.7,14/11/1995,202000,1995,2026
312.0,06/12/1995,520000,1995,2026
480.6,21/11/1995,525000,1995,2026
,02/06/1995,362000,1995,2026
271.9,10/01/1995,310000,1995,2026
215.0,22/11/1995,272000,1995,2026
,24/03/1995,471000,1995,2026
151.8,07/06/1995,690000,1995,2026
,08/01/1995,464000,1995,2026
474.3,06/02/1995,105600,1995,2026
,05/07/1995,1100000,1995,2026
,01/03/1995,230000,1995,2022
113.8,05/07/1995,292000,1995,2022
289.8,15/09/1995,581250,1995,2022
2224.0,21/07/1995,640000,1995,2022
,12/10/1995,212000,1995,2022
,24/04/1995,475000,1995,2026
,19/06/1995,490000,1995,2026
436.3,17/08/1995,484000,1995,2026
,30/05/1995,515000,1995,2022
385.7,23/10/1995,805000,1995,2022
,09/09/1995,220000,1995,2022
259.2,08/03/1995,435000,1995,2022
246.6,19/06/1995,270000,1995,2022
361.2,22/11/1995,690000,1995,2022
,25/07/1995,178000,1995,2026
776.4,28/07/1995,3600000,1995,2022
,08/03/1995,160000,1995,2022
,10/07/1995,168000,1995,2022
343.3,23/03/1995,601000,1995,2022
237.9,06/11/1995,347954,1995,2022
211.0,06/11/1995,347954,1995,2022
226.0,06/11/1995,347954,1995,2022
,01/09/1995,295000,1995,2022
,09/06/1995,490000,1995,2022
107.5,10/10/1995,440000,1995,2022
252.9,08/12/1995,380000,1995,2022
,06/04/1995,340000,1995,2022
435.0,02/03/1995,575000,1995,2022
182.9,30/11/1995,330000,1995,2022
150.6,21/07/1995,320000,1995,2022
,30/08/1995,275000,1995,2026
404.7,26/09/1995,520000,1995,2026
467.9,16/11/1995,527000,1995,2026
194.0,23/03/1995,268500,1995,2026
322.5,23/03/1995,404000,1995,2026
208.7,23/09/1995,342500,1995,2026
,11/12/1995,200000,1995,2026
,13/07/1995,473000,1995,2022
335.0,20/03/1995,510000,1995,2022
668.7,10/11/1995,955000,1995,2022
,07/04/1995,265000,1995,2022
,27/03/1995,250000,1995,2022
878.9,01/08/1995,204000,1995,2026
,05/05/1995,1300000,1995,2026
,14/09/1995,161000,1995,2026
,02/08/1995,251000,1995,2022
,15/09/1995,620000,1995,2022
,25/02/1995,277500,1995,2026
,22/06/1995,528000,1995,2026
,25/10/1995,205000,1995,2026
752.5,26/10/1995,142500,1995,2026
752.5,26/10/1995,157000,1995,2026
752.5,26/10/1995,233000,1995,2026
,07/03/1995,227500,1995,2026
619.7,10/10/1995,475000,1995,2026
411.0,12/07/1995,168000,1995,2026
,26/06/1995,210000,1995,2026
,08/08/1995,219000,1995,2026
385.4,04/07/1995,380000,1995,2026
,26/10/1995,125000,1995,2026
,14/11/1995,134000,1995,2026
,21/12/1995,152000,1995,2026
714.5,14/11/1995,223500,1995,2026
,03/10/1995,400000,1995,2026
,03/10/1995,307000,1995,2026
,07/12/1995,1100000,1995,2026
763.0,06/02/1995,680000,1995,2026
763.0,24/07/1995,150000,1995,2026
763.0,06/10/1995,157000,1995,2026
157.1,29/07/1995,247000,1995,2022
477.0,01/01/1995,145000,1995,2026
148.6,28/09/1995,415000,1995,2022
1894.0,23/02/1995,300000,1995,2022
1894.0,24/03/1995,250000,1995,2022
1894.0,09/11/1995,257000,1995,2022
,07/06/1995,239000,1995,2022
,07/06/1995,239999,1995,2022
,07/06/1995,240000,1995,2022
417.3,22/07/1995,436100,1995,2026
1249.0,28/09/1995,218000,1995,2022
158.1,21/06/1995,440000,1995,2022
,07/08/1995,740000,1995,2022
227.6,27/09/1995,712000,1995,2022
,20/09/1995,550000,1995,2022
398.4,06/03/1995,160000,1995,2022
241.5,22/02/1995,233000,1995,2022
,12/04/1995,380000,1995,2022
198.0,14/03/1995,737000,1995,2022
,27/03/1995,330000,1995,2022
,18/08/1995,150000,1995,2022
158.1,24/05/1995,297000,1995,2022
158.1,18/09/1995,235000,1995,2022
,16/11/1995,400000,1995,2022
613.4,18/07/1995,295000,1995,2026
613.4,03/08/1995,280000,1995,2026
221.0,02/06/1995,340000,1995,2026
1437.0,10/05/1995,105000,1995,2022
1437.0,31/07/1995,119000,1995,2022
1437.0,04/08/1995,177500,1995,2022
1437.0,23/08/1995,101100,1995,2022
1437.0,23/10/1995,102500,1995,2022
1437.0,24/10/1995,105000,1995,2022
,02/03/1995,295000,1995,2022
,03/03/1995,256000,1995,2022
179.3,14/03/1995,287500,1995,2022
170.8,24/11/1995,400000,1995,2022
,17/10/1995,265000,1995,2022
,25/11/1995,381000,1995,2022
,03/03/1995,350000,1995,2022
,11/03/1995,345000,1995,2022
,02/09/1995,388000,1995,2026
303.5,11/01/1995,335000,1995,2026
,15/11/1995,297000,1995,2026
132.79,20/06/1995,232000,1995,2026
,27/01/1995,700000,1995,2026
,27/01/1995,800000,1995,2026
,13/03/1995,365000,1995,2026
,31/03/1995,825000,1995,2026
,20/04/1995,992500,1995,2026
,30/05/1995,632500,1995,2026
,02/11/1995,412000,1995,2026
436.3,20/06/1995,535000,1995,2026
,18/08/1995,425000,1995,2026
,22/05/1995,220000,1995,2026
,22/05/1995,225000,1995,2026
69.56,25/10/1995,220000,1995,2022
,14/09/1995,161000,1995,2026
,02/06/1995,152000,1995,2026
,17/01/1995,170000,1995,2026
,25/02/1995,170000,1995,2026
297.2,17/02/1995,317000,1995,2026
120.1,08/08/1995,349000,1995,2022
,05/08/1995,371000,1995,2022
208.7,28/03/1995,365000,1995,2022
132.8,29/04/1995,388000,1995,2022
204.5,29/09/1995,875000,1995,2022
1054.0,06/10/1995,412000,1995,2022
,28/04/1995,150000,1995,2026
474.2,08/06/1995,168000,1995,2026
,13/04/1995,290950,1995,2026
,27/03/1995,257500,1995,2026
828.3,03/03/1995,135000,1995,2026
828.3,26/04/1995,148000,1995,2026
,15/12/1995,175000,1995,2026
572.5,11/12/1995,130000,1995,2026
1872.0,12/04/1995,440000,1995,2026
1872.0,03/11/1995,478000,1995,2026
196.0,15/06/1995,275000,1995,2022
215.0,23/02/1995,305000,1995,2022
120.1,08/02/1995,241000,1995,2022
581.7,28/03/1995,168500,1995,2022
240.9,21/04/1995,465000,1995,2022
233.7,16/03/1995,462500,1995,2022
,15/03/1995,445000,1995,2022
,15/08/1995,270000,1995,2026
,11/05/1995,460000,1995,2026
,22/08/1995,240000,1995,2026
,25/08/1995,209000,1995,2026
,03/08/1995,180000,1995,2026
,22/11/1995,517000,1995,2026
4946.0,31/01/1995,340000,1995,2022
4946.0,02/02/1995,300000,1995,2022
4946.0,08/02/1995,316000,1995,2022
4946.0,09/02/1995,405000,1995,2022
4946.0,13/02/1995,305000,1995,2022
4946.0,20/02/1995,390000,1995,2022
4946.0,22/02/1995,323000,1995,2022
4946.0,03/03/1995,354000,1995,2022
4946.0,09/03/1995,445000,1995,2022
4946.0,16/03/1995,396000,1995,2022
4946.0,20/03/1995,290000,1995,2022
4946.0,21/03/1995,320000,1995,2022
4946.0,23/03/1995,286000,1995,2022
4946.0,31/03/1995,320000,1995,2022
4946.0,03/04/1995,300000,1995,2022
4946.0,13/04/1995,340000,1995,2022
4946.0,28/04/1995,311000,1995,2022
1796.0,07/03/1995,238000,1995,2022
1796.0,29/03/1995,265000,1995,2022
1796.0,22/11/1995,283000,1995,2022
,20/06/1995,500000,1995,2022
,29/12/1995,270000,1995,2022
177.0,17/11/1995,360000,1995,2022
94.8,24/06/1995,260000,1995,2022
94.8,20/12/1995,287000,1995,2022
,06/12/1995,270000,1995,2022
,20/11/1995,260000,1995,2022
205.1,23/03/1995,180000,1995,2022
152.5,26/09/1995,240000,1995,2022
603.8,19/06/1995,780000,1995,2022
,16/08/1995,440000,1995,2022
,08/02/1995,140350,1995,2022
245.9,19/10/1995,165000,1995,2022
151.8,04/09/1995,421000,1995,2022
,11/08/1995,182500,1995,2022
,28/09/1995,157500,1995,2022
4946.0,08/05/1995,205000,1995,2022
4946.0,12/05/1995,302000,1995,2022
4946.0,15/05/1995,290000,1995,2022
4946.0,19/05/1995,333000,1995,2022
4946.0,22/05/1995,330000,1995,2022
4946.0,22/05/1995,359000,1995,2022
4946.0,22/05/1995,380000,1995,2022
4946.0,26/05/1995,290000,1995,2022
4946.0,26/05/1995,325000,1995,2022
4946.0,31/05/1995,344000,1995,2022
4946.0,31/05/1995,376000,1995,2022
4946.0,01/06/1995,321000,1995,2022
4946.0,14/06/1995,385000,1995,2022
4946.0,19/06/1995,390000,1995,2022
4946.0,21/06/1995,479000,1995,2022
4946.0,22/06/1995,429000,1995,2022
4946.0,22/06/1995,508000,1995,2022
4946.0,23/06/1995,308000,1995,2022
4946.0,23/06/1995,333000,1995,2022
4946.0,23/06/1995,384000,1995,2022
4946.0,26/06/1995,295000,1995,2022
4946.0,28/06/1995,370000,1995,2022
4946.0,30/06/1995,335000,1995,2022
4946.0,05/07/1995,325000,1995,2022
4946.0,06/07/1995,360000,1995,2022
4946.0,06/07/1995,388000,1995,2022
4946.0,13/07/1995,405000,1995,2022
4946.0,14/07/1995,313000,1995,2022
4946.0,19/07/1995,285000,1995,2022
4946.0,19/07/1995,287000,1995,2022
4946.0,21/07/1995,314000,1995,2022
4946.0,22/07/1995,285000,1995,2022
4946.0,22/07/1995,290000,1995,2022
4946.0,22/07/1995,435000,1995,2022
4946.0,24/07/1995,373000,1995,2022
4946.0,25/07/1995,300000,1995,2022
4946.0,25/07/1995,350000,1995,2022
4946.0,29/07/1995,410000,1995,2022
4946.0,31/07/1995,350000,1995,2022
4946.0,08/08/1995,308000,1995,2022
4946.0,11/08/1995,330000,1995,2022
4946.0,14/08/1995,857000,1995,2022
4946.0,16/08/1995,323000,1995,2022
4946.0,18/08/1995,425000,1995,2022
4946.0,21/08/1995,482000,1995,2022
4946.0,22/08/1995,323000,1995,2022
4946.0,23/08/1995,298000,1995,2022
4946.0,25/08/1995,573000,1995,2022
4946.0,11/09/1995,459000,1995,2022
4946.0,12/09/1995,322000,1995,2022
4946.0,21/09/1995,320000,1995,2022
4946.0,13/10/1995,355000,1995,2022
4946.0,30/10/1995,290000,1995,2022
4946.0,13/11/1995,460000,1995,2022
4946.0,20/11/1995,365000,1995,2022
4946.0,23/11/1995,388000,1995,2022
4946.0,13/12/1995,324000,1995,2022
113.8,19/05/1995,320000,1995,2022
,29/06/1995,490000,1995,2022
398.4,20/02/1995,520000,1995,2022
240.3,15/08/1995,370000,1995,2026
417.3,24/10/1995,510000,1995,2026
290.9,08/04/1995,605000,1995,2026
290.9,27/07/1995,352500,1995,2026
260.4,20/12/1995,260000,1995,2026
246.6,28/03/1995,350000,1995,2026
97.5,19/10/1995,305000,1995,2022
,22/11/1995,365000,1995,2022
186.5,13/10/1995,400000,1995,2022
1068.0,08/06/1995,190000,1995,2022
1068.0,24/10/1995,225000,1995,2022
543.8,25/11/1995,181000,1995,2026
543.8,01/12/1995,165000,1995,2026
,08/03/1995,205000,1995,2026
,22/03/1995,146750,1995,2026
,08/02/1995,118000,1995,2022
,16/03/1995,260000,1995,2022
,27/06/1995,105000,1995,2022
,11/07/1995,110000,1995,2022
,15/08/1995,208000,1995,2022
,26/09/1995,110000,1995,2022
,27/09/1995,132000,1995,2022
,12/10/1995,106000,1995,2022
,18/10/1995,115000,1995,2022
1102.0,06/04/1995,194000,1995,2026
1102.0,01/05/1995,224999,1995,2026
1102.0,01/05/1995,225000,1995,2026
,13/06/1995,350000,1995,2026
221.3,17/06/1995,454000,1995,2026
221.3,24/05/1995,272000,1995,2026
183.4,09/08/1995,322000,1995,2026
,25/07/1995,265000,1995,2026
,27/09/1995,286000,1995,2026
1148.0,09/06/1995,140000,1995,2026
,09/08/1995,270000,1995,2026
,06/12/1995,210000,1995,2026
,22/09/1995,310000,1995,2026
,27/07/1995,412000,1995,2026
,09/05/1995,180000,1995,2026
,24/05/1995,267000,1995,2026
240.2,23/08/1995,300000,1995,2026
,11/08/1995,178000,1995,2026
,21/03/1995,165000,1995,2026
,24/05/1995,190000,1995,2026
,30/05/1995,170000,1995,2026
,13/12/1995,202500,1995,2026
366.7,12/12/1995,1470000,1995,2022
,20/04/1995,300000,1995,2022
234.0,13/12/1995,292000,1995,2022
108.0,22/05/1995,295000,1995,2022
1568.0,13/06/1995,260000,1995,2026
668.0,24/04/1995,195000,1995,2026
668.0,25/05/1995,172000,1995,2026
668.0,22/09/1995,181000,1995,2026
,09/02/1995,306000,1995,2026
,24/08/1995,385000,1995,2026
,14/09/1995,188000,1995,2026
,13/04/1995,300000,1995,2026
170.7,03/07/1995,252000,1995,2022
197.3,31/05/1995,530000,1995,2022
303.5,14/03/1995,130000,1995,2022
,06/01/1995,690545,1995,2022
,24/03/1995,529000,1995,2022
